block_id,section_id,start_time,end_time,duration_hours,task_count,task_ids,departments,resource_requirements
BLK00521,SEC019,2025-10-24 06:00,2025-10-24 11:15,5.25,1,SIG2133,Signalling,none
BLK00522,SEC019,2025-11-08 23:46,2025-11-09 16:45,16.98,2,SIG0021;SIG0509,Signalling,signal
BLK00523,SEC019,2025-11-23 06:00,2025-11-23 07:30,1.5,1,ENG2358,Engineering,track
BLK00524,SEC019,2025-12-06 14:14,2025-12-06 16:14,2.0,1,TRC0785,Traction,none
BLK00525,SEC020,2025-01-10 06:00,2025-01-10 13:15,7.25,1,ENG3761,Engineering,track
BLK00526,SEC020,2025-01-17 06:00,2025-01-17 12:00,6.0,1,TRC1959,Traction,none
BLK00527,SEC020,2025-02-17 06:00,2025-02-17 15:00,9.0,1,TRC1365,Traction,none
BLK00528,SEC020,2025-03-20 17:46,2025-03-21 03:00,9.23,2,ENG1832;SIG0262,Engineering;Signalling,track
BLK00529,SEC020,2025-03-29 06:00,2025-03-29 13:15,7.25,1,TRC1882,Traction,none
BLK00530,SEC020,2025-04-05 06:00,2025-04-05 14:30,8.5,1,ENG3211,Engineering,track
BLK00531,SEC020,2025-04-13 06:00,2025-04-13 12:15,6.25,1,ENG0806,Engineering,track
BLK00532,SEC020,2025-05-02 06:00,2025-05-02 16:00,10.0,1,TRC0911,Traction,none
BLK00533,SEC020,2025-05-16 06:00,2025-05-16 10:15,4.25,1,TRC0859,Traction,power
BLK00534,SEC020,2025-07-11 06:00,2025-07-11 17:00,11.0,1,SIG2741,Signalling,signal
BLK00535,SEC020,2025-07-14 06:00,2025-07-14 07:15,1.25,1,ENG2302,Engineering,track
BLK00536,SEC020,2025-08-11 06:00,2025-08-11 11:15,5.25,1,ENG1792,Engineering,track
BLK00537,SEC020,2025-08-12 06:00,2025-08-12 12:30,6.5,1,ENG2440,Engineering,track
BLK00538,SEC020,2025-08-13 19:46,2025-08-14 07:45,11.98,2,SIG2528;ENG3587,Engineering;Signalling,track
BLK00539,SEC020,2025-08-28 06:00,2025-08-28 13:00,7.0,1,SIG2386,Signalling,signal
BLK00540,SEC020,2025-09-02 06:00,2025-09-02 16:30,10.5,1,ENG1034,Engineering,track
BLK00541,SEC020,2025-09-03 06:00,2025-09-03 13:00,7.0,1,ENG3056,Engineering,track
BLK00542,SEC020,2025-09-10 06:00,2025-09-10 12:00,6.0,1,ENG0627,Engineering,track
BLK00543,SEC020,2025-09-21 06:00,2025-09-21 13:30,7.5,1,ENG0319,Engineering,track
BLK00544,SEC020,2025-10-01 06:00,2025-10-01 16:45,10.75,1,ENG0305,Engineering,track
BLK00545,SEC020,2025-10-04 06:00,2025-10-04 13:15,7.25,1,TRC0330,Traction,none
BLK00546,SEC020,2025-10-08 19:01,2025-10-09 14:14,19.22,3,TRC1219;SIG2263;ENG3174,Engineering;Signalling;Traction,signal;track
BLK00547,SEC020,2025-10-12 06:00,2025-10-12 12:30,6.5,1,SIG1596,Signalling,none
BLK00548,SEC020,2025-10-20 06:00,2025-10-20 13:30,7.5,1,TRC0419,Traction,none
BLK00549,SEC020,2025-11-02 06:00,2025-11-02 15:15,9.25,1,TRC0107,Traction,power
BLK00550,SEC020,2025-12-21 06:00,2025-12-21 15:45,9.75,1,TRC0308,Traction,none
BLK00551,SEC021,2025-01-21 06:00,2025-01-21 17:15,11.25,1,ENG0224,Engineering,track
BLK00552,SEC021,2025-02-05 06:00,2025-02-05 14:59,8.98,2,TRC2252;ENG0805,Engineering;Traction,power;track
BLK00553,SEC021,2025-02-10 06:00,2025-02-10 08:15,2.25,1,TRC0542,Traction,power
BLK00554,SEC021,2025-02-23 06:00,2025-02-23 11:45,5.75,1,SIG2750,Signalling,signal
BLK00555,SEC021,2025-03-03 06:00,2025-03-03 09:30,3.5,1,SIG1029,Signalling,none
BLK00556,SEC021,2025-04-03 06:00,2025-04-03 17:00,11.0,1,TRC1783,Traction,none
BLK00557,SEC021,2025-05-03 04:46,2025-05-03 16:30,11.73,3,SIG1502;ENG2135;TRC0968,Engineering;Signalling;Traction,track
BLK00558,SEC021,2025-05-26 06:00,2025-05-26 18:00,12.0,1,SIG1998,Signalling,none
BLK00559,SEC021,2025-06-06 06:00,2025-06-06 13:00,7.0,1,TRC0195,Traction,power
BLK00560,SEC021,2025-06-30 06:00,2025-06-30 15:30,9.5,1,TRC2524,Traction,none
BLK00561,SEC021,2025-07-07 06:00,2025-07-07 13:30,7.5,1,ENG0496,Engineering,track
BLK00562,SEC021,2025-07-11 01:47,2025-07-11 17:16,15.48,2,TRC1921;SIG0935,Signalling;Traction,signal
BLK00563,SEC021,2025-08-01 06:00,2025-08-01 14:44,8.73,3,ENG0768;SIG1866;TRC1931,Engineering;Signalling;Traction,track
BLK00564,SEC021,2025-08-28 06:00,2025-08-28 17:00,11.0,1,ENG0793,Engineering,track
BLK00565,SEC021,2025-08-31 06:00,2025-08-31 08:00,2.0,1,SIG2930,Signalling,none
BLK00566,SEC021,2025-10-01 00:46,2025-10-01 09:45,8.98,2,SIG0614;TRC2444,Signalling;Traction,power;signal
BLK00567,SEC021,2025-10-14 06:00,2025-10-14 14:15,8.25,1,ENG0124,Engineering,track
BLK00568,SEC021,2025-10-18 06:00,2025-10-18 16:45,10.75,1,ENG3013,Engineering,track
BLK00569,SEC021,2025-10-31 06:00,2025-10-31 12:00,6.0,1,SIG2021,Signalling,signal
BLK00570,SEC021,2025-11-06 06:00,2025-11-06 12:45,6.75,1,ENG1191,Engineering,track
BLK00571,SEC021,2025-11-08 12:14,2025-11-08 19:59,7.75,1,TRC0100,Traction,power
BLK00572,SEC021,2025-11-11 06:00,2025-11-11 12:00,6.0,1,SIG1121,Signalling,signal
BLK00573,SEC021,2025-11-18 11:59,2025-11-18 16:44,4.75,1,TRC1887,Traction,none
BLK00574,SEC021,2025-11-19 06:00,2025-11-19 17:45,11.75,1,TRC1487,Traction,power
BLK00575,SEC021,2025-12-04 06:00,2025-12-04 17:45,11.75,1,SIG2215,Signalling,none
BLK00576,SEC021,2025-12-09 06:00,2025-12-09 12:45,6.75,1,TRC1294,Traction,none
BLK00577,SEC022,2025-01-02 06:00,2025-01-02 16:45,10.75,1,ENG2796,Engineering,track
BLK00578,SEC022,2025-01-03 06:00,2025-01-03 18:00,12.0,1,TRC1606,Traction,none
BLK00579,SEC022,2025-01-03 06:00,2025-01-03 17:00,11.0,1,TRC2856,Traction,power
BLK00580,SEC022,2025-01-04 06:00,2025-01-04 07:30,1.5,1,SIG1480,Signalling,signal
BLK00581,SEC022,2025-01-22 06:00,2025-01-22 11:45,5.75,1,TRC1602,Traction,power
BLK00582,SEC022,2025-02-04 06:00,2025-02-04 14:00,8.0,1,SIG2309,Signalling,none
BLK00583,SEC022,2025-02-20 06:00,2025-02-20 17:45,11.75,1,ENG0827,Engineering,track
BLK00584,SEC022,2025-03-02 06:00,2025-03-02 17:00,11.0,2,SIG2013;TRC1123,Signalling;Traction,signal
BLK00585,SEC022,2025-03-15 06:00,2025-03-15 16:30,10.5,1,ENG3552,Engineering,track
BLK00586,SEC022,2025-03-25 06:00,2025-03-25 08:45,2.75,1,SIG0456,Signalling,none
BLK00587,SEC022,2025-04-14 06:00,2025-04-14 12:30,6.5,1,ENG1225,Engineering,track
BLK00588,SEC022,2025-05-02 06:00,2025-05-02 15:45,9.75,1,ENG3270,Engineering,track
BLK00589,SEC022,2025-05-05 06:00,2025-05-05 17:45,11.75,1,TRC0840,Traction,power
BLK00590,SEC022,2025-05-17 06:00,2025-05-17 13:15,7.25,1,TRC2111,Traction,none
BLK00591,SEC022,2025-05-20 06:00,2025-05-20 09:00,3.0,1,TRC2073,Traction,power
BLK00592,SEC022,2025-06-05 06:00,2025-06-05 10:15,4.25,1,TRC2820,Traction,power
BLK00593,SEC022,2025-06-28 06:00,2025-06-28 09:00,3.0,1,ENG0117,Engineering,track
BLK00594,SEC022,2025-07-10 06:00,2025-07-10 08:30,2.5,1,ENG1853,Engineering,track
BLK00595,SEC022,2025-07-22 06:00,2025-07-22 14:45,8.75,1,ENG3227,Engineering,track
BLK00596,SEC022,2025-08-02 06:00,2025-08-02 09:00,3.0,1,ENG0127,Engineering,track
BLK00597,SEC022,2025-08-03 06:00,2025-08-03 15:15,9.25,1,TRC0203,Traction,power
BLK00598,SEC022,2025-08-05 06:00,2025-08-05 12:45,6.75,1,ENG2490,Engineering,track
BLK00599,SEC022,2025-08-15 06:00,2025-08-15 12:15,6.25,1,TRC0851,Traction,power
BLK00600,SEC022,2025-08-16 06:00,2025-08-16 16:00,10.0,1,TRC2653,Traction,power
BLK00601,SEC022,2025-09-09 06:00,2025-09-09 14:30,8.5,1,ENG3618,Engineering,track
BLK00602,SEC022,2025-09-23 06:00,2025-09-23 13:00,7.0,1,ENG0730,Engineering,track
BLK00603,SEC022,2025-09-29 06:00,2025-09-29 09:30,3.5,1,TRC0700,Traction,power
BLK00604,SEC022,2025-09-29 18:01,2025-09-30 08:30,14.48,2,SIG2586;TRC1974,Signalling;Traction,signal
BLK00605,SEC022,2025-11-03 06:00,2025-11-03 16:30,10.5,1,ENG3340,Engineering,track
BLK00606,SEC022,2025-12-05 06:00,2025-12-05 17:15,11.25,1,ENG3571,Engineering,track
BLK00607,SEC022,2025-12-06 06:00,2025-12-06 17:45,11.75,1,TRC0070,Traction,none
BLK00608,SEC023,2025-02-04 14:59,2025-02-05 01:43,10.73,2,SIG1348;TRC0858,Signalling;Traction,power
BLK00609,SEC023,2025-02-08 06:00,2025-02-08 12:00,6.0,1,TRC2135,Traction,none
BLK00610,SEC023,2025-02-22 06:00,2025-02-22 14:00,8.0,1,SIG1103,Signalling,none
BLK00611,SEC023,2025-02-23 06:00,2025-02-23 23:14,17.23,2,TRC1439;TRC2576,Traction,none
BLK00612,SEC023,2025-03-11 22:01,2025-03-12 09:30,11.48,3,TRC0677;SIG0732;SIG2079,Signalling;Traction,power;signal
BLK00613,SEC023,2025-03-23 06:00,2025-03-23 14:30,8.5,1,TRC2592,Traction,power
BLK00614,SEC023,2025-04-11 06:00,2025-04-11 14:30,8.5,1,SIG1363,Signalling,none
BLK00615,SEC023,2025-04-21 06:00,2025-04-21 15:00,9.0,1,TRC2995,Traction,none
BLK00616,SEC023,2025-04-23 06:00,2025-04-23 14:15,8.25,1,TRC0240,Traction,none
BLK00617,SEC023,2025-05-02 03:01,2025-05-02 08:00,4.98,2,TRC0806;ENG1682,Engineering;Traction,track
BLK00618,SEC023,2025-05-07 06:00,2025-05-07 08:45,2.75,1,ENG2555,Engineering,track
BLK00619,SEC023,2025-06-19 06:00,2025-06-19 14:00,8.0,1,ENG3615,Engineering,track
BLK00620,SEC023,2025-06-21 06:00,2025-06-21 21:29,15.48,2,ENG2405;SIG0820,Engineering;Signalling,track
BLK00621,SEC023,2025-06-28 06:00,2025-06-28 11:30,5.5,1,SIG2503,Signalling,none
BLK00622,SEC023,2025-07-01 06:00,2025-07-01 12:45,6.75,1,TRC0403,Traction,none
BLK00623,SEC023,2025-07-10 06:00,2025-07-10 10:30,4.5,1,ENG0244,Engineering,track
BLK00624,SEC023,2025-07-24 01:01,2025-07-24 16:30,15.48,2,TRC0722;TRC1408,Traction,power
BLK00625,SEC023,2025-07-31 06:00,2025-07-31 17:15,11.25,1,TRC0141,Traction,power
BLK00626,SEC023,2025-08-07 06:00,2025-08-07 12:00,6.0,1,TRC0380,Traction,none
BLK00627,SEC023,2025-08-25 06:00,2025-08-25 11:30,5.5,1,TRC1832,Traction,none
BLK00628,SEC023,2025-08-27 06:00,2025-08-27 12:30,6.5,1,ENG2451,Engineering,track
BLK00629,SEC023,2025-08-29 06:00,2025-08-29 13:45,7.75,1,TRC2886,Traction,none
BLK00630,SEC023,2025-09-10 06:00,2025-09-10 13:45,7.75,1,ENG2826,Engineering,track
BLK00631,SEC023,2025-09-15 06:00,2025-09-15 14:30,8.5,1,SIG1747,Signalling,signal
BLK00632,SEC023,2025-09-20 06:00,2025-09-20 10:00,4.0,1,TRC1748,Traction,none
BLK00633,SEC023,2025-09-27 06:00,2025-09-27 10:00,4.0,1,SIG1816,Signalling,none
BLK00634,SEC023,2025-10-09 06:00,2025-10-09 16:30,10.5,1,ENG0010,Engineering,track
BLK00635,SEC023,2025-10-17 06:00,2025-10-17 17:30,11.5,1,ENG3117,Engineering,track
BLK00636,SEC023,2025-11-05 06:00,2025-11-05 14:00,8.0,1,SIG2188,Signalling,none
BLK00637,SEC023,2025-11-21 06:00,2025-11-21 16:00,10.0,1,SIG2873,Signalling,none
BLK00638,SEC023,2025-11-24 06:00,2025-11-24 08:15,2.25,1,TRC0959,Traction,power
BLK00639,SEC023,2025-12-10 06:00,2025-12-10 13:15,7.25,1,SIG2125,Signalling,none
BLK00640,SEC024,2025-01-17 06:00,2025-01-17 13:00,7.0,1,SIG2177,Signalling,none
BLK00641,SEC024,2025-01-28 06:00,2025-01-28 15:58,9.97,3,ENG3092;TRC1631;TRC1386,Engineering;Traction,power;track
BLK00642,SEC024,2025-02-12 06:00,2025-02-12 18:00,12.0,1,TRC2693,Traction,none
BLK00643,SEC024,2025-03-04 06:00,2025-03-04 16:15,10.25,1,TRC0399,Traction,none
BLK00644,SEC024,2025-03-27 06:00,2025-03-27 14:00,8.0,1,SIG1779,Signalling,none
BLK00645,SEC024,2025-04-09 00:46,2025-04-09 16:30,15.73,2,SIG0399;ENG2855,Engineering;Signalling,track
BLK00646,SEC024,2025-05-10 06:00,2025-05-10 12:00,6.0,1,SIG2224,Signalling,signal
BLK00647,SEC024,2025-05-29 06:00,2025-05-29 09:45,3.75,1,SIG0487,Signalling,none
BLK00648,SEC024,2025-06-06 06:00,2025-06-06 11:00,5.0,1,ENG2844,Engineering,track
BLK00649,SEC024,2025-06-09 06:00,2025-06-09 13:30,7.5,1,ENG1010,Engineering,track
BLK00650,SEC024,2025-07-01 06:00,2025-07-01 07:15,1.25,1,SIG2018,Signalling,signal
BLK00651,SEC024,2025-07-21 06:00,2025-07-21 12:45,6.75,1,TRC2648,Traction,power
BLK00652,SEC024,2025-07-24 06:00,2025-07-24 07:00,1.0,1,ENG1975,Engineering,track
BLK00653,SEC024,2025-07-28 06:00,2025-07-28 11:45,5.75,1,TRC0990,Traction,none
BLK00654,SEC024,2025-08-13 06:00,2025-08-13 10:15,4.25,1,ENG1720,Engineering,track
BLK00655,SEC024,2025-08-29 06:00,2025-08-29 11:30,5.5,1,TRC0650,Traction,none
BLK00656,SEC024,2025-09-06 06:00,2025-09-06 17:00,11.0,1,ENG0681,Engineering,track
BLK00657,SEC024,2025-09-10 06:00,2025-09-10 08:15,2.25,1,SIG0519,Signalling,signal
BLK00658,SEC024,2025-09-20 06:00,2025-09-20 16:30,10.5,2,ENG3140;TRC2284,Engineering;Traction,power;track
BLK00659,SEC024,2025-09-22 06:00,2025-09-22 14:00,8.0,1,TRC0980,Traction,none
BLK00660,SEC024,2025-09-28 06:00,2025-09-28 17:00,11.0,1,ENG0166,Engineering,track
BLK00661,SEC024,2025-10-02 06:00,2025-10-02 17:15,11.25,1,TRC2266,Traction,none
BLK00662,SEC024,2025-10-26 06:00,2025-10-26 09:30,3.5,1,SIG2228,Signalling,signal
BLK00663,SEC024,2025-10-30 06:00,2025-10-30 09:45,3.75,1,SIG2283,Signalling,none
BLK00664,SEC024,2025-11-03 06:00,2025-11-03 15:45,9.75,2,SIG0639;SIG0088,Signalling,signal
BLK00665,SEC024,2025-11-11 06:00,2025-11-11 11:45,5.75,1,TRC1239,Traction,power
BLK00666,SEC024,2025-12-08 06:00,2025-12-08 15:30,9.5,1,SIG0653,Signalling,none
BLK00667,SEC024,2025-12-20 06:00,2025-12-20 15:30,9.5,1,ENG2387,Engineering,track
BLK00668,SEC025,2025-01-19 06:00,2025-01-19 21:59,15.98,2,TRC1973;ENG1985,Engineering;Traction,power;track
BLK00669,SEC025,2025-03-06 06:00,2025-03-06 14:00,8.0,1,ENG2388,Engineering,track
BLK00670,SEC025,2025-03-16 06:00,2025-03-16 12:15,6.25,1,SIG2702,Signalling,signal
BLK00671,SEC025,2025-05-11 15:29,2025-05-11 19:59,4.5,1,TRC1429,Traction,none
BLK00672,SEC025,2025-05-14 00:31,2025-05-14 17:15,16.73,2,TRC1642;TRC0034,Traction,power
BLK00673,SEC025,2025-06-16 04:16,2025-06-16 18:00,13.73,2,SIG2811;TRC0459,Signalling;Traction,power;signal
BLK00674,SEC025,2025-06-25 06:00,2025-06-25 14:45,8.75,1,SIG2599,Signalling,signal
BLK00675,SEC025,2025-06-30 06:00,2025-06-30 15:30,9.5,1,ENG3022,Engineering,track
BLK00676,SEC025,2025-07-09 06:00,2025-07-09 11:45,5.75,1,TRC0338,Traction,power
BLK00677,SEC025,2025-07-16 06:00,2025-07-16 15:00,9.0,1,SIG1077,Signalling,signal
BLK00678,SEC025,2025-07-30 06:00,2025-07-30 16:30,10.5,1,TRC1831,Traction,none
BLK00679,SEC025,2025-07-31 06:00,2025-07-31 10:45,4.75,1,TRC0363,Traction,power
BLK00680,SEC025,2025-08-09 06:00,2025-08-09 08:00,2.0,1,TRC0050,Traction,power
BLK00681,SEC025,2025-09-01 06:00,2025-09-01 15:30,9.5,1,TRC0306,Traction,power
BLK00682,SEC025,2025-09-14 06:00,2025-09-14 16:15,10.25,1,ENG3593,Engineering,track
BLK00683,SEC025,2025-09-15 06:00,2025-09-15 08:00,2.0,1,ENG1999,Engineering,track
BLK00684,SEC025,2025-10-03 06:00,2025-10-03 13:45,7.75,1,ENG3735,Engineering,track
BLK00685,SEC025,2025-10-22 06:00,2025-10-22 17:00,11.0,1,ENG1067,Engineering,track
BLK00686,SEC025,2025-10-30 06:00,2025-10-31 01:14,19.23,2,SIG2948;TRC2949,Signalling;Traction,signal
BLK00687,SEC025,2025-11-04 00:46,2025-11-04 12:00,11.23,3,TRC1763;TRC2909;TRC0339,Traction,power
BLK00688,SEC025,2025-11-05 06:00,2025-11-05 12:30,6.5,1,TRC1170,Traction,power
BLK00689,SEC025,2025-11-15 06:00,2025-11-15 11:30,5.5,1,SIG1243,Signalling,none
BLK00690,SEC025,2025-12-06 06:00,2025-12-06 13:15,7.25,1,SIG2061,Signalling,none
BLK00691,SEC026,2025-01-13 06:00,2025-01-13 16:30,10.5,1,ENG3083,Engineering,track
BLK00692,SEC026,2025-01-16 06:00,2025-01-16 07:30,1.5,1,TRC0955,Traction,none
BLK00693,SEC026,2025-01-26 06:00,2025-01-26 10:45,4.75,1,SIG1731,Signalling,none
BLK00694,SEC026,2025-02-19 22:31,2025-02-20 09:00,10.48,2,ENG0406;TRC1805,Engineering;Traction,power;track
BLK00695,SEC026,2025-03-07 06:00,2025-03-07 09:00,3.0,1,TRC2698,Traction,power
BLK00696,SEC026,2025-03-16 06:00,2025-03-16 15:00,9.0,1,ENG3973,Engineering,track
BLK00697,SEC026,2025-04-22 15:00,2025-04-22 23:29,8.48,3,SIG0398;TRC1911;SIG1833,Signalling;Traction,power;signal
BLK00698,SEC026,2025-05-02 06:00,2025-05-02 13:00,7.0,1,TRC1988,Traction,none
BLK00699,SEC026,2025-05-23 06:00,2025-05-23 17:30,11.5,1,TRC1878,Traction,none
BLK00700,SEC026,2025-05-25 06:00,2025-05-25 13:45,7.75,2,SIG1053;ENG1622,Engineering;Signalling,signal;track
BLK00701,SEC026,2025-05-30 06:00,2025-05-30 08:00,2.0,1,SIG2709,Signalling,none
BLK00702,SEC026,2025-06-14 06:00,2025-06-14 15:15,9.25,1,SIG2984,Signalling,none
BLK00703,SEC026,2025-06-27 06:00,2025-06-27 17:15,11.25,1,TRC2460,Traction,none
BLK00704,SEC026,2025-07-16 23:46,2025-07-17 11:30,11.73,2,TRC0533;TRC0604,Traction,none
BLK00705,SEC026,2025-08-11 06:00,2025-08-11 18:00,12.0,2,TRC2190;TRC0038,Traction,power
BLK00706,SEC026,2025-08-17 06:00,2025-08-17 08:15,2.25,1,ENG3460,Engineering,track
BLK00707,SEC026,2025-08-22 06:00,2025-08-22 12:45,6.75,1,ENG2541,Engineering,track
BLK00708,SEC026,2025-08-31 06:00,2025-08-31 09:45,3.75,1,SIG2993,Signalling,signal
BLK00709,SEC026,2025-09-19 06:00,2025-09-19 15:45,9.75,1,ENG3941,Engineering,track
BLK00710,SEC026,2025-10-11 06:00,2025-10-11 13:15,7.25,1,ENG2487,Engineering,track
BLK00711,SEC026,2025-10-20 06:00,2025-10-20 17:00,11.0,1,SIG2389,Signalling,none
BLK00712,SEC026,2025-10-25 06:00,2025-10-25 09:30,3.5,1,ENG2515,Engineering,track
BLK00713,SEC026,2025-10-31 06:00,2025-10-31 11:45,5.75,1,SIG0133,Signalling,signal
BLK00714,SEC026,2025-11-12 06:00,2025-11-12 16:00,10.0,1,ENG2528,Engineering,track
BLK00715,SEC026,2025-11-23 06:00,2025-11-23 11:00,5.0,1,ENG1973,Engineering,track
BLK00716,SEC027,2025-01-03 06:00,2025-01-03 08:45,2.75,1,TRC2445,Traction,none
BLK00717,SEC027,2025-01-06 06:00,2025-01-06 14:15,8.25,1,SIG2374,Signalling,none
BLK00718,SEC027,2025-01-31 06:00,2025-01-31 16:15,10.25,1,TRC2232,Traction,power
BLK00719,SEC027,2025-02-01 06:00,2025-02-01 14:00,8.0,1,SIG0942,Signalling,none
BLK00720,SEC027,2025-03-02 06:00,2025-03-02 10:15,4.25,1,TRC2231,Traction,power
BLK00721,SEC027,2025-03-05 06:00,2025-03-05 12:30,6.5,1,ENG3565,Engineering,track
BLK00722,SEC027,2025-03-07 06:00,2025-03-07 14:00,8.0,1,SIG2108,Signalling,none
BLK00723,SEC027,2025-03-17 02:16,2025-03-17 18:00,15.73,2,SIG2858;TRC2743,Signalling;Traction,signal
BLK00724,SEC027,2025-03-20 06:00,2025-03-20 07:30,1.5,1,ENG3283,Engineering,track
BLK00725,SEC027,2025-03-22 06:00,2025-03-22 15:45,9.75,1,ENG1420,Engineering,track
BLK00726,SEC027,2025-03-31 06:00,2025-03-31 08:30,2.5,1,SIG0412,Signalling,signal
BLK00727,SEC027,2025-04-03 06:00,2025-04-03 16:45,10.75,1,SIG2821,Signalling,signal
BLK00728,SEC027,2025-05-06 06:00,2025-05-06 11:00,5.0,1,TRC2041,Traction,power
BLK00729,SEC027,2025-05-09 06:00,2025-05-09 12:15,6.25,1,ENG1645,Engineering,track
BLK00730,SEC027,2025-05-28 06:00,2025-05-28 16:30,10.5,2,TRC1630;SIG0206,Signalling;Traction,power;signal
BLK00731,SEC027,2025-05-31 06:00,2025-05-31 07:30,1.5,1,TRC0914,Traction,power
BLK00732,SEC027,2025-06-09 06:00,2025-06-09 07:45,1.75,1,TRC1440,Traction,none
BLK00733,SEC027,2025-06-28 06:00,2025-06-28 17:30,11.5,1,SIG1131,Signalling,none
BLK00734,SEC027,2025-06-29 06:00,2025-06-29 07:45,1.75,1,SIG1484,Signalling,none
BLK00735,SEC027,2025-07-05 06:00,2025-07-05 10:30,4.5,1,TRC2233,Traction,power
BLK00736,SEC027,2025-08-06 06:00,2025-08-06 12:45,6.75,1,ENG0867,Engineering,track
BLK00737,SEC027,2025-08-07 06:00,2025-08-07 10:15,4.25,1,SIG2472,Signalling,signal
BLK00738,SEC027,2025-08-27 06:00,2025-08-27 08:15,2.25,1,SIG0808,Signalling,signal
BLK00739,SEC027,2025-09-02 19:01,2025-09-03 14:30,19.48,2,SIG0109;SIG0338,Signalling,signal
BLK00740,SEC027,2025-09-08 06:00,2025-09-08 14:30,8.5,1,ENG2088,Engineering,track
BLK00741,SEC027,2025-09-26 18:31,2025-09-27 09:30,14.98,2,TRC2695;SIG2693,Signalling;Traction,power
BLK00742,SEC027,2025-10-25 06:00,2025-10-25 10:30,4.5,1,SIG2446,Signalling,none
BLK00743,SEC027,2025-11-22 06:00,2025-11-22 16:15,10.25,1,SIG0954,Signalling,none
BLK00744,SEC028,2025-01-26 06:00,2025-01-26 15:30,9.5,1,ENG0135,Engineering,track
BLK00745,SEC028,2025-02-09 15:16,2025-02-10 00:28,9.2,4,ENG3477;SIG0296;SIG2417;TRC2810,Engineering;Signalling;Traction,power;signal;track
BLK00746,SEC028,2025-02-15 06:00,2025-02-15 10:45,4.75,1,TRC2726,Traction,none
BLK00747,SEC028,2025-03-04 06:00,2025-03-04 09:30,3.5,1,ENG3488,Engineering,track
BLK00748,SEC028,2025-03-06 06:00,2025-03-06 09:30,3.5,1,ENG2843,Engineering,track
BLK00749,SEC028,2025-03-22 06:00,2025-03-22 10:30,4.5,1,ENG2463,Engineering,track
BLK00750,SEC028,2025-03-26 06:00,2025-03-26 10:30,4.5,1,SIG2922,Signalling,none
BLK00751,SEC028,2025-04-04 06:00,2025-04-04 16:45,10.75,1,TRC0099,Traction,power
BLK00752,SEC028,2025-04-24 06:00,2025-04-24 11:15,5.25,1,SIG0718,Signalling,none
BLK00753,SEC028,2025-04-30 06:00,2025-04-30 07:30,1.5,1,SIG1080,Signalling,none
BLK00754,SEC028,2025-05-20 06:00,2025-05-20 13:30,7.5,1,ENG2299,Engineering,track
BLK00755,SEC028,2025-05-22 06:00,2025-05-22 17:00,11.0,2,ENG1588;TRC2545,Engineering;Traction,power;track
BLK00756,SEC028,2025-05-29 06:00,2025-05-29 17:15,11.25,1,ENG3368,Engineering,track
BLK00757,SEC028,2025-06-08 06:00,2025-06-08 11:30,5.5,1,SIG0864,Signalling,signal
BLK00758,SEC028,2025-06-12 06:00,2025-06-12 08:30,2.5,1,TRC1231,Traction,none
BLK00759,SEC028,2025-06-15 06:00,2025-06-15 10:15,4.25,1,ENG0680,Engineering,track
BLK00760,SEC028,2025-06-25 06:00,2025-06-25 10:30,4.5,1,ENG2974,Engineering,track
BLK00761,SEC028,2025-07-02 04:46,2025-07-02 08:00,3.23,2,ENG0508;SIG0655,Engineering;Signalling,signal;track
BLK00762,SEC028,2025-07-22 21:16,2025-07-23 09:30,12.23,2,TRC0243;ENG2477,Engineering;Traction,track
BLK00763,SEC028,2025-07-31 06:00,2025-07-31 11:45,5.75,1,SIG0786,Signalling,signal
BLK00764,SEC028,2025-08-16 06:00,2025-08-16 11:45,5.75,1,TRC0532,Traction,power
BLK00765,SEC028,2025-09-03 06:00,2025-09-03 16:30,10.5,1,TRC2173,Traction,none
BLK00766,SEC028,2025-09-06 06:00,2025-09-06 12:15,6.25,1,TRC0105,Traction,none
BLK00767,SEC028,2025-09-16 06:00,2025-09-16 20:59,14.98,3,ENG3781;SIG1824;TRC0406,Engineering;Signalling;Traction,track
BLK00768,SEC028,2025-09-22 06:00,2025-09-22 08:30,2.5,1,ENG3829,Engineering,track
BLK00769,SEC028,2025-09-26 06:00,2025-09-26 14:30,8.5,1,TRC2745,Traction,power
BLK00770,SEC028,2025-09-28 06:00,2025-09-28 08:15,2.25,1,TRC0951,Traction,power
BLK00771,SEC028,2025-10-01 06:00,2025-10-01 11:00,5.0,1,ENG2592,Engineering,track
BLK00772,SEC028,2025-10-24 06:00,2025-10-24 07:30,1.5,1,TRC2716,Traction,none
BLK00773,SEC028,2025-11-02 06:00,2025-11-02 07:30,1.5,1,ENG2470,Engineering,track
BLK00774,SEC029,2025-01-19 06:00,2025-01-19 07:45,1.75,1,ENG0564,Engineering,track
BLK00775,SEC029,2025-01-25 06:00,2025-01-25 13:00,7.0,1,ENG1778,Engineering,track
BLK00776,SEC029,2025-01-29 06:00,2025-01-29 13:00,7.0,1,ENG2928,Engineering,track
BLK00777,SEC029,2025-02-01 06:00,2025-02-01 14:00,8.0,1,SIG2330,Signalling,none
BLK00778,SEC029,2025-02-07 06:00,2025-02-07 10:00,4.0,1,ENG3542,Engineering,track
BLK00779,SEC029,2025-02-09 06:00,2025-02-09 18:00,12.0,1,SIG0002,Signalling,none
