block_id,task_id,section_id,department,start_time,end_time,duration_hours,predicted_priority_score,predicted_priority_class,train_conflict_cost,power_block_required,signal_block_required,track_block_required,status
BLK03386,TRC0280,SEC063,Traction,2025-04-12 06:00,2025-04-12 12:15,6.2,59.3,MEDIUM,125.9,True,False,False,SCHEDULED
BLK03736,TRC0282,SEC071,Traction,2025-02-11 06:00,2025-02-11 09:00,2.8,61.6,HIGH,62.2,False,False,False,SCHEDULED
BLK02078,TRC0285,SEC037,Traction,2025-06-18 06:00,2025-06-18 09:15,3.2,31.5,LOW,159.4,False,False,False,SCHEDULED
BLK01013,TRC0288,SEC018,Traction,2025-05-02 06:00,2025-05-02 17:00,11.0,44.4,MEDIUM,457.6,False,False,False,SCHEDULED
BLK03682,TRC0292,SEC070,Traction,2025-01-15 06:00,2025-01-15 15:15,9.2,61.98,HIGH,209.8,True,False,False,SCHEDULED
BLK00819,TRC0293,SEC014,Traction,2025-09-17 06:00,2025-09-17 16:30,10.5,40.3,MEDIUM,476.7,True,False,False,SCHEDULED
BLK01975,TRC0303,SEC035,Traction,2025-06-29 06:00,2025-06-29 08:45,2.7,39.9,LOW,130.1,True,False,False,SCHEDULED
BLK01822,TRC0304,SEC032,Traction,2025-07-31 06:00,2025-07-31 12:00,5.9,42.0,MEDIUM,205.9,True,False,False,SCHEDULED
BLK01427,TRC0306,SEC025,Traction,2025-09-01 06:00,2025-09-01 15:30,9.4,46.7,MEDIUM,453.1,True,False,False,SCHEDULED
BLK01155,TRC0308,SEC020,Traction,2025-12-21 06:00,2025-12-21 15:45,9.7,63.8,HIGH,372.5,False,False,False,SCHEDULED
BLK02233,TRC0309,SEC040,Traction,2025-10-10 06:00,2025-10-10 15:30,9.5,32.0,LOW,229.9,False,False,False,SCHEDULED
BLK02520,TRC0310,SEC046,Traction,2025-03-25 06:00,2025-03-25 14:30,8.3,81.6,CRITICAL,224.1,True,False,False,SCHEDULED
BLK00737,TRC0312,SEC013,Traction,2025-05-16 06:00,2025-05-16 13:15,7.1,83.8,CRITICAL,337.2,False,False,False,SCHEDULED
BLK02845,TRC0313,SEC052,Traction,2025-11-01 06:00,2025-11-01 14:15,8.2,94.2,CRITICAL,164.0,True,False,False,SCHEDULED
BLK00137,TRC0316,SEC003,Traction,2025-05-15 06:00,2025-05-15 13:45,7.6,65.2,HIGH,373.9,True,False,False,SCHEDULED
BLK00327,TRC0322,SEC006,Traction,2025-06-12 06:00,2025-06-12 11:45,5.6,31.5,LOW,280.6,True,False,False,SCHEDULED
BLK01789,TRC0326,SEC031,Traction,2025-11-29 17:13,2025-11-29 20:13,2.8,38.4,LOW,113.4,False,False,False,SCHEDULED
BLK01143,TRC0330,SEC020,Traction,2025-10-04 06:00,2025-10-04 13:15,7.1,83.52,CRITICAL,272.6,False,False,False,SCHEDULED
BLK01417,TRC0338,SEC025,Traction,2025-07-09 06:00,2025-07-09 11:45,5.7,27.27,LOW,274.7,True,False,False,SCHEDULED
BLK01438,TRC0339,SEC025,Traction,2025-11-04 06:00,2025-11-04 12:00,5.8,41.25,MEDIUM,279.6,False,False,False,SCHEDULED
BLK02533,TRC0348,SEC046,Traction,2025-06-20 06:00,2025-06-20 16:00,10.0,38.1,LOW,270.0,True,False,False,SCHEDULED
BLK03071,TRC0350,SEC057,Traction,2025-01-02 06:00,2025-01-02 09:30,3.5,27.8,LOW,121.4,True,False,False,SCHEDULED
BLK03710,TRC0354,SEC070,Traction,2025-08-01 06:00,2025-08-01 11:15,5.2,95.0,CRITICAL,118.6,True,False,False,SCHEDULED
BLK00565,TRC0357,SEC010,Traction,2025-08-15 06:00,2025-08-15 09:45,3.6,83.9,CRITICAL,168.5,True,False,False,SCHEDULED
BLK00377,TRC0358,SEC007,Traction,2025-05-27 06:00,2025-05-27 12:00,6.0,65.8,HIGH,284.4,False,False,False,SCHEDULED
BLK03965,TRC0362,SEC075,Traction,2025-04-14 06:00,2025-04-14 11:30,5.4,94.2,CRITICAL,108.0,True,False,False,SCHEDULED
BLK01421,TRC0363,SEC025,Traction,2025-07-31 06:00,2025-07-31 10:45,4.6,64.07,HIGH,221.7,True,False,False,SCHEDULED
BLK00817,TRC0365,SEC014,Traction,2025-09-01 06:00,2025-09-01 11:00,4.8,63.8,HIGH,217.9,True,False,False,SCHEDULED
BLK02818,TRC0367,SEC052,Traction,2025-06-08 06:00,2025-06-08 07:30,1.3,62.4,HIGH,26.0,True,False,False,SCHEDULED
BLK03099,TRC0368,SEC057,Traction,2025-08-24 06:00,2025-08-24 14:00,7.9,42.35,MEDIUM,274.1,True,False,False,SCHEDULED
BLK01916,TRC0369,SEC034,Traction,2025-05-03 06:00,2025-05-03 10:30,4.3,38.08,LOW,145.8,False,False,False,SCHEDULED
BLK00433,TRC0372,SEC008,Traction,2025-05-18 10:59,2025-05-18 14:44,3.7,41.2,MEDIUM,168.4,False,False,False,SCHEDULED
BLK02630,TRC0374,SEC048,Traction,2025-04-13 06:00,2025-04-13 11:30,5.4,82.35,CRITICAL,158.2,True,False,False,SCHEDULED
BLK01313,TRC0380,SEC023,Traction,2025-08-07 06:00,2025-08-07 12:00,5.9,63.69,HIGH,267.3,False,False,False,SCHEDULED
BLK01702,TRC0381,SEC030,Traction,2025-06-14 06:00,2025-06-14 16:45,10.6,64.2,HIGH,433.5,True,False,False,SCHEDULED
BLK03285,TRC0382,SEC061,Traction,2025-05-23 06:00,2025-05-23 15:00,9.0,59.98,MEDIUM,185.4,False,False,False,SCHEDULED
BLK02840,TRC0383,SEC052,Traction,2025-10-06 06:00,2025-10-06 09:45,3.6,81.14,CRITICAL,72.0,True,False,False,SCHEDULED
BLK00591,TRC0384,SEC011,Traction,2025-02-25 06:00,2025-02-25 17:30,11.5,41.1,MEDIUM,556.6,True,False,False,SCHEDULED
BLK03609,TRC0385,SEC068,Traction,2025-05-24 06:00,2025-05-24 12:15,6.1,61.8,HIGH,186.7,True,False,False,SCHEDULED
BLK03911,TRC0389,SEC074,Traction,2025-03-20 11:59,2025-03-20 13:14,1.2,37.5,LOW,28.8,False,False,False,SCHEDULED
BLK02707,TRC0392,SEC049,Traction,2025-12-20 06:00,2025-12-20 13:00,6.9,62.8,HIGH,227.0,True,False,False,SCHEDULED
BLK03487,TRC0393,SEC065,Traction,2025-07-01 06:00,2025-07-01 10:15,4.1,62.96,HIGH,117.7,True,False,False,SCHEDULED
BLK03037,TRC0394,SEC056,Traction,2025-04-14 06:00,2025-04-14 09:45,3.6,38.62,LOW,102.6,True,False,False,SCHEDULED
BLK01353,TRC0398,SEC024,Traction,2025-04-30 06:00,2025-04-30 10:30,4.5,38.71,LOW,185.8,True,False,False,SCHEDULED
BLK01345,TRC0399,SEC024,Traction,2025-03-04 06:00,2025-03-04 16:15,10.1,63.71,HIGH,417.1,False,False,False,SCHEDULED
BLK01047,TRC0402,SEC019,Traction,2025-01-19 06:00,2025-01-19 08:15,2.1,66.5,HIGH,102.5,True,False,False,SCHEDULED
BLK01307,TRC0403,SEC023,Traction,2025-07-01 06:00,2025-07-01 12:45,6.7,85.0,CRITICAL,303.5,False,False,False,SCHEDULED
BLK00906,TRC0404,SEC016,Traction,2025-03-14 06:00,2025-03-14 10:30,4.5,64.4,HIGH,190.8,True,False,False,SCHEDULED
BLK01591,TRC0406,SEC028,Traction,2025-08-17 06:00,2025-08-17 15:30,9.3,42.6,MEDIUM,482.7,False,False,False,SCHEDULED
BLK03602,TRC0407,SEC068,Traction,2025-04-06 06:00,2025-04-06 12:00,5.9,37.6,LOW,180.5,True,False,False,SCHEDULED
BLK00619,TRC0411,SEC011,Traction,2025-06-19 14:45,2025-06-19 21:15,6.4,63.1,HIGH,309.8,True,False,False,SCHEDULED
BLK00870,TRC0414,SEC015,Traction,2025-09-02 06:00,2025-09-02 12:45,6.6,39.8,LOW,297.0,True,False,False,SCHEDULED
BLK02251,TRC0415,SEC041,Traction,2025-03-27 06:00,2025-03-27 15:15,9.1,27.7,LOW,191.1,True,False,False,SCHEDULED
BLK03766,TRC0417,SEC071,Traction,2025-08-17 06:00,2025-08-17 15:45,9.7,80.0,CRITICAL,215.3,False,False,False,SCHEDULED
BLK01889,TRC0418,SEC033,Traction,2025-10-07 06:00,2025-10-07 07:45,1.6,39.0,LOW,78.7,True,False,False,SCHEDULED
BLK01148,TRC0419,SEC020,Traction,2025-10-20 06:00,2025-10-20 13:30,7.5,42.45,MEDIUM,288.0,False,False,False,SCHEDULED
BLK02460,TRC0420,SEC044,Traction,2025-11-30 06:00,2025-11-30 11:30,5.5,96.9,CRITICAL,190.8,True,False,False,SCHEDULED
BLK02729,TRC0421,SEC050,Traction,2025-08-23 02:01,2025-08-23 08:31,6.5,39.6,LOW,130.0,False,False,False,SCHEDULED
BLK03395,TRC0422,SEC063,Traction,2025-07-01 21:59,2025-07-02 07:29,9.4,59.5,MEDIUM,190.8,False,False,False,SCHEDULED
BLK00291,TRC0423,SEC005,Traction,2025-11-25 06:00,2025-11-25 15:00,9.0,99.5,CRITICAL,475.2,True,False,False,SCHEDULED
BLK00181,TRC0424,SEC003,Traction,2025-12-11 06:00,2025-12-11 07:30,1.5,99.0,CRITICAL,73.8,True,False,False,SCHEDULED
BLK02613,TRC0427,SEC047,Traction,2025-12-20 06:00,2025-12-20 18:00,11.9,42.3,MEDIUM,242.8,False,False,False,SCHEDULED
BLK00616,TRC0437,SEC011,Traction,2025-06-12 06:00,2025-06-12 08:00,1.9,85.44,CRITICAL,92.0,True,False,False,SCHEDULED
BLK02646,TRC0439,SEC048,Traction,2025-07-30 06:00,2025-07-30 17:45,11.6,61.32,HIGH,339.9,True,False,False,SCHEDULED
BLK03997,TRC0440,SEC075,Traction,2025-09-28 06:00,2025-09-28 08:30,2.4,42.0,MEDIUM,48.0,True,False,False,SCHEDULED
BLK00043,TRC0444,SEC001,Traction,2025-11-16 06:00,2025-11-16 11:45,5.7,84.6,CRITICAL,242.8,False,False,False,SCHEDULED
BLK03957,TRC0450,SEC075,Traction,2025-02-14 06:00,2025-02-14 11:45,5.6,80.6,CRITICAL,112.0,True,False,False,SCHEDULED
BLK01466,TRC0452,SEC026,Traction,2025-05-19 06:00,2025-05-19 14:15,8.2,27.7,LOW,423.1,False,False,False,SCHEDULED
BLK00612,TRC0453,SEC011,Traction,2025-06-02 06:00,2025-06-02 14:30,8.3,66.6,HIGH,401.7,True,False,False,SCHEDULED
BLK03497,TRC0457,SEC065,Traction,2025-09-30 06:00,2025-09-30 13:15,7.1,82.7,CRITICAL,203.8,True,False,False,SCHEDULED
BLK00727,TRC0458,SEC013,Traction,2025-03-19 06:00,2025-03-19 12:15,6.1,65.8,HIGH,289.8,True,False,False,SCHEDULED
BLK01413,TRC0459,SEC025,Traction,2025-06-16 06:00,2025-06-16 18:00,11.9,64.4,HIGH,573.6,True,False,False,SCHEDULED
BLK03994,TRC0460,SEC075,Traction,2025-09-15 06:00,2025-09-15 09:00,2.9,58.81,MEDIUM,58.0,True,False,False,SCHEDULED
BLK00491,TRC0462,SEC009,Traction,2025-04-05 06:00,2025-04-05 07:15,1.1,84.5,CRITICAL,46.0,True,False,False,SCHEDULED
BLK00994,TRC0463,SEC017,Traction,2025-11-17 06:00,2025-11-17 16:15,10.2,82.6,CRITICAL,391.7,True,False,False,SCHEDULED
BLK00816,TRC0464,SEC014,Traction,2025-08-30 06:00,2025-08-30 15:00,8.8,84.49,CRITICAL,399.5,True,False,False,SCHEDULED
BLK02802,TRC0465,SEC052,Traction,2025-03-09 06:00,2025-03-09 13:30,7.5,42.81,MEDIUM,150.0,False,False,False,SCHEDULED
BLK02276,TRC0467,SEC041,Traction,2025-10-03 06:00,2025-10-03 12:30,6.5,36.42,LOW,136.5,True,False,False,SCHEDULED
BLK02227,TRC0469,SEC040,Traction,2025-09-09 06:00,2025-09-09 17:15,11.2,81.2,CRITICAL,271.0,False,False,False,SCHEDULED
BLK01738,TRC0473,SEC030,Traction,2025-12-11 06:00,2025-12-11 15:00,8.9,64.82,HIGH,364.0,True,False,False,SCHEDULED
BLK03364,TRC0476,SEC062,Traction,2025-11-15 06:00,2025-11-15 17:00,10.9,79.69,HIGH,218.0,True,False,False,SCHEDULED
BLK03395,TRC0478,SEC063,Traction,2025-07-02 06:00,2025-07-02 12:15,6.1,38.97,LOW,123.8,True,False,False,SCHEDULED
BLK03651,TRC0481,SEC069,Traction,2025-02-24 09:59,2025-02-24 20:44,10.6,31.6,LOW,212.0,False,False,False,SCHEDULED
BLK02760,TRC0482,SEC051,Traction,2025-04-02 06:00,2025-04-02 17:30,11.3,40.2,MEDIUM,291.5,True,False,False,SCHEDULED
BLK02819,TRC0483,SEC052,Traction,2025-06-10 06:00,2025-06-10 12:30,6.4,94.8,CRITICAL,128.0,False,False,False,SCHEDULED
BLK00893,TRC0484,SEC015,Traction,2025-11-25 06:00,2025-11-25 13:30,7.3,83.9,CRITICAL,328.5,True,False,False,SCHEDULED
BLK02906,TRC0485,SEC054,Traction,2025-03-14 06:00,2025-03-14 13:30,7.5,59.46,MEDIUM,170.2,True,False,False,SCHEDULED
BLK03695,TRC0488,SEC070,Traction,2025-04-11 06:00,2025-04-11 14:30,8.4,60.6,HIGH,191.5,True,False,False,SCHEDULED
BLK00041,TRC0491,SEC001,Traction,2025-10-05 06:00,2025-10-05 18:00,11.9,97.3,CRITICAL,506.9,False,False,False,SCHEDULED
BLK03793,TRC0493,SEC072,Traction,2025-03-24 06:00,2025-03-24 11:45,5.7,81.8,CRITICAL,136.8,True,False,False,SCHEDULED
BLK00259,TRC0496,SEC005,Traction,2025-04-17 06:00,2025-04-17 12:15,6.1,46.0,MEDIUM,322.1,True,False,False,SCHEDULED
BLK02736,TRC0498,SEC050,Traction,2025-10-16 06:00,2025-10-16 09:45,3.6,80.3,CRITICAL,72.0,False,False,False,SCHEDULED
BLK03273,TRC0499,SEC061,Traction,2025-03-13 06:00,2025-03-13 08:30,2.3,38.5,LOW,47.4,True,False,False,SCHEDULED
BLK01952,TRC0501,SEC035,Traction,2025-02-06 06:00,2025-02-06 07:15,1.2,40.5,MEDIUM,57.8,False,False,False,SCHEDULED
BLK02008,TRC0502,SEC036,Traction,2025-03-27 06:00,2025-03-27 16:15,10.2,63.6,HIGH,531.4,True,False,False,SCHEDULED
BLK03188,TRC0504,SEC059,Traction,2025-05-15 06:00,2025-05-15 15:30,9.5,79.7,HIGH,191.0,True,False,False,SCHEDULED
BLK01493,TRC0505,SEC026,Traction,2025-12-18 06:00,2025-12-18 12:15,6.2,44.32,MEDIUM,319.9,False,False,False,SCHEDULED
BLK02272,TRC0506,SEC041,Traction,2025-09-12 06:00,2025-09-12 11:45,5.6,62.3,HIGH,117.6,False,False,False,SCHEDULED
BLK03868,TRC0507,SEC073,Traction,2025-07-27 06:00,2025-07-27 08:30,2.5,80.85,CRITICAL,52.0,True,False,False,SCHEDULED
BLK02300,TRC0508,SEC042,Traction,2025-05-01 22:00,2025-05-02 03:45,5.6,61.1,HIGH,163.0,True,False,False,SCHEDULED
BLK03830,TRC0512,SEC072,Traction,2025-12-10 06:00,2025-12-10 15:00,8.8,24.6,LOW,211.2,False,False,False,SCHEDULED
BLK02961,TRC0513,SEC055,Traction,2025-03-01 06:00,2025-03-01 10:30,4.3,39.3,LOW,90.7,False,False,False,SCHEDULED
BLK03832,TRC0514,SEC073,Traction,2025-01-07 06:00,2025-01-07 14:00,7.8,60.22,HIGH,162.2,True,False,False,SCHEDULED
BLK03690,TRC0518,SEC070,Traction,2025-03-14 06:00,2025-03-14 10:00,4.0,94.8,CRITICAL,91.2,True,False,False,SCHEDULED
BLK03031,TRC0519,SEC056,Traction,2025-03-17 06:00,2025-03-17 12:15,6.1,39.58,LOW,173.8,False,False,False,SCHEDULED
BLK00688,TRC0522,SEC012,Traction,2025-07-07 06:00,2025-07-07 07:45,1.6,63.84,HIGH,64.6,False,False,False,SCHEDULED
BLK01171,TRC0523,SEC021,Traction,2025-04-28 06:00,2025-04-28 07:30,1.3,40.64,MEDIUM,56.7,True,False,False,SCHEDULED
BLK00901,TRC0524,SEC016,Traction,2025-01-25 06:00,2025-01-25 15:15,9.1,41.4,MEDIUM,385.8,True,False,False,SCHEDULED
BLK01401,TRC0527,SEC025,Traction,2025-03-04 06:00,2025-03-04 14:45,8.7,85.2,CRITICAL,419.3,True,False,False,SCHEDULED
BLK00680,TRC0530,SEC012,Traction,2025-06-05 06:00,2025-06-05 14:30,8.5,97.7,CRITICAL,343.4,True,False,False,SCHEDULED
BLK01590,TRC0532,SEC028,Traction,2025-08-16 06:00,2025-08-16 11:45,5.7,84.9,CRITICAL,295.8,True,False,False,SCHEDULED
BLK01472,TRC0533,SEC026,Traction,2025-06-27 06:00,2025-06-27 12:15,6.1,65.8,HIGH,314.8,False,False,False,SCHEDULED
BLK03973,TRC0534,SEC075,Traction,2025-05-17 06:00,2025-05-17 12:00,5.8,80.6,CRITICAL,116.0,True,False,False,SCHEDULED
BLK02178,TRC0537,SEC039,Traction,2025-11-18 06:00,2025-11-18 14:00,8.0,38.2,LOW,287.2,True,False,False,SCHEDULED
BLK03764,TRC0540,SEC071,Traction,2025-08-10 06:00,2025-08-10 13:30,7.3,61.68,HIGH,162.1,False,False,False,SCHEDULED
BLK01160,TRC0542,SEC021,Traction,2025-02-10 06:00,2025-02-10 08:15,2.2,62.64,HIGH,95.9,True,False,False,SCHEDULED
BLK00434,TRC0544,SEC008,Traction,2025-05-19 06:00,2025-05-19 16:45,10.7,45.2,MEDIUM,486.8,False,False,False,SCHEDULED
BLK03590,TRC0550,SEC067,Traction,2025-11-01 01:01,2025-11-01 06:01,4.8,61.82,HIGH,123.8,False,False,False,SCHEDULED
BLK00750,TRC0551,SEC013,Traction,2025-07-16 06:00,2025-07-16 16:00,10.0,84.2,CRITICAL,475.0,False,False,False,SCHEDULED
BLK02462,TRC0552,SEC044,Traction,2025-12-13 06:00,2025-12-13 13:30,7.3,64.1,HIGH,253.3,True,False,False,SCHEDULED
BLK03399,TRC0553,SEC063,Traction,2025-07-22 06:00,2025-07-22 08:45,2.6,80.6,CRITICAL,52.8,False,False,False,SCHEDULED
BLK02806,TRC0554,SEC052,Traction,2025-03-25 06:00,2025-03-25 09:00,3.0,94.2,CRITICAL,60.0,True,False,False,SCHEDULED
BLK00288,TRC0555,SEC005,Traction,2025-10-29 06:00,2025-10-29 14:00,7.8,64.65,HIGH,411.8,False,False,False,SCHEDULED
BLK01113,TRC0557,SEC020,Traction,2025-04-05 06:00,2025-04-05 12:00,5.9,62.0,HIGH,226.6,True,False,False,SCHEDULED
BLK02387,TRC0558,SEC043,Traction,2025-11-04 06:00,2025-11-04 08:15,2.1,44.3,MEDIUM,68.7,True,False,False,SCHEDULED
BLK01939,TRC0562,SEC034,Traction,2025-10-09 06:00,2025-10-09 12:00,5.9,83.2,CRITICAL,200.0,True,False,False,SCHEDULED
BLK02858,TRC0563,SEC053,Traction,2025-03-18 06:00,2025-03-18 10:30,4.4,42.99,MEDIUM,110.0,False,False,False,SCHEDULED
BLK03649,TRC0564,SEC069,Traction,2025-01-15 06:00,2025-01-15 17:15,11.1,94.6,CRITICAL,222.0,False,False,False,SCHEDULED
BLK03925,TRC0566,SEC074,Traction,2025-05-25 06:00,2025-05-25 17:00,10.9,42.62,MEDIUM,261.6,True,False,False,SCHEDULED
BLK00157,TRC0572,SEC003,Traction,2025-08-27 06:00,2025-08-27 17:15,11.2,84.5,CRITICAL,551.0,True,False,False,SCHEDULED
BLK00264,TRC0573,SEC005,Traction,2025-05-29 06:00,2025-05-29 12:30,6.3,39.8,LOW,332.6,True,False,False,SCHEDULED
BLK02014,TRC0574,SEC036,Traction,2025-05-10 06:00,2025-05-10 16:45,10.7,29.33,LOW,557.5,True,False,False,SCHEDULED
BLK00201,TRC0575,SEC004,Traction,2025-03-10 06:00,2025-03-10 15:30,9.4,40.97,MEDIUM,408.9,True,False,False,SCHEDULED
BLK00478,TRC0576,SEC009,Traction,2025-01-29 06:00,2025-01-29 12:30,6.4,44.95,MEDIUM,267.5,True,False,False,SCHEDULED
BLK01843,TRC0577,SEC032,Traction,2025-11-23 06:00,2025-11-23 17:00,11.0,83.7,CRITICAL,383.9,True,False,False,SCHEDULED
BLK03409,TRC0578,SEC063,Traction,2025-10-11 06:00,2025-10-11 17:30,11.3,37.8,LOW,229.4,True,False,False,SCHEDULED
BLK03046,TRC0582,SEC056,Traction,2025-07-12 06:00,2025-07-12 16:30,10.4,62.3,HIGH,296.4,True,False,False,SCHEDULED
BLK00908,TRC0584,SEC016,Traction,2025-03-30 06:00,2025-03-30 17:30,11.5,34.7,LOW,487.6,True,False,False,SCHEDULED
BLK00351,TRC0585,SEC006,Traction,2025-09-27 06:00,2025-09-27 11:00,5.0,31.2,LOW,250.5,True,False,False,SCHEDULED
BLK02640,TRC0586,SEC048,Traction,2025-05-29 06:00,2025-05-29 16:00,9.9,60.2,HIGH,290.1,False,False,False,SCHEDULED
BLK01077,TRC0587,SEC019,Traction,2025-07-14 06:00,2025-07-14 07:30,1.5,66.5,HIGH,73.2,True,False,False,SCHEDULED
BLK02527,TRC0588,SEC046,Traction,2025-05-11 06:00,2025-05-11 17:15,11.2,39.52,LOW,302.4,True,False,False,SCHEDULED
BLK01524,TRC0589,SEC027,Traction,2025-05-13 06:00,2025-05-13 11:30,5.3,96.67,CRITICAL,189.2,True,False,False,SCHEDULED
BLK01737,TRC0591,SEC030,Traction,2025-12-02 06:00,2025-12-02 07:45,1.6,42.2,MEDIUM,65.4,True,False,False,SCHEDULED
BLK02772,TRC0592,SEC051,Traction,2025-08-14 06:00,2025-08-14 11:00,4.9,40.9,MEDIUM,126.4,True,False,False,SCHEDULED
BLK02464,TRC0594,SEC045,Traction,2025-01-17 06:00,2025-01-17 14:30,8.5,96.0,CRITICAL,238.0,False,False,False,SCHEDULED
BLK00057,TRC0598,SEC002,Traction,2025-01-22 06:00,2025-01-22 08:15,2.1,44.45,MEDIUM,71.6,False,False,False,SCHEDULED
BLK00212,TRC0601,SEC004,Traction,2025-06-21 06:00,2025-06-21 07:45,1.7,65.7,HIGH,74.0,False,False,False,SCHEDULED
BLK00562,TRC0602,SEC010,Traction,2025-08-06 06:00,2025-08-06 09:45,3.7,98.46,CRITICAL,173.2,True,False,False,SCHEDULED
BLK02052,TRC0603,SEC037,Traction,2025-01-11 06:00,2025-01-11 11:30,5.5,85.5,CRITICAL,273.9,False,False,False,SCHEDULED
BLK01474,TRC0604,SEC026,Traction,2025-07-17 06:00,2025-07-17 11:30,5.4,47.2,MEDIUM,278.6,False,False,False,SCHEDULED
BLK03496,TRC0606,SEC065,Traction,2025-09-27 06:00,2025-09-27 09:30,3.3,38.2,LOW,94.7,True,False,False,SCHEDULED
BLK00907,TRC0608,SEC016,Traction,2025-03-22 06:00,2025-03-22 08:45,2.7,39.79,LOW,114.5,True,False,False,SCHEDULED
BLK01452,TRC0611,SEC026,Traction,2025-02-06 06:00,2025-02-06 18:00,11.8,84.9,CRITICAL,608.9,True,False,False,SCHEDULED
BLK00679,TRC0619,SEC012,Traction,2025-05-04 06:00,2025-05-04 11:15,5.2,84.1,CRITICAL,210.1,False,False,False,SCHEDULED
BLK01985,TRC0625,SEC035,Traction,2025-10-17 06:00,2025-10-17 16:30,10.3,64.4,HIGH,496.5,True,False,False,SCHEDULED
BLK00149,TRC0628,SEC003,Traction,2025-07-23 06:00,2025-07-23 15:00,9.0,66.3,HIGH,442.8,True,False,False,SCHEDULED
BLK02562,TRC0629,SEC047,Traction,2025-01-29 06:00,2025-01-29 14:15,8.2,60.9,HIGH,167.3,False,False,False,SCHEDULED
BLK03983,TRC0632,SEC075,Traction,2025-08-08 06:00,2025-08-08 07:30,1.5,94.16,CRITICAL,30.0,False,False,False,SCHEDULED
BLK03527,TRC0635,SEC066,Traction,2025-06-26 06:00,2025-06-26 08:30,2.3,62.61,HIGH,62.1,True,False,False,SCHEDULED
BLK01005,TRC0636,SEC018,Traction,2025-03-21 06:00,2025-03-21 15:45,9.7,84.5,CRITICAL,403.5,False,False,False,SCHEDULED
BLK03219,TRC0638,SEC060,Traction,2025-02-25 06:00,2025-02-25 13:00,6.9,20.5,LOW,138.0,True,False,False,SCHEDULED
BLK01874,TRC0643,SEC033,Traction,2025-07-10 06:00,2025-07-10 16:00,9.9,99.2,CRITICAL,487.1,True,False,False,SCHEDULED
BLK00822,TRC0645,SEC014,Traction,2025-09-26 06:00,2025-09-26 09:00,2.9,64.0,HIGH,131.7,True,False,False,SCHEDULED
BLK01821,TRC0647,SEC032,Traction,2025-07-21 06:00,2025-07-21 13:15,7.1,26.3,LOW,247.8,True,False,False,SCHEDULED
BLK02159,TRC0648,SEC039,Traction,2025-04-07 06:00,2025-04-07 16:30,10.3,64.8,HIGH,369.8,True,False,False,SCHEDULED
BLK01375,TRC0650,SEC024,Traction,2025-08-29 06:00,2025-08-29 11:30,5.3,82.8,CRITICAL,218.9,False,False,False,SCHEDULED
BLK02411,TRC0653,SEC044,Traction,2025-03-18 06:00,2025-03-18 18:00,12.0,39.1,LOW,416.4,True,False,False,SCHEDULED
BLK03809,TRC0655,SEC072,Traction,2025-05-31 06:00,2025-05-31 11:30,5.4,61.2,HIGH,129.6,False,False,False,SCHEDULED
BLK03869,TRC0657,SEC073,Traction,2025-08-07 06:00,2025-08-07 10:30,4.4,59.8,MEDIUM,91.5,True,False,False,SCHEDULED
BLK00411,TRC0660,SEC008,Traction,2025-01-14 06:00,2025-01-14 09:15,3.2,42.7,MEDIUM,145.6,True,False,False,SCHEDULED
BLK02498,TRC0665,SEC045,Traction,2025-11-12 06:00,2025-11-12 09:30,3.5,81.3,CRITICAL,98.0,True,False,False,SCHEDULED
BLK00355,TRC0668,SEC006,Traction,2025-10-20 06:00,2025-10-20 13:00,6.8,85.78,CRITICAL,340.7,True,False,False,SCHEDULED
BLK03982,TRC0669,SEC075,Traction,2025-07-29 06:00,2025-07-29 07:15,1.1,79.9,HIGH,22.0,True,False,False,SCHEDULED
BLK02274,TRC0670,SEC041,Traction,2025-09-25 06:00,2025-09-25 09:45,3.7,39.5,LOW,77.7,False,False,False,SCHEDULED
BLK02729,TRC0672,SEC050,Traction,2025-08-23 06:00,2025-08-23 13:30,7.3,79.7,HIGH,146.0,False,False,False,SCHEDULED
BLK01280,TRC0677,SEC023,Traction,2025-02-07 06:00,2025-02-07 14:00,8.0,42.2,MEDIUM,362.4,True,False,False,SCHEDULED
BLK03275,TRC0678,SEC061,Traction,2025-03-16 06:00,2025-03-16 16:00,9.9,81.3,CRITICAL,203.9,False,False,False,SCHEDULED
BLK03492,TRC0680,SEC065,Traction,2025-08-31 06:00,2025-08-31 07:45,1.7,30.9,LOW,48.8,True,False,False,SCHEDULED
BLK03687,TRC0684,SEC070,Traction,2025-02-06 06:00,2025-02-06 10:30,4.4,61.9,HIGH,100.3,False,False,False,SCHEDULED
BLK01961,TRC0687,SEC035,Traction,2025-04-06 06:00,2025-04-06 15:30,9.5,65.99,HIGH,457.9,True,False,False,SCHEDULED
BLK03433,TRC0694,SEC064,Traction,2025-05-25 06:00,2025-05-25 16:30,10.3,81.01,CRITICAL,252.4,True,False,False,SCHEDULED
BLK02501,TRC0696,SEC045,Traction,2025-11-18 06:00,2025-11-18 11:45,5.7,62.47,HIGH,159.6,True,False,False,SCHEDULED
BLK01808,TRC0697,SEC032,Traction,2025-04-18 06:00,2025-04-18 08:00,1.8,41.3,MEDIUM,62.8,True,False,False,SCHEDULED
BLK01910,TRC0699,SEC034,Traction,2025-03-22 12:27,2025-03-22 21:12,8.7,25.1,LOW,294.9,False,False,False,SCHEDULED
BLK01263,TRC0700,SEC022,Traction,2025-09-29 06:00,2025-09-29 09:30,3.5,97.7,CRITICAL,136.5,True,False,False,SCHEDULED
