task_id,department,section_id,asset_id,asset_type,task_type,defect_type,severity,criticality,days_to_deadline,asset_age,failure_history,maintenance_frequency,estimated_duration_hours,required_team_size,safety_impact_encoded,train_traffic_density,expected_train_conflicts,historical_failure_rate,priority_score,priority_class,power_block_required,signal_block_required,track_block_required,status
TRC0887,Traction,SEC015,AST0690,Insulator,Sectioning Post Maintenance,Earthing issue,5,LOW,79,1.6,10,11.67,9.1,5,1,0.45,20.5,3.48,26.7,LOW,True,False,False,Scheduled
TRC0888,Traction,SEC053,AST0653,Feeder,Feeder Repair,Insulation breakdown,2,HIGH,15,11.8,5,11.83,4.1,6,3,0.25,5.1,4.69,80.4,CRITICAL,True,False,False,Pending
TRC0889,Traction,SEC049,AST0574,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,2,HIGH,7,17.6,9,10.5,11.7,2,3,0.329,19.2,4.91,83.4,CRITICAL,True,False,False,Completed
TRC0890,Traction,SEC048,AST0423,Electrical switchgear,Feeder Repair,Cable damage,2,HIGH,7,1.6,8,11.25,1.5,8,3,0.293,2.2,3.75,82.8,CRITICAL,False,False,False,Pending
TRC0891,Traction,SEC007,AST0532,Transformer,Feeder Repair,Overheating,5,LOW,52,29.9,10,11.25,1.7,9,1,0.474,4.0,4.8,33.1,LOW,False,False,False,Completed
TRC0892,Traction,SEC008,AST0608,OHE,Transformer Servicing,Bushing defect,4,LOW,30,8.5,9,12.17,5.1,15,1,0.455,11.6,5.1,45.2,MEDIUM,True,False,False,In Progress
TRC0893,Traction,SEC032,AST0482,Insulator,Switchgear Maintenance,Relay malfunction,2,HIGH,12,16.0,10,12.0,8.8,5,3,0.349,15.4,3.71,82.6,CRITICAL,True,False,False,Completed
TRC0894,Traction,SEC060,AST0660,Transformer,OHE Mast Repair,Corrosion,2,HIGH,13,27.5,10,11.42,4.8,10,3,0.2,4.8,4.71,80.1,CRITICAL,False,False,False,Completed
TRC0895,Traction,SEC075,AST0450,Insulator,Transformer Servicing,Oil leak,1,CRITICAL,4,28.2,10,9.83,8.3,8,3,0.2,8.3,4.64,94.6,CRITICAL,True,False,False,Completed
TRC0896,Traction,SEC002,AST0452,Transformer,OHE Mast Repair,Bracket damage,3,MEDIUM,19,21.0,10,12.75,8.7,8,2,0.341,14.8,5.79,63.4,HIGH,False,False,False,In Progress
TRC0897,Traction,SEC023,AST0623,Electrical switchgear,Catenary Maintenance,Registration arm damage,3,MEDIUM,27,29.2,9,12.25,10.1,12,2,0.453,22.9,6.82,63.3,HIGH,False,False,False,Completed
TRC0898,Traction,SEC052,AST0652,Transformer,Catenary Maintenance,Registration arm damage,1,CRITICAL,7,15.7,8,10.33,3.6,5,3,0.2,3.6,6.06,93.9,CRITICAL,False,False,False,In Progress
TRC0899,Traction,SEC026,AST0476,Transformer,Switchgear Maintenance,Arc damage,3,MEDIUM,26,20.5,10,11.42,6.8,9,2,0.516,17.5,7.05,64.5,HIGH,True,False,False,Cancelled
TRC0900,Traction,SEC047,AST0572,Transformer,Transformer Servicing,Oil leak,2,HIGH,11,21.8,8,10.08,10.2,4,3,0.204,10.4,5.36,80.6,CRITICAL,False,False,False,Scheduled
TRC0901,Traction,SEC051,AST0576,OHE,Transformer Servicing,Cooling system failure,3,MEDIUM,26,15.6,9,10.25,5.0,3,2,0.258,6.4,4.19,60.6,HIGH,True,False,False,Pending
TRC0902,Traction,SEC073,AST0673,Pantograph interface,OHE Inspection,Dropper defect,3,MEDIUM,16,28.1,10,11.17,3.1,4,2,0.208,3.2,4.9,62.1,HIGH,False,False,False,Completed
TRC0903,Traction,SEC035,AST0560,OHE,Feeder Repair,Insulation breakdown,3,MEDIUM,20,25.8,10,10.58,3.4,6,2,0.482,8.2,4.57,65.3,HIGH,True,False,False,Pending
TRC0904,Traction,SEC034,AST0409,Pantograph interface,Catenary Maintenance,Splice joint fault,4,LOW,30,17.7,8,10.58,10.6,7,1,0.339,18.0,6.29,43.4,MEDIUM,False,False,False,Completed
TRC0905,Traction,SEC072,AST0447,Electrical switchgear,Catenary Maintenance,Tension deviation,3,MEDIUM,30,29.9,9,11.17,5.6,13,2,0.24,6.7,4.96,59.4,MEDIUM,True,False,False,In Progress
TRC0906,Traction,SEC019,AST0469,Feeder,Transformer Servicing,Bushing defect,3,MEDIUM,19,13.9,10,12.17,5.0,3,2,0.488,12.2,3.64,65.6,HIGH,True,False,False,Scheduled
TRC0907,Traction,SEC040,AST0490,Insulator,Catenary Maintenance,Tension deviation,3,MEDIUM,19,29.8,10,12.08,8.1,8,2,0.242,9.8,4.17,61.9,HIGH,False,False,False,Completed
TRC0908,Traction,SEC018,AST0618,Insulator,OHE Inspection,Height deviation,3,MEDIUM,23,6.8,10,11.92,5.5,15,2,0.416,11.4,4.53,63.6,HIGH,False,False,False,Completed
TRC0909,Traction,SEC013,AST0463,Electrical switchgear,OHE Inspection,Dropper defect,4,LOW,27,3.0,10,12.08,4.2,15,1,0.475,10.0,5.41,46.1,MEDIUM,True,False,False,In Progress
TRC0910,Traction,SEC046,AST0421,Feeder,Transformer Servicing,Winding fault,2,HIGH,11,6.8,6,10.33,5.8,6,3,0.27,7.8,6.88,81.6,CRITICAL,True,False,False,Pending
TRC0911,Traction,SEC020,AST0620,Transformer,Insulator Replacement,Mechanical failure,3,MEDIUM,18,8.4,10,10.75,9.8,11,2,0.384,18.8,4.16,64.3,HIGH,False,False,False,Pending
TRC0912,Traction,SEC046,AST0571,Catenary,Transformer Servicing,Cooling system failure,4,LOW,56,24.4,10,10.33,7.4,9,1,0.27,10.0,6.88,36.6,LOW,True,False,False,Scheduled
TRC0913,Traction,SEC001,AST0451,Catenary,Sectioning Post Maintenance,Earthing issue,4,LOW,51,17.2,3,10.25,1.4,15,1,0.426,3.0,4.45,40.1,MEDIUM,True,False,False,Completed
TRC0914,Traction,SEC027,AST0627,Catenary,Transformer Servicing,Bushing defect,4,LOW,35,28.9,10,11.75,1.4,11,1,0.357,2.5,4.24,42.6,MEDIUM,True,False,False,Scheduled
TRC0915,Traction,SEC010,AST0610,Insulator,OHE Mast Repair,Foundation settlement,4,LOW,60,5.2,10,11.0,5.2,3,1,0.468,12.2,3.88,38.7,LOW,True,False,False,Pending
TRC0916,Traction,SEC075,AST0450,Insulator,Insulator Replacement,Flashover damage,3,MEDIUM,16,28.2,10,9.83,8.8,9,2,0.2,8.8,4.64,61.9,HIGH,False,False,False,Pending
TRC0917,Traction,SEC063,AST0513,Pantograph interface,Catenary Maintenance,Catenary sag,4,LOW,27,8.2,10,10.42,1.6,10,1,0.203,1.6,3.0,42.0,MEDIUM,True,False,False,Completed
TRC0918,Traction,SEC003,AST0453,Feeder,OHE Mast Repair,Foundation settlement,3,MEDIUM,19,20.0,10,12.67,1.5,13,2,0.492,3.7,4.29,65.7,HIGH,True,False,False,Scheduled
TRC0919,Traction,SEC062,AST0587,Catenary,Sectioning Post Maintenance,Jumper damage,2,HIGH,12,11.2,5,10.58,10.3,8,3,0.2,10.3,4.8,80.3,CRITICAL,True,False,False,Pending
TRC0920,Traction,SEC024,AST0549,Feeder,OHE Inspection,Height deviation,3,MEDIUM,22,4.9,10,12.42,3.5,3,2,0.413,7.2,5.04,63.8,HIGH,True,False,False,In Progress
TRC0921,Traction,SEC015,AST0540,Transformer,Transformer Servicing,Oil leak,2,HIGH,7,29.0,6,11.67,1.1,5,3,0.45,2.5,3.48,85.2,CRITICAL,False,False,False,Scheduled
TRC0922,Traction,SEC010,AST0685,Feeder,Catenary Maintenance,Registration arm damage,4,LOW,37,3.0,10,11.0,5.7,3,1,0.468,13.3,3.88,43.8,MEDIUM,True,False,False,Pending
TRC0923,Traction,SEC020,AST0620,Transformer,OHE Mast Repair,Foundation settlement,3,MEDIUM,26,8.4,10,10.75,9.1,12,2,0.384,17.5,4.16,62.5,HIGH,True,False,False,Completed
TRC0924,Traction,SEC032,AST0407,Electrical switchgear,OHE Inspection,Stagger fault,4,LOW,41,0.8,10,12.0,6.8,10,1,0.349,11.9,3.71,41.1,MEDIUM,False,False,False,Completed
TRC0925,Traction,SEC072,AST0447,Electrical switchgear,Sectioning Post Maintenance,Isolator defect,4,LOW,32,29.9,9,11.17,5.4,8,1,0.24,6.5,4.96,41.5,MEDIUM,True,False,False,Completed
TRC0926,Traction,SEC001,AST0676,Transformer,OHE Mast Repair,Guy wire slack,2,HIGH,9,12.7,10,10.25,4.2,4,3,0.426,8.9,4.45,84.4,CRITICAL,True,False,False,In Progress
TRC0927,Traction,SEC057,AST0657,Pantograph interface,Catenary Maintenance,Catenary sag,2,HIGH,14,3.6,10,9.08,5.0,11,3,0.347,8.7,4.81,82.1,CRITICAL,True,False,False,In Progress
TRC0928,Traction,SEC005,AST0605,Feeder,Feeder Repair,Joint failure,2,HIGH,12,17.9,10,11.75,5.9,15,3,0.528,15.6,3.62,85.3,CRITICAL,True,False,False,Pending
TRC0929,Traction,SEC070,AST0595,Catenary,Insulator Replacement,Pollution deposit,2,HIGH,15,23.1,7,10.42,6.5,15,3,0.228,7.4,3.73,80.1,CRITICAL,True,False,False,Scheduled
TRC0930,Traction,SEC068,AST0593,Pantograph interface,Switchgear Maintenance,Arc damage,5,LOW,69,7.5,8,10.58,1.5,4,1,0.306,2.3,4.65,26.8,LOW,True,False,False,Completed
TRC0931,Traction,SEC014,AST0689,Pantograph interface,Transformer Servicing,Cooling system failure,3,MEDIUM,28,2.4,10,11.17,3.9,15,2,0.454,8.9,3.68,63.1,HIGH,True,False,False,Completed
TRC0932,Traction,SEC009,AST0534,Sectioning equipment,Feeder Repair,Cable damage,3,MEDIUM,23,13.8,9,11.75,6.6,13,2,0.418,13.8,4.44,63.7,HIGH,False,False,False,Completed
TRC0933,Traction,SEC004,AST0454,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,2,HIGH,7,18.2,5,10.42,11.8,13,3,0.435,25.7,4.46,85.0,CRITICAL,True,False,False,Completed
TRC0934,Traction,SEC024,AST0624,OHE,Transformer Servicing,Winding fault,5,LOW,69,4.6,10,12.42,5.7,2,1,0.413,11.8,5.04,28.4,LOW,True,False,False,Completed
TRC0935,Traction,SEC012,AST0687,Electrical switchgear,Switchgear Maintenance,Contactor wear,4,LOW,49,28.2,10,12.17,10.4,8,1,0.404,21.0,4.46,40.2,MEDIUM,True,False,False,Pending
TRC0936,Traction,SEC039,AST0414,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,4,15.5,10,9.42,7.6,11,3,0.359,13.6,5.55,97.0,CRITICAL,True,False,False,Completed
TRC0937,Traction,SEC022,AST0697,Pantograph interface,Catenary Maintenance,Splice joint fault,3,MEDIUM,15,25.1,10,13.08,6.8,12,2,0.39,13.3,4.96,65.0,HIGH,True,False,False,Scheduled
TRC0938,Traction,SEC033,AST0558,Sectioning equipment,Insulator Replacement,Cracked insulator,4,LOW,57,1.2,10,12.0,5.2,7,1,0.492,12.8,4.08,39.7,LOW,True,False,False,Scheduled
TRC0939,Traction,SEC008,AST0458,Insulator,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,3,25.9,10,12.17,5.3,13,3,0.455,12.1,5.1,98.7,CRITICAL,False,False,False,In Progress
TRC0940,Traction,SEC043,AST0568,OHE,Catenary Maintenance,Tension deviation,4,LOW,46,17.9,8,9.67,7.9,4,1,0.327,12.9,3.92,39.7,LOW,True,False,False,Completed
TRC0941,Traction,SEC057,AST0582,Sectioning equipment,OHE Inspection,Height deviation,1,CRITICAL,7,29.9,10,9.08,7.5,15,3,0.347,13.0,4.81,96.1,CRITICAL,True,False,False,Pending
TRC0942,Traction,SEC061,AST0436,Transformer,Catenary Maintenance,Tension deviation,2,HIGH,10,3.2,10,11.5,2.7,4,3,0.206,2.8,4.81,80.9,CRITICAL,False,False,False,Completed
TRC0943,Traction,SEC046,AST0646,Sectioning equipment,Transformer Servicing,Cooling system failure,5,LOW,83,24.8,6,10.33,2.9,11,1,0.27,3.9,6.88,23.1,LOW,True,False,False,Scheduled
TRC0944,Traction,SEC057,AST0432,OHE,Sectioning Post Maintenance,Interrupter fault,2,HIGH,13,27.9,10,9.08,9.2,11,3,0.347,16.0,4.81,82.3,CRITICAL,True,False,False,Completed
TRC0945,Traction,SEC024,AST0549,Feeder,Switchgear Maintenance,Contactor wear,4,LOW,30,4.9,10,12.42,2.8,10,1,0.413,5.8,5.04,44.5,MEDIUM,True,False,False,Completed
TRC0946,Traction,SEC013,AST0463,Electrical switchgear,OHE Mast Repair,Bracket damage,4,LOW,38,3.0,10,12.08,6.3,8,1,0.475,15.0,5.41,43.7,MEDIUM,False,False,False,Pending
TRC0947,Traction,SEC048,AST0648,OHE,Transformer Servicing,Bushing defect,5,LOW,52,0.5,10,11.25,8.1,7,1,0.293,11.9,3.75,30.3,LOW,True,False,False,In Progress
TRC0948,Traction,SEC021,AST0696,OHE,Insulator Replacement,Cracked insulator,4,LOW,48,12.2,9,11.42,4.1,10,1,0.436,8.9,4.5,40.9,MEDIUM,True,False,False,Pending
TRC0949,Traction,SEC011,AST0536,OHE,Feeder Repair,Joint failure,4,LOW,36,16.6,9,13.25,1.6,12,1,0.484,3.9,5.46,44.3,MEDIUM,True,False,False,Pending
TRC0950,Traction,SEC051,AST0501,Feeder,Feeder Repair,Cable damage,4,LOW,44,3.8,10,10.25,5.5,15,1,0.258,7.1,4.19,39.1,LOW,True,False,False,Pending
TRC0951,Traction,SEC028,AST0403,Catenary,Catenary Maintenance,Registration arm damage,2,HIGH,8,27.1,10,10.92,2.2,13,3,0.519,5.7,5.33,86.0,CRITICAL,True,False,False,Pending
TRC0952,Traction,SEC015,AST0465,Pantograph interface,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,4,20.3,10,11.67,10.2,13,3,0.45,23.0,3.48,98.4,CRITICAL,False,False,False,Scheduled
TRC0953,Traction,SEC060,AST0585,Pantograph interface,Feeder Repair,Cable damage,4,LOW,53,14.0,10,11.42,10.9,6,1,0.2,10.9,4.71,36.2,LOW,False,False,False,Pending
TRC0954,Traction,SEC040,AST0490,Insulator,Transformer Servicing,Oil leak,4,LOW,47,29.8,10,12.08,7.6,13,1,0.242,9.2,4.17,38.2,LOW,False,False,False,Pending
TRC0955,Traction,SEC026,AST0626,Insulator,Feeder Repair,Joint failure,3,MEDIUM,22,15.5,10,11.42,1.3,15,2,0.516,3.4,7.05,65.4,HIGH,False,False,False,Scheduled
TRC0956,Traction,SEC046,AST0421,Feeder,Catenary Maintenance,Splice joint fault,3,MEDIUM,16,6.8,6,10.33,10.5,3,2,0.27,14.2,6.88,63.0,HIGH,True,False,False,Completed
TRC0957,Traction,SEC056,AST0506,Insulator,Sectioning Post Maintenance,Jumper damage,4,LOW,27,29.8,10,11.58,11.6,11,1,0.285,16.5,4.77,43.3,MEDIUM,False,False,False,In Progress
TRC0958,Traction,SEC034,AST0634,Insulator,Sectioning Post Maintenance,Jumper damage,4,LOW,53,17.8,9,10.58,4.4,7,1,0.339,7.5,6.29,38.3,LOW,True,False,False,Completed
TRC0959,Traction,SEC023,AST0548,Transformer,Transformer Servicing,Bushing defect,2,HIGH,7,16.8,10,12.25,2.1,4,3,0.453,4.8,6.82,85.2,CRITICAL,True,False,False,Scheduled
TRC0960,Traction,SEC046,AST0571,Catenary,Catenary Maintenance,Catenary sag,3,MEDIUM,18,24.4,10,10.33,8.9,10,2,0.27,12.0,6.88,62.6,HIGH,True,False,False,Completed
TRC0961,Traction,SEC064,AST0439,Electrical switchgear,Insulator Replacement,Cracked insulator,1,CRITICAL,7,18.1,8,9.83,1.9,3,3,0.245,2.3,6.15,94.6,CRITICAL,False,False,False,Scheduled
TRC0962,Traction,SEC013,AST0613,Feeder,OHE Inspection,Stagger fault,5,LOW,42,23.2,10,12.08,11.5,11,1,0.475,27.3,5.41,35.3,LOW,True,False,False,Completed
TRC0963,Traction,SEC056,AST0656,OHE,Insulator Replacement,Cracked insulator,4,LOW,51,16.3,10,11.58,8.6,5,1,0.285,12.3,4.77,37.9,LOW,True,False,False,Scheduled
TRC0964,Traction,SEC055,AST0655,Electrical switchgear,OHE Mast Repair,Corrosion,2,HIGH,11,29.5,10,12.5,11.7,11,3,0.211,12.3,4.48,80.7,CRITICAL,False,False,False,Completed
TRC0965,Traction,SEC058,AST0658,Insulator,Catenary Maintenance,Catenary sag,2,HIGH,13,18.8,10,10.75,8.2,2,3,0.273,11.2,4.97,81.2,CRITICAL,False,False,False,In Progress
TRC0966,Traction,SEC039,AST0489,Pantograph interface,OHE Mast Repair,Foundation settlement,2,HIGH,7,23.3,10,9.42,10.6,3,3,0.359,19.0,5.55,83.8,CRITICAL,False,False,False,In Progress
TRC0967,Traction,SEC007,AST0682,Insulator,Transformer Servicing,Bushing defect,3,MEDIUM,25,25.1,10,11.25,5.9,2,2,0.474,14.0,4.8,64.1,HIGH,False,False,False,Pending
TRC0968,Traction,SEC021,AST0471,Electrical switchgear,Transformer Servicing,Cooling system failure,3,MEDIUM,29,4.3,10,11.42,10.3,14,2,0.436,22.5,4.5,62.6,HIGH,False,False,False,Scheduled
TRC0969,Traction,SEC024,AST0624,OHE,OHE Mast Repair,Corrosion,2,HIGH,7,4.6,10,12.42,7.1,2,3,0.413,14.7,5.04,84.6,CRITICAL,True,False,False,In Progress
TRC0970,Traction,SEC005,AST0680,OHE,Sectioning Post Maintenance,Isolator defect,2,HIGH,12,14.5,10,11.75,3.0,4,3,0.528,7.9,3.62,85.3,CRITICAL,True,False,False,Scheduled
TRC0971,Traction,SEC067,AST0667,Catenary,Transformer Servicing,Cooling system failure,2,HIGH,11,21.9,10,8.83,6.9,8,3,0.258,8.9,4.95,81.4,CRITICAL,True,False,False,Pending
TRC0972,Traction,SEC034,AST0409,Pantograph interface,Catenary Maintenance,Splice joint fault,4,LOW,35,17.7,8,10.58,5.7,5,1,0.339,9.7,6.29,42.3,MEDIUM,False,False,False,In Progress
TRC0973,Traction,SEC013,AST0613,Feeder,Insulator Replacement,Mechanical failure,4,LOW,37,23.2,10,12.08,3.1,9,1,0.475,7.4,5.41,43.9,MEDIUM,True,False,False,Pending
TRC0974,Traction,SEC031,AST0556,Transformer,Catenary Maintenance,Tension deviation,3,MEDIUM,20,29.5,10,11.42,8.5,14,2,0.405,17.2,5.31,64.1,HIGH,False,False,False,In Progress
TRC0975,Traction,SEC033,AST0408,OHE,OHE Inspection,Stagger fault,3,MEDIUM,28,6.1,7,12.0,2.6,3,2,0.492,6.4,4.08,63.7,HIGH,True,False,False,Scheduled
TRC0976,Traction,SEC044,AST0419,Catenary,OHE Mast Repair,Guy wire slack,3,MEDIUM,27,27.1,10,12.25,2.3,10,2,0.347,4.0,5.07,61.7,HIGH,True,False,False,Pending
TRC0977,Traction,SEC040,AST0415,Electrical switchgear,Transformer Servicing,Winding fault,1,CRITICAL,7,1.0,10,12.08,3.2,12,3,0.242,3.9,4.17,94.6,CRITICAL,False,False,False,Scheduled
TRC0978,Traction,SEC073,AST0448,OHE,OHE Inspection,Height deviation,1,CRITICAL,4,18.9,8,11.17,11.6,6,3,0.208,12.1,4.9,94.7,CRITICAL,True,False,False,Cancelled
TRC0979,Traction,SEC057,AST0582,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,26,29.9,10,9.08,6.9,11,2,0.347,12.0,4.81,61.9,HIGH,True,False,False,Scheduled
TRC0980,Traction,SEC024,AST0624,OHE,Catenary Maintenance,Catenary sag,3,MEDIUM,21,4.6,10,12.42,8.0,14,2,0.413,16.5,5.04,64.0,HIGH,False,False,False,Scheduled
TRC0981,Traction,SEC001,AST0601,Pantograph interface,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,17,5.3,5,10.25,1.1,3,2,0.426,2.3,4.45,65.1,HIGH,True,False,False,Completed
TRC0982,Traction,SEC065,AST0665,Pantograph interface,OHE Mast Repair,Guy wire slack,4,LOW,34,27.5,7,10.75,4.3,14,1,0.287,6.2,3.89,41.7,MEDIUM,True,False,False,Cancelled
TRC0983,Traction,SEC020,AST0695,Electrical switchgear,Feeder Repair,Insulation breakdown,4,LOW,27,24.8,8,10.75,11.5,2,1,0.384,22.1,4.16,44.8,MEDIUM,False,False,False,Completed
TRC0984,Traction,SEC057,AST0582,Sectioning equipment,OHE Mast Repair,Corrosion,3,MEDIUM,20,29.9,10,9.08,7.2,9,2,0.347,12.5,4.81,63.3,HIGH,True,False,False,Pending
TRC0985,Traction,SEC019,AST0619,Catenary,OHE Inspection,Stagger fault,5,LOW,50,18.4,10,12.17,9.4,11,1,0.488,22.9,3.64,33.7,LOW,False,False,False,Pending
TRC0986,Traction,SEC016,AST0616,OHE,Sectioning Post Maintenance,Earthing issue,5,LOW,45,7.1,10,12.25,8.0,3,1,0.424,17.0,4.21,33.9,LOW,True,False,False,Completed
TRC0987,Traction,SEC063,AST0438,Sectioning equipment,Feeder Repair,Insulation breakdown,4,LOW,53,27.9,10,10.42,8.6,6,1,0.203,8.7,3.0,36.3,LOW,True,False,False,Scheduled
TRC0988,Traction,SEC011,AST0461,Feeder,Transformer Servicing,Bushing defect,4,LOW,45,7.8,10,13.25,7.7,2,1,0.484,18.6,5.46,42.3,MEDIUM,True,False,False,Cancelled
TRC0989,Traction,SEC035,AST0635,Catenary,OHE Inspection,Dropper defect,3,MEDIUM,20,8.0,10,10.58,9.1,15,2,0.482,21.9,4.57,65.3,HIGH,True,False,False,Completed
TRC0990,Traction,SEC024,AST0474,Insulator,OHE Mast Repair,Corrosion,5,LOW,74,24.7,10,12.42,5.6,2,1,0.413,11.6,5.04,27.3,LOW,False,False,False,Scheduled
TRC0991,Traction,SEC048,AST0648,OHE,Insulator Replacement,Flashover damage,3,MEDIUM,20,0.5,10,11.25,11.8,14,2,0.293,17.3,3.75,62.5,HIGH,True,False,False,Pending
TRC0992,Traction,SEC027,AST0627,Catenary,Insulator Replacement,Mechanical failure,2,HIGH,15,28.9,10,11.75,6.5,5,3,0.357,11.6,4.24,82.0,CRITICAL,True,False,False,Pending
TRC0993,Traction,SEC028,AST0403,Catenary,OHE Inspection,Dropper defect,3,MEDIUM,28,27.1,10,10.92,10.2,10,2,0.519,26.5,5.33,64.1,HIGH,True,False,False,In Progress
TRC0994,Traction,SEC045,AST0570,Insulator,OHE Mast Repair,Bracket damage,1,CRITICAL,6,6.9,10,11.08,5.9,4,3,0.28,8.3,4.74,95.4,CRITICAL,True,False,False,Scheduled
TRC0995,Traction,SEC009,AST0459,Catenary,OHE Inspection,Contact wire wear,1,CRITICAL,4,29.8,9,11.75,10.1,8,3,0.418,21.1,4.44,97.9,CRITICAL,False,False,False,Pending
TRC0996,Traction,SEC065,AST0515,Catenary,Catenary Maintenance,Catenary sag,3,MEDIUM,24,8.2,10,10.75,3.7,12,2,0.287,5.3,3.89,61.5,HIGH,False,False,False,Scheduled
TRC0997,Traction,SEC032,AST0482,Insulator,Catenary Maintenance,Tension deviation,1,CRITICAL,6,16.0,10,12.0,11.3,5,3,0.349,19.7,3.71,96.4,CRITICAL,False,False,False,Completed
TRC0998,Traction,SEC065,AST0515,Catenary,Switchgear Maintenance,Relay malfunction,3,MEDIUM,30,8.2,10,10.75,4.5,5,2,0.287,6.5,3.89,60.1,HIGH,True,False,False,Scheduled
TRC0999,Traction,SEC027,AST0477,Feeder,Transformer Servicing,Oil leak,2,HIGH,8,3.2,10,11.75,7.4,6,3,0.357,13.2,4.24,83.6,CRITICAL,True,False,False,Completed
TRC1000,Traction,SEC075,AST0450,Insulator,Catenary Maintenance,Splice joint fault,3,MEDIUM,20,28.2,10,9.83,6.4,12,2,0.2,6.4,4.64,61.1,HIGH,False,False,False,Completed
TRC1001,Traction,SEC068,AST0518,Sectioning equipment,OHE Inspection,Dropper defect,2,HIGH,9,3.0,8,10.58,10.2,7,3,0.306,15.6,4.65,82.6,CRITICAL,False,False,False,Completed
TRC1002,Traction,SEC055,AST0580,Transformer,Catenary Maintenance,Splice joint fault,4,LOW,25,29.3,10,12.5,1.0,7,1,0.211,1.1,4.48,42.6,MEDIUM,True,False,False,Pending
TRC1003,Traction,SEC066,AST0441,Pantograph interface,OHE Inspection,Height deviation,4,LOW,38,3.9,8,11.67,11.6,10,1,0.27,15.7,3.83,40.6,MEDIUM,True,False,False,Cancelled
TRC1004,Traction,SEC030,AST0555,Catenary,Transformer Servicing,Oil leak,4,LOW,54,19.1,10,12.25,11.0,14,1,0.409,22.5,3.96,39.1,LOW,True,False,False,Pending
TRC1005,Traction,SEC072,AST0522,Insulator,OHE Inspection,Height deviation,4,LOW,45,16.4,10,11.17,4.2,12,1,0.24,5.0,4.96,38.6,LOW,True,False,False,Cancelled
TRC1006,Traction,SEC020,AST0620,Transformer,OHE Mast Repair,Guy wire slack,2,HIGH,8,8.4,10,10.75,5.5,13,3,0.384,10.6,4.16,84.0,CRITICAL,True,False,False,Completed
TRC1007,Traction,SEC007,AST0607,Electrical switchgear,Insulator Replacement,Pollution deposit,4,LOW,28,16.5,8,11.25,5.7,5,1,0.474,13.5,4.8,45.9,MEDIUM,False,False,False,Cancelled
TRC1008,Traction,SEC061,AST0661,Feeder,Catenary Maintenance,Registration arm damage,4,LOW,40,17.9,10,11.5,1.7,11,1,0.206,1.8,4.81,39.2,LOW,True,False,False,Scheduled
TRC1009,Traction,SEC005,AST0605,Feeder,Catenary Maintenance,Splice joint fault,4,LOW,39,17.9,10,11.75,3.4,11,1,0.528,9.0,3.62,44.3,MEDIUM,True,False,False,Pending
TRC1010,Traction,SEC057,AST0657,Pantograph interface,Insulator Replacement,Mechanical failure,3,MEDIUM,25,3.6,10,9.08,5.2,14,2,0.347,9.0,4.81,62.1,HIGH,False,False,False,Scheduled
TRC1011,Traction,SEC053,AST0503,Electrical switchgear,Insulator Replacement,Mechanical failure,3,MEDIUM,15,3.1,10,11.83,9.8,11,2,0.25,12.2,4.69,62.9,HIGH,True,False,False,Completed
TRC1012,Traction,SEC044,AST0569,Pantograph interface,Catenary Maintenance,Registration arm damage,3,MEDIUM,15,27.7,9,12.25,4.0,8,2,0.347,6.9,5.07,64.4,HIGH,True,False,False,Pending
TRC1013,Traction,SEC053,AST0503,Electrical switchgear,OHE Mast Repair,Bracket damage,3,MEDIUM,29,3.1,10,11.83,8.5,13,2,0.25,10.6,4.69,59.8,MEDIUM,True,False,False,Pending
TRC1014,Traction,SEC035,AST0560,OHE,Sectioning Post Maintenance,Interrupter fault,2,HIGH,15,25.8,10,10.58,8.1,12,3,0.482,19.5,4.57,83.9,CRITICAL,False,False,False,Cancelled
TRC1015,Traction,SEC026,AST0551,Electrical switchgear,OHE Inspection,Height deviation,1,CRITICAL,7,16.8,10,11.42,5.6,5,3,0.516,14.4,7.05,98.7,CRITICAL,True,False,False,Scheduled
TRC1016,Traction,SEC070,AST0670,Sectioning equipment,Switchgear Maintenance,Arc damage,2,HIGH,11,24.4,10,10.42,10.5,8,3,0.228,12.0,3.73,81.0,CRITICAL,False,False,False,In Progress
TRC1017,Traction,SEC046,AST0496,OHE,Insulator Replacement,Cracked insulator,4,LOW,25,9.7,10,10.33,2.8,11,1,0.27,3.8,6.88,43.5,MEDIUM,False,False,False,Scheduled
TRC1018,Traction,SEC054,AST0504,OHE,Transformer Servicing,Winding fault,4,LOW,55,20.1,10,10.58,9.2,15,1,0.227,10.4,6.59,36.2,LOW,True,False,False,Completed
TRC1019,Traction,SEC068,AST0668,Transformer,Transformer Servicing,Cooling system failure,3,MEDIUM,29,23.8,10,10.58,8.8,6,2,0.306,13.5,4.65,60.6,HIGH,True,False,False,Scheduled
TRC1020,Traction,SEC058,AST0433,Pantograph interface,Switchgear Maintenance,Arc damage,4,LOW,46,29.0,10,10.75,8.8,2,1,0.273,12.0,4.97,38.9,LOW,True,False,False,Completed
