task_id,section_id,department,priority_score,duration_hours,earliest_start,latest_end,deadline,train_conflict_cost,traffic_density,power_block_required,signal_block_required,track_block_required,can_combine
TRC0765,SEC020,Traction,39.2,5.0,2025-04-13 06:00,2025-06-04 22:00,2025-06-04,192.0,0.384,True,False,False,True
TRC0768,SEC022,Traction,83.0,9.4,2025-07-26 06:00,2025-08-08 22:00,2025-08-08,366.6,0.39,True,False,False,True
TRC0769,SEC033,Traction,41.5,6.6,2025-11-06 06:00,2025-12-25 22:00,2025-12-25,324.7,0.492,False,False,False,True
TRC0773,SEC032,Traction,64.6,9.9,2025-09-28 06:00,2025-10-12 22:00,2025-10-12,345.5,0.349,True,False,False,True
TRC0778,SEC055,Traction,62.3,8.6,2025-04-05 06:00,2025-04-20 22:00,2025-04-20,181.5,0.211,False,False,False,False
TRC0779,SEC030,Traction,34.7,3.9,2025-02-04 06:00,2025-03-16 22:00,2025-03-16,159.5,0.409,True,False,False,True
TRC0781,SEC059,Traction,61.3,3.2,2025-07-14 06:00,2025-08-02 22:00,2025-08-02,64.3,0.201,True,False,False,True
TRC0785,SEC019,Traction,64.7,1.8,2025-11-22 06:00,2025-12-15 22:00,2025-12-15,87.8,0.488,False,False,False,True
TRC0786,SEC069,Traction,80.8,6.9,2025-05-09 06:00,2025-05-19 22:00,2025-05-19,138.0,0.2,True,False,False,False
TRC0787,SEC004,Traction,44.4,1.8,2025-09-28 06:00,2025-10-30 22:00,2025-10-30,78.3,0.435,False,False,False,True
TRC0790,SEC052,Traction,80.6,8.1,2025-07-09 06:00,2025-07-20 22:00,2025-07-20,162.0,0.2,True,False,False,True
TRC0793,SEC014,Traction,45.6,9.0,2025-05-26 06:00,2025-06-23 22:00,2025-06-23,408.6,0.454,True,False,False,True
TRC0797,SEC010,Traction,98.9,1.1,2025-04-11 06:00,2025-04-14 22:00,2025-04-14,51.5,0.468,True,False,False,False
TRC0800,SEC054,Traction,36.0,1.5,2025-07-30 06:00,2025-09-24 22:00,2025-09-24,34.0,0.227,True,False,False,True
TRC0804,SEC026,Traction,27.7,8.2,2025-12-21 06:00,2026-03-10 22:00,2026-03-10,423.1,0.516,True,False,False,False
TRC0805,SEC022,Traction,83.6,4.4,2025-10-04 06:00,2025-10-14 22:00,2025-10-14,171.6,0.39,True,False,False,True
TRC0806,SEC023,Traction,62.6,3.0,2025-04-05 06:00,2025-05-05 22:00,2025-05-05,135.9,0.453,False,False,False,True
TRC0808,SEC043,Traction,82.0,10.6,2025-12-18 06:00,2025-12-31 22:00,2025-12-31,346.6,0.327,True,False,False,True
TRC0809,SEC003,Traction,84.7,2.7,2025-12-02 06:00,2025-12-14 22:00,2025-12-14,132.8,0.492,True,False,False,True
TRC0810,SEC035,Traction,64.8,5.3,2025-11-09 06:00,2025-12-01 22:00,2025-12-01,255.5,0.482,True,False,False,True
TRC0811,SEC033,Traction,64.1,9.8,2025-09-04 06:00,2025-09-30 22:00,2025-09-30,482.2,0.492,False,False,False,False
TRC0815,SEC031,Traction,64.6,8.3,2025-05-25 06:00,2025-06-12 22:00,2025-06-12,336.2,0.405,False,False,False,True
TRC0816,SEC072,Traction,62.8,4.0,2025-05-19 06:00,2025-06-03 22:00,2025-06-03,96.0,0.24,False,False,False,True
TRC0819,SEC075,Traction,81.4,9.9,2025-11-27 06:00,2025-12-04 22:00,2025-12-04,198.0,0.2,True,False,False,True
TRC0823,SEC063,Traction,61.1,6.4,2025-02-28 06:00,2025-03-20 22:00,2025-03-20,129.9,0.203,True,False,False,True
TRC0829,SEC002,Traction,61.2,5.9,2025-05-18 06:00,2025-06-16 22:00,2025-06-16,201.2,0.341,True,False,False,True
TRC0831,SEC009,Traction,62.1,3.4,2025-11-27 06:00,2025-12-27 22:00,2025-12-27,142.1,0.418,True,False,False,True
TRC0837,SEC073,Traction,40.1,6.6,2025-04-04 06:00,2025-05-10 22:00,2025-05-10,137.3,0.208,False,False,False,True
TRC0838,SEC035,Traction,39.3,5.8,2025-10-12 06:00,2025-12-09 22:00,2025-12-09,279.6,0.482,True,False,False,False
TRC0839,SEC014,Traction,65.1,5.3,2025-10-08 06:00,2025-10-27 22:00,2025-10-27,240.6,0.454,False,False,False,False
TRC0840,SEC022,Traction,65.0,11.6,2025-05-05 06:00,2025-05-20 22:00,2025-05-20,452.4,0.39,True,False,False,True
TRC0843,SEC037,Traction,64.2,6.7,2025-04-24 06:00,2025-05-20 22:00,2025-05-20,333.7,0.498,True,False,False,True
TRC0845,SEC055,Traction,59.2,4.8,2025-05-24 06:00,2025-06-22 22:00,2025-06-22,101.3,0.211,True,False,False,True
TRC0846,SEC035,Traction,31.4,5.4,2025-12-04 06:00,2026-02-02 22:00,2026-02-02,260.3,0.482,False,False,False,True
TRC0848,SEC075,Traction,40.0,3.9,2025-10-24 06:00,2025-11-29 22:00,2025-11-29,78.0,0.2,False,False,False,True
TRC0851,SEC022,Traction,39.5,6.1,2025-08-15 06:00,2025-10-05 22:00,2025-10-05,237.9,0.39,True,False,False,False
TRC0856,SEC012,Traction,61.9,10.9,2025-04-28 06:00,2025-05-28 22:00,2025-05-28,440.4,0.404,False,False,False,False
TRC0858,SEC023,Traction,63.1,7.3,2025-01-17 06:00,2025-02-14 22:00,2025-02-14,330.7,0.453,True,False,False,True
TRC0859,SEC020,Traction,62.9,4.2,2025-05-16 06:00,2025-06-09 22:00,2025-06-09,161.3,0.384,True,False,False,False
TRC0864,SEC008,Traction,98.0,7.3,2025-09-16 06:00,2025-09-22 22:00,2025-09-22,332.2,0.455,False,False,False,True
TRC0866,SEC043,Traction,63.2,4.0,2025-05-14 06:00,2025-06-02 22:00,2025-06-02,130.8,0.327,True,False,False,True
TRC0867,SEC068,Traction,81.3,9.1,2025-11-04 06:00,2025-11-19 22:00,2025-11-19,278.5,0.306,False,False,False,True
TRC0869,SEC003,Traction,64.1,6.0,2025-02-25 06:00,2025-03-23 22:00,2025-03-23,295.2,0.492,True,False,False,True
TRC0871,SEC046,Traction,59.9,3.4,2025-11-29 06:00,2025-12-29 22:00,2025-12-29,91.8,0.27,True,False,False,True
TRC0874,SEC065,Traction,38.4,6.6,2025-04-02 06:00,2025-05-21 22:00,2025-05-21,189.4,0.287,True,False,False,True
TRC0875,SEC015,Traction,65.0,1.0,2025-05-26 06:00,2025-06-14 22:00,2025-06-14,45.0,0.45,True,False,False,True
TRC0876,SEC036,Traction,40.4,11.1,2025-05-25 06:00,2025-07-20 22:00,2025-07-20,578.3,0.521,False,False,False,False
TRC0878,SEC035,Traction,99.1,3.2,2025-11-27 06:00,2025-11-30 22:00,2025-11-30,154.2,0.482,False,False,False,True
TRC0879,SEC067,Traction,61.9,1.6,2025-07-31 06:00,2025-08-20 22:00,2025-08-20,41.3,0.258,True,False,False,True
TRC0880,SEC014,Traction,42.0,5.3,2025-05-16 06:00,2025-06-29 22:00,2025-06-29,240.6,0.454,True,False,False,True
TRC0881,SEC012,Traction,43.3,3.5,2025-02-25 06:00,2025-04-01 22:00,2025-04-01,141.4,0.404,True,False,False,True
TRC0882,SEC011,Traction,63.1,8.7,2025-06-19 06:00,2025-07-19 22:00,2025-07-19,421.1,0.484,True,False,False,True
TRC0884,SEC013,Traction,65.8,7.4,2025-11-23 06:00,2025-12-10 22:00,2025-12-10,351.5,0.475,False,False,False,True
TRC0887,SEC015,Traction,26.7,9.1,2025-05-17 06:00,2025-08-04 22:00,2025-08-04,409.5,0.45,True,False,False,True
TRC0888,SEC053,Traction,80.4,4.1,2025-07-21 06:00,2025-08-05 22:00,2025-08-05,102.5,0.25,True,False,False,False
TRC0890,SEC048,Traction,82.8,1.5,2025-05-02 06:00,2025-05-09 22:00,2025-05-09,43.9,0.293,False,False,False,False
TRC0900,SEC047,Traction,80.6,10.2,2025-08-16 06:00,2025-08-27 22:00,2025-08-27,208.1,0.204,False,False,False,False
TRC0901,SEC051,Traction,60.6,5.0,2025-09-05 06:00,2025-10-01 22:00,2025-10-01,129.0,0.258,True,False,False,False
TRC0903,SEC035,Traction,65.3,3.4,2025-10-07 06:00,2025-10-27 22:00,2025-10-27,163.9,0.482,True,False,False,True
TRC0906,SEC019,Traction,65.6,5.0,2025-05-17 06:00,2025-06-05 22:00,2025-06-05,244.0,0.488,True,False,False,True
TRC0910,SEC046,Traction,81.6,5.8,2025-05-02 06:00,2025-05-13 22:00,2025-05-13,156.6,0.27,True,False,False,True
TRC0911,SEC020,Traction,64.3,9.8,2025-05-02 06:00,2025-05-20 22:00,2025-05-20,376.3,0.384,False,False,False,False
TRC0912,SEC046,Traction,36.6,7.4,2025-06-25 06:00,2025-08-20 22:00,2025-08-20,199.8,0.27,True,False,False,True
TRC0914,SEC027,Traction,42.6,1.4,2025-05-31 06:00,2025-07-05 22:00,2025-07-05,50.0,0.357,True,False,False,False
TRC0915,SEC010,Traction,38.7,5.2,2025-11-24 06:00,2026-01-23 22:00,2026-01-23,243.4,0.468,True,False,False,True
TRC0916,SEC075,Traction,61.9,8.8,2025-02-09 06:00,2025-02-25 22:00,2025-02-25,176.0,0.2,False,False,False,False
TRC0918,SEC003,Traction,65.7,1.5,2025-02-23 06:00,2025-03-14 22:00,2025-03-14,73.8,0.492,True,False,False,True
TRC0919,SEC062,Traction,80.3,10.3,2025-09-12 06:00,2025-09-24 22:00,2025-09-24,206.0,0.2,True,False,False,True
TRC0921,SEC015,Traction,85.2,1.1,2025-09-20 06:00,2025-09-27 22:00,2025-09-27,49.5,0.45,False,False,False,False
TRC0922,SEC010,Traction,43.8,5.7,2025-03-14 06:00,2025-04-20 22:00,2025-04-20,266.8,0.468,True,False,False,True
TRC0928,SEC005,Traction,85.3,5.9,2025-11-14 06:00,2025-11-26 22:00,2025-11-26,311.5,0.528,True,False,False,True
TRC0929,SEC070,Traction,80.1,6.5,2025-10-05 06:00,2025-10-20 22:00,2025-10-20,148.2,0.228,True,False,False,True
TRC0935,SEC012,Traction,40.2,10.4,2025-10-25 06:00,2025-12-13 22:00,2025-12-13,420.2,0.404,True,False,False,True
TRC0937,SEC022,Traction,65.0,6.8,2025-07-31 06:00,2025-08-15 22:00,2025-08-15,265.2,0.39,True,False,False,True
TRC0938,SEC033,Traction,39.7,5.2,2025-10-19 06:00,2025-12-15 22:00,2025-12-15,255.8,0.492,True,False,False,True
TRC0941,SEC057,Traction,96.1,7.5,2025-03-08 06:00,2025-03-15 22:00,2025-03-15,260.2,0.347,True,False,False,True
TRC0943,SEC046,Traction,23.1,2.9,2025-11-18 06:00,2026-02-09 22:00,2026-02-09,78.3,0.27,True,False,False,False
TRC0946,SEC013,Traction,43.7,6.3,2025-07-01 06:00,2025-08-08 22:00,2025-08-08,299.2,0.475,False,False,False,True
TRC0948,SEC021,Traction,40.9,4.1,2025-12-12 06:00,2026-01-29 22:00,2026-01-29,178.8,0.436,True,False,False,True
TRC0949,SEC011,Traction,44.3,1.6,2025-06-11 06:00,2025-07-17 22:00,2025-07-17,77.4,0.484,True,False,False,True
TRC0950,SEC051,Traction,39.1,5.5,2025-04-03 06:00,2025-05-17 22:00,2025-05-17,141.9,0.258,True,False,False,False
TRC0951,SEC028,Traction,86.0,2.2,2025-09-28 06:00,2025-10-06 22:00,2025-10-06,114.2,0.519,True,False,False,True
TRC0952,SEC015,Traction,98.4,10.2,2025-03-11 06:00,2025-03-15 22:00,2025-03-15,459.0,0.45,False,False,False,True
TRC0953,SEC060,Traction,36.2,10.9,2025-09-02 06:00,2025-10-25 22:00,2025-10-25,218.0,0.2,False,False,False,False
TRC0954,SEC040,Traction,38.2,7.6,2025-11-16 06:00,2026-01-02 22:00,2026-01-02,183.9,0.242,False,False,False,False
TRC0955,SEC026,Traction,65.4,1.3,2025-01-16 06:00,2025-02-07 22:00,2025-02-07,67.1,0.516,False,False,False,True
TRC0959,SEC023,Traction,85.2,2.1,2025-11-24 06:00,2025-12-01 22:00,2025-12-01,95.1,0.453,True,False,False,True
TRC0961,SEC064,Traction,94.6,1.9,2025-09-11 06:00,2025-09-18 22:00,2025-09-18,46.6,0.245,False,False,False,True
TRC0963,SEC056,Traction,37.9,8.6,2025-02-14 06:00,2025-04-06 22:00,2025-04-06,245.1,0.285,True,False,False,True
TRC0967,SEC007,Traction,64.1,5.9,2025-01-05 06:00,2025-01-30 22:00,2025-01-30,279.7,0.474,False,False,False,True
TRC0968,SEC021,Traction,62.6,10.3,2025-05-03 06:00,2025-06-01 22:00,2025-06-01,449.1,0.436,False,False,False,True
TRC0970,SEC005,Traction,85.3,3.0,2025-03-10 06:00,2025-03-22 22:00,2025-03-22,158.4,0.528,True,False,False,True
TRC0971,SEC067,Traction,81.4,6.9,2025-03-24 06:00,2025-04-04 22:00,2025-04-04,178.0,0.258,True,False,False,False
TRC0973,SEC013,Traction,43.9,3.1,2025-03-07 06:00,2025-04-13 22:00,2025-04-13,147.2,0.475,True,False,False,True
TRC0975,SEC033,Traction,63.7,2.6,2025-08-12 06:00,2025-09-09 22:00,2025-09-09,127.9,0.492,True,False,False,True
TRC0976,SEC044,Traction,61.7,2.3,2025-09-22 06:00,2025-10-19 22:00,2025-10-19,79.8,0.347,True,False,False,True
TRC0977,SEC040,Traction,94.6,3.2,2025-12-21 06:00,2025-12-28 22:00,2025-12-28,77.4,0.242,False,False,False,False
TRC0979,SEC057,Traction,61.9,6.9,2025-11-02 06:00,2025-11-28 22:00,2025-11-28,239.4,0.347,True,False,False,True
TRC0980,SEC024,Traction,64.0,8.0,2025-09-22 06:00,2025-10-13 22:00,2025-10-13,330.4,0.413,False,False,False,True
TRC0984,SEC057,Traction,63.3,7.2,2025-11-03 06:00,2025-11-23 22:00,2025-11-23,249.8,0.347,True,False,False,True
TRC0985,SEC019,Traction,33.7,9.4,2025-05-01 06:00,2025-06-20 22:00,2025-06-20,458.7,0.488,False,False,False,True
TRC0987,SEC063,Traction,36.3,8.6,2025-02-23 06:00,2025-04-17 22:00,2025-04-17,174.6,0.203,True,False,False,True
TRC0990,SEC024,Traction,27.3,5.6,2025-07-28 06:00,2025-10-10 22:00,2025-10-10,231.3,0.413,False,False,False,True
TRC0991,SEC048,Traction,62.5,11.8,2025-03-03 06:00,2025-03-23 22:00,2025-03-23,345.7,0.293,True,False,False,True
TRC0992,SEC027,Traction,82.0,6.5,2025-09-06 06:00,2025-09-21 22:00,2025-09-21,232.0,0.357,True,False,False,True
TRC0994,SEC045,Traction,95.4,5.9,2025-09-04 06:00,2025-09-10 22:00,2025-09-10,165.2,0.28,True,False,False,True
TRC0995,SEC009,Traction,97.9,10.1,2025-11-24 06:00,2025-11-28 22:00,2025-11-28,422.2,0.418,False,False,False,True
TRC0996,SEC065,Traction,61.5,3.7,2025-02-23 06:00,2025-03-19 22:00,2025-03-19,106.2,0.287,False,False,False,True
TRC0998,SEC065,Traction,60.1,4.5,2025-06-21 06:00,2025-07-21 22:00,2025-07-21,129.2,0.287,True,False,False,True
TRC1002,SEC055,Traction,42.6,1.0,2025-11-27 06:00,2025-12-22 22:00,2025-12-22,21.1,0.211,True,False,False,True
TRC1004,SEC030,Traction,39.1,11.0,2025-06-29 06:00,2025-08-22 22:00,2025-08-22,449.9,0.409,True,False,False,True
TRC1008,SEC061,Traction,39.2,1.7,2025-06-04 06:00,2025-07-14 22:00,2025-07-14,35.0,0.206,True,False,False,True
TRC1009,SEC005,Traction,44.3,3.4,2025-09-19 06:00,2025-10-28 22:00,2025-10-28,179.5,0.528,True,False,False,True
TRC1010,SEC057,Traction,62.1,5.2,2025-10-14 06:00,2025-11-08 22:00,2025-11-08,180.4,0.347,False,False,False,True
TRC1012,SEC044,Traction,64.4,4.0,2025-10-21 06:00,2025-11-05 22:00,2025-11-05,138.8,0.347,True,False,False,True
TRC1013,SEC053,Traction,59.8,8.5,2025-08-18 06:00,2025-09-16 22:00,2025-09-16,212.5,0.25,True,False,False,True
TRC1015,SEC026,Traction,98.7,5.6,2025-04-27 06:00,2025-05-04 22:00,2025-05-04,289.0,0.516,True,False,False,True
TRC1017,SEC046,Traction,43.5,2.8,2025-11-03 06:00,2025-11-28 22:00,2025-11-28,75.6,0.27,False,False,False,True
TRC1019,SEC068,Traction,60.6,8.8,2025-10-01 06:00,2025-10-30 22:00,2025-10-30,269.3,0.306,True,False,False,True
TRC1021,SEC006,Traction,65.8,9.4,2025-11-30 06:00,2025-12-19 22:00,2025-12-19,470.9,0.501,False,False,False,True
TRC1023,SEC050,Traction,81.4,7.8,2025-12-17 06:00,2025-12-24 22:00,2025-12-24,156.0,0.2,False,False,False,True
TRC1024,SEC045,Traction,80.9,9.1,2025-10-02 06:00,2025-10-17 22:00,2025-10-17,254.8,0.28,False,False,False,True
TRC1028,SEC032,Traction,83.2,4.9,2025-08-29 06:00,2025-09-07 22:00,2025-09-07,171.0,0.349,False,False,False,True
TRC1031,SEC014,Traction,98.2,5.7,2025-07-29 06:00,2025-08-03 22:00,2025-08-03,258.8,0.454,True,False,False,True
TRC1032,SEC066,Traction,80.7,3.4,2025-09-10 06:00,2025-09-25 22:00,2025-09-25,91.8,0.27,True,False,False,True
TRC1037,SEC052,Traction,61.3,9.3,2025-08-17 06:00,2025-09-05 22:00,2025-09-05,186.0,0.2,True,False,False,True
TRC1038,SEC055,Traction,81.6,1.4,2025-04-01 06:00,2025-04-08 22:00,2025-04-08,29.5,0.211,False,False,False,True
TRC1039,SEC061,Traction,80.0,6.1,2025-02-20 06:00,2025-03-06 22:00,2025-03-06,125.7,0.206,True,False,False,True
TRC1040,SEC007,Traction,33.7,6.0,2025-01-12 06:00,2025-03-02 22:00,2025-03-02,284.4,0.474,False,False,False,False
TRC1042,SEC073,Traction,80.9,1.3,2025-05-08 06:00,2025-05-18 22:00,2025-05-18,27.0,0.208,True,False,False,True
TRC1044,SEC043,Traction,61.2,3.1,2025-02-13 06:00,2025-03-13 22:00,2025-03-13,101.4,0.327,False,False,False,False
TRC1045,SEC065,Traction,62.1,3.6,2025-05-15 06:00,2025-06-05 22:00,2025-06-05,103.3,0.287,True,False,False,True
TRC1049,SEC052,Traction,22.1,4.0,2025-03-10 06:00,2025-06-01 22:00,2025-06-01,80.0,0.2,False,False,False,True
TRC1050,SEC013,Traction,63.8,1.1,2025-01-13 06:00,2025-02-08 22:00,2025-02-08,52.3,0.475,True,False,False,True
TRC1053,SEC047,Traction,61.1,10.7,2025-03-11 06:00,2025-03-31 22:00,2025-03-31,218.3,0.204,False,False,False,True
TRC1054,SEC037,Traction,99.1,2.2,2025-05-17 06:00,2025-05-21 22:00,2025-05-21,109.6,0.498,False,False,False,True
TRC1057,SEC074,Traction,41.5,2.7,2025-04-04 06:00,2025-05-06 22:00,2025-05-06,64.8,0.24,False,False,False,True
TRC1058,SEC042,Traction,60.9,9.3,2025-05-19 06:00,2025-06-15 22:00,2025-06-15,270.6,0.291,True,False,False,True
TRC1059,SEC008,Traction,27.7,9.6,2025-09-11 06:00,2025-11-25 22:00,2025-11-25,436.8,0.455,True,False,False,True
TRC1060,SEC055,Traction,61.2,2.0,2025-08-09 06:00,2025-08-29 22:00,2025-08-29,42.2,0.211,False,False,False,True
TRC1062,SEC030,Traction,65.5,3.4,2025-02-08 06:00,2025-02-22 22:00,2025-02-22,139.1,0.409,True,False,False,True
TRC1070,SEC018,Traction,41.0,5.2,2025-01-08 06:00,2025-02-23 22:00,2025-02-23,216.3,0.416,True,False,False,True
TRC1076,SEC071,Traction,36.8,10.9,2025-02-12 06:00,2025-04-05 22:00,2025-04-05,242.0,0.222,False,False,False,True
TRC1077,SEC041,Traction,40.4,2.6,2025-01-11 06:00,2025-02-15 22:00,2025-02-15,54.6,0.21,False,False,False,False
TRC1079,SEC067,Traction,62.6,2.0,2025-09-20 06:00,2025-10-07 22:00,2025-10-07,51.6,0.258,True,False,False,True
TRC1081,SEC061,Traction,40.1,4.1,2025-05-25 06:00,2025-06-30 22:00,2025-06-30,84.5,0.206,False,False,False,True
TRC1082,SEC006,Traction,66.0,1.3,2025-03-17 06:00,2025-04-04 22:00,2025-04-04,65.1,0.501,False,False,False,True
TRC1085,SEC030,Traction,42.2,3.2,2025-07-10 06:00,2025-08-19 22:00,2025-08-19,130.9,0.409,True,False,False,True
TRC1087,SEC032,Traction,61.5,2.2,2025-12-06 06:00,2026-01-03 22:00,2026-01-03,76.8,0.349,True,False,False,False
TRC1088,SEC019,Traction,84.2,9.8,2025-10-05 06:00,2025-10-19 22:00,2025-10-19,478.2,0.488,True,False,False,True
TRC1089,SEC054,Traction,59.7,3.6,2025-03-09 06:00,2025-04-06 22:00,2025-04-06,81.7,0.227,True,False,False,True
TRC1090,SEC056,Traction,26.9,1.4,2025-06-23 06:00,2025-08-29 22:00,2025-08-29,39.9,0.285,False,False,False,True
TRC1091,SEC002,Traction,26.6,11.8,2025-02-20 06:00,2025-05-03 22:00,2025-05-03,402.4,0.341,True,False,False,False
TRC1096,SEC054,Traction,30.2,3.2,2025-11-17 06:00,2026-01-04 22:00,2026-01-04,72.6,0.227,True,False,False,True
TRC1102,SEC074,Traction,41.9,2.1,2025-04-04 06:00,2025-05-04 22:00,2025-05-04,50.4,0.24,False,False,False,True
TRC1103,SEC006,Traction,85.7,9.5,2025-02-27 06:00,2025-03-07 22:00,2025-03-07,476.0,0.501,True,False,False,True
TRC1105,SEC065,Traction,24.9,9.5,2025-06-16 06:00,2025-08-31 22:00,2025-08-31,272.6,0.287,False,False,False,True
TRC1107,SEC066,Traction,61.4,5.5,2025-08-23 06:00,2025-09-15 22:00,2025-09-15,148.5,0.27,True,False,False,True
TRC1113,SEC035,Traction,98.2,4.1,2025-05-03 06:00,2025-05-10 22:00,2025-05-10,197.6,0.482,True,False,False,True
TRC1117,SEC043,Traction,31.5,10.7,2025-06-30 06:00,2025-08-18 22:00,2025-08-18,349.9,0.327,True,False,False,True
TRC1118,SEC040,Traction,82.1,9.6,2025-10-28 06:00,2025-11-04 22:00,2025-11-04,232.3,0.242,True,False,False,True
TRC1122,SEC016,Traction,24.5,3.3,2025-12-14 06:00,2026-03-11 22:00,2026-03-11,139.9,0.424,False,False,False,False
TRC1123,SEC022,Traction,65.0,11.0,2025-03-02 06:00,2025-03-17 22:00,2025-03-17,429.0,0.39,False,False,False,True
TRC1126,SEC048,Traction,62.9,5.5,2025-04-03 06:00,2025-04-21 22:00,2025-04-21,161.1,0.293,True,False,False,True
TRC1128,SEC058,Traction,40.9,10.7,2025-04-18 06:00,2025-05-25 22:00,2025-05-25,292.1,0.273,True,False,False,True
TRC1131,SEC011,Traction,43.4,3.9,2025-07-25 06:00,2025-09-03 22:00,2025-09-03,188.8,0.484,True,False,False,True
TRC1132,SEC074,Traction,59.7,6.3,2025-08-02 06:00,2025-08-31 22:00,2025-08-31,151.2,0.24,False,False,False,True
TRC1133,SEC013,Traction,25.1,2.1,2025-12-11 06:00,2026-03-09 22:00,2026-03-09,99.8,0.475,True,False,False,False
TRC1134,SEC044,Traction,96.4,3.8,2025-07-28 06:00,2025-08-03 22:00,2025-08-03,131.9,0.347,True,False,False,True
TRC1142,SEC040,Traction,81.9,9.2,2025-07-10 06:00,2025-07-18 22:00,2025-07-18,222.6,0.242,True,False,False,True
TRC1143,SEC068,Traction,24.5,8.7,2025-07-10 06:00,2025-09-27 22:00,2025-09-27,266.2,0.306,True,False,False,True
TRC1144,SEC041,Traction,94.5,10.0,2025-02-03 06:00,2025-02-08 22:00,2025-02-08,210.0,0.21,True,False,False,False
TRC1146,SEC061,Traction,24.6,2.7,2025-06-02 06:00,2025-08-13 22:00,2025-08-13,55.6,0.206,True,False,False,False
TRC1147,SEC071,Traction,62.3,3.1,2025-07-07 06:00,2025-07-23 22:00,2025-07-23,68.8,0.222,True,False,False,True
TRC1150,SEC071,Traction,80.9,10.6,2025-07-15 06:00,2025-07-26 22:00,2025-07-26,235.3,0.222,True,False,False,True
TRC1153,SEC012,Traction,64.1,5.5,2025-07-18 06:00,2025-08-07 22:00,2025-08-07,222.2,0.404,False,False,False,True
TRC1154,SEC034,Traction,61.4,8.8,2025-10-25 06:00,2025-11-22 22:00,2025-11-22,298.3,0.339,False,False,False,True
TRC1161,SEC017,Traction,29.9,6.5,2025-02-22 06:00,2025-04-23 22:00,2025-04-23,249.6,0.384,False,False,False,True
TRC1164,SEC056,Traction,42.2,1.2,2025-11-06 06:00,2025-12-08 22:00,2025-12-08,34.2,0.285,True,False,False,True
TRC1165,SEC010,Traction,40.0,2.8,2025-12-20 06:00,2026-02-12 22:00,2026-02-12,131.0,0.468,False,False,False,True
TRC1170,SEC025,Traction,65.7,6.3,2025-11-05 06:00,2025-11-23 22:00,2025-11-23,303.7,0.482,True,False,False,True
TRC1173,SEC027,Traction,82.7,4.5,2025-02-26 06:00,2025-03-10 22:00,2025-03-10,160.6,0.357,True,False,False,True
TRC1174,SEC072,Traction,38.4,1.4,2025-08-30 06:00,2025-10-15 22:00,2025-10-15,33.6,0.24,True,False,False,True
TRC1177,SEC047,Traction,94.4,8.4,2025-02-14 06:00,2025-02-19 22:00,2025-02-19,171.4,0.204,True,False,False,True
TRC1178,SEC010,Traction,64.0,10.8,2025-08-15 06:00,2025-09-09 22:00,2025-09-09,505.4,0.468,False,False,False,False
TRC1179,SEC005,Traction,85.3,9.2,2025-02-21 06:00,2025-03-05 22:00,2025-03-05,485.8,0.528,True,False,False,True
TRC1183,SEC019,Traction,84.7,6.1,2025-06-01 06:00,2025-06-13 22:00,2025-06-13,297.7,0.488,True,False,False,True
TRC1184,SEC055,Traction,94.6,4.8,2025-03-19 06:00,2025-03-24 22:00,2025-03-24,101.3,0.211,True,False,False,True
TRC1191,SEC031,Traction,65.2,11.6,2025-04-27 06:00,2025-05-12 22:00,2025-05-12,469.8,0.405,True,False,False,True
TRC1193,SEC023,Traction,24.7,9.4,2025-07-15 06:00,2025-10-11 22:00,2025-10-11,425.8,0.453,True,False,False,True
TRC1194,SEC073,Traction,35.0,8.4,2025-06-25 06:00,2025-08-23 22:00,2025-08-23,174.7,0.208,False,False,False,True
TRC1195,SEC058,Traction,95.3,7.5,2025-11-17 06:00,2025-11-23 22:00,2025-11-23,204.8,0.273,True,False,False,True
TRC1196,SEC034,Traction,63.8,9.0,2025-04-04 06:00,2025-04-21 22:00,2025-04-21,305.1,0.339,False,False,False,False
TRC1197,SEC061,Traction,61.8,11.6,2025-03-09 06:00,2025-03-26 22:00,2025-03-26,239.0,0.206,True,False,False,True
TRC1198,SEC004,Traction,25.8,10.7,2025-05-19 06:00,2025-08-09 22:00,2025-08-09,465.4,0.435,True,False,False,True
TRC1202,SEC007,Traction,64.5,9.0,2025-12-17 06:00,2026-01-09 22:00,2026-01-09,426.6,0.474,False,False,False,True
TRC1205,SEC011,Traction,66.0,1.5,2025-06-07 06:00,2025-06-24 22:00,2025-06-24,72.6,0.484,True,False,False,True
TRC1214,SEC013,Traction,66.5,4.5,2025-12-12 06:00,2025-12-26 22:00,2025-12-26,213.8,0.475,True,False,False,True
TRC1218,SEC041,Traction,81.6,4.4,2025-04-04 06:00,2025-04-11 22:00,2025-04-11,92.4,0.21,True,False,False,True
TRC1219,SEC020,Traction,23.5,10.8,2025-09-30 06:00,2025-12-28 22:00,2025-12-28,414.7,0.384,False,False,False,True
TRC1220,SEC061,Traction,39.6,11.6,2025-12-18 06:00,2026-01-25 22:00,2026-01-25,239.0,0.206,False,False,False,True
TRC1223,SEC074,Traction,62.8,4.8,2025-02-13 06:00,2025-02-28 22:00,2025-02-28,115.2,0.24,False,False,False,False
TRC1231,SEC028,Traction,85.3,2.3,2025-06-12 06:00,2025-06-23 22:00,2025-06-23,119.4,0.519,False,False,False,True
TRC1232,SEC068,Traction,95.8,6.0,2025-03-31 06:00,2025-04-06 22:00,2025-04-06,183.6,0.306,False,False,False,True
