task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required,days_until_due,urgency_category
TRC1787,AST0563,SEC038,Catenary,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-11-10,2025-11-13,2025-12-13,6.3,8,MEDIUM,In Progress,True,30,Normal
TRC1788,AST0617,SEC017,Pantograph interface,OHE Mast Repair,Guy wire slack,2,HIGH,2025-05-17,2025-05-19,2025-05-29,2.1,8,HIGH,In Progress,True,10,Normal
TRC1789,AST0507,SEC057,Catenary,OHE Inspection,Stagger fault,4,LOW,2025-01-08,2025-01-08,2025-02-13,1.7,7,LOW,Completed,True,36,Low
TRC1790,AST0536,SEC011,OHE,Switchgear Maintenance,Relay malfunction,4,LOW,2025-10-07,2025-10-10,2025-12-05,8.8,7,LOW,Completed,True,56,Low
TRC1791,AST0563,SEC038,Catenary,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-01-05,2025-01-06,2025-01-23,3.1,4,MEDIUM,Completed,False,17,Normal
TRC1792,AST0415,SEC040,Electrical switchgear,Switchgear Maintenance,Contactor wear,1,CRITICAL,2025-08-17,2025-08-18,2025-08-22,5.4,7,HIGH,Pending,True,4,Urgent
TRC1793,AST0418,SEC043,Insulator,OHE Mast Repair,Guy wire slack,2,HIGH,2025-01-16,2025-01-18,2025-01-29,3.0,2,HIGH,Completed,True,11,Normal
TRC1794,AST0545,SEC020,Pantograph interface,Catenary Maintenance,Tension deviation,1,CRITICAL,2025-11-20,2025-11-22,2025-11-29,4.6,6,HIGH,Scheduled,True,7,Urgent
TRC1795,AST0408,SEC033,OHE,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-12-17,2025-12-18,2026-01-09,10.0,11,MEDIUM,Pending,True,22,Normal
TRC1796,AST0461,SEC011,Feeder,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-03-15,2025-03-15,2025-04-30,1.6,7,LOW,Pending,False,46,Low
TRC1797,AST0424,SEC049,OHE,OHE Inspection,Stagger fault,2,HIGH,2025-11-22,2025-11-22,2025-12-01,10.6,7,HIGH,Pending,True,9,Normal
TRC1798,AST0560,SEC035,OHE,Feeder Repair,Overheating,4,LOW,2025-11-08,2025-11-11,2025-12-27,8.8,13,LOW,Pending,True,46,Low
TRC1799,AST0538,SEC013,Insulator,OHE Inspection,Contact wire wear,2,HIGH,2025-09-15,2025-09-15,2025-09-25,5.3,15,HIGH,Pending,True,10,Normal
TRC1800,AST0540,SEC015,Transformer,OHE Inspection,Stagger fault,3,MEDIUM,2025-12-13,2025-12-15,2025-12-29,3.6,5,MEDIUM,In Progress,False,14,Normal
TRC1801,AST0409,SEC034,Pantograph interface,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-07-13,2025-07-16,2025-08-10,6.5,9,MEDIUM,Completed,False,25,Normal
TRC1802,AST0488,SEC038,OHE,OHE Mast Repair,Foundation settlement,2,HIGH,2025-08-22,2025-08-25,2025-09-08,10.7,8,HIGH,Scheduled,True,14,Normal
TRC1803,AST0641,SEC041,Pantograph interface,Catenary Maintenance,Splice joint fault,4,LOW,2025-12-01,2025-12-03,2026-02-01,3.1,2,LOW,Pending,True,60,Low
TRC1804,AST0590,SEC065,Sectioning equipment,OHE Inspection,Dropper defect,4,LOW,2025-06-25,2025-06-27,2025-08-10,11.9,8,LOW,Scheduled,True,44,Low
TRC1805,AST0476,SEC026,Transformer,Insulator Replacement,Pollution deposit,4,LOW,2025-02-17,2025-02-20,2025-04-12,2.9,10,LOW,Pending,True,51,Low
TRC1806,AST0630,SEC030,Sectioning equipment,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-06-27,2025-06-29,2025-07-26,7.1,9,MEDIUM,Pending,True,27,Normal
TRC1807,AST0462,SEC012,Sectioning equipment,OHE Mast Repair,Corrosion,2,HIGH,2025-01-25,2025-01-26,2025-02-04,11.7,3,HIGH,Completed,True,9,Normal
TRC1808,AST0529,SEC004,Pantograph interface,Insulator Replacement,Pollution deposit,4,LOW,2025-01-22,2025-01-24,2025-03-25,4.5,5,LOW,Scheduled,True,60,Low
TRC1809,AST0546,SEC021,Insulator,Sectioning Post Maintenance,Isolator defect,4,LOW,2025-03-20,2025-03-22,2025-04-20,8.8,8,LOW,Cancelled,True,29,Normal
TRC1810,AST0683,SEC008,Catenary,Feeder Repair,Joint failure,4,LOW,2025-08-20,2025-08-20,2025-10-07,7.0,13,LOW,In Progress,True,48,Low
TRC1811,AST0677,SEC002,Feeder,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-02-01,2025-02-01,2025-02-19,6.7,12,MEDIUM,Pending,True,18,Normal
TRC1812,AST0505,SEC055,Pantograph interface,OHE Mast Repair,Foundation settlement,4,LOW,2025-05-08,2025-05-11,2025-06-06,6.3,4,LOW,Pending,True,26,Normal
TRC1813,AST0402,SEC027,Insulator,OHE Mast Repair,Bracket damage,4,LOW,2025-02-24,2025-02-26,2025-04-26,4.3,7,LOW,In Progress,False,59,Low
TRC1814,AST0412,SEC037,Transformer,Sectioning Post Maintenance,Isolator defect,2,HIGH,2025-04-24,2025-04-26,2025-05-06,4.7,15,HIGH,Completed,False,10,Normal
TRC1815,AST0408,SEC033,OHE,OHE Inspection,Contact wire wear,2,HIGH,2025-12-04,2025-12-04,2025-12-16,11.1,6,HIGH,Pending,True,12,Normal
TRC1816,AST0689,SEC014,Pantograph interface,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-01-14,2025-01-17,2025-02-14,3.2,12,MEDIUM,Pending,False,28,Normal
TRC1817,AST0687,SEC012,Electrical switchgear,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-02-08,2025-02-09,2025-03-06,8.2,4,MEDIUM,Cancelled,True,25,Normal
TRC1818,AST0685,SEC010,Feeder,Insulator Replacement,Pollution deposit,4,LOW,2025-12-15,2025-12-18,2026-02-16,6.7,5,LOW,Scheduled,True,60,Low
TRC1819,AST0418,SEC043,Insulator,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-11-30,2025-12-03,2025-12-22,7.7,10,MEDIUM,Cancelled,True,19,Normal
TRC1820,AST0636,SEC036,Transformer,Transformer Servicing,Cooling system failure,4,LOW,2025-07-25,2025-07-28,2025-09-18,2.9,15,LOW,Completed,True,52,Low
TRC1821,AST0697,SEC022,Pantograph interface,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-04-12,2025-04-14,2025-05-10,7.8,10,MEDIUM,Completed,False,26,Normal
TRC1822,AST0572,SEC047,Transformer,Transformer Servicing,Cooling system failure,2,HIGH,2025-07-01,2025-07-04,2025-07-13,6.6,6,HIGH,Pending,True,9,Normal
TRC1823,AST0429,SEC054,Feeder,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-07-02,2025-07-03,2025-07-31,4.1,8,MEDIUM,Scheduled,True,28,Normal
TRC1824,AST0573,SEC048,Feeder,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-09-20,2025-09-21,2025-09-26,3.0,14,HIGH,In Progress,False,5,Urgent
TRC1825,AST0489,SEC039,Pantograph interface,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-10-03,2025-10-05,2026-01-02,4.2,5,LOW,Completed,False,89,Low
TRC1826,AST0497,SEC047,Pantograph interface,Transformer Servicing,Oil leak,3,MEDIUM,2025-09-15,2025-09-18,2025-10-04,8.3,6,MEDIUM,Pending,False,16,Normal
TRC1827,AST0431,SEC056,Electrical switchgear,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-11-20,2025-11-21,2025-12-18,4.7,7,MEDIUM,Scheduled,False,27,Normal
TRC1828,AST0404,SEC029,Transformer,Catenary Maintenance,Splice joint fault,2,HIGH,2025-09-17,2025-09-20,2025-10-05,11.0,10,HIGH,Pending,False,15,Normal
TRC1829,AST0501,SEC051,Feeder,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-03-04,2025-03-06,2025-03-31,2.0,12,MEDIUM,Scheduled,True,25,Normal
TRC1830,AST0676,SEC001,Transformer,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-09-11,2025-09-12,2025-10-08,1.3,9,MEDIUM,Scheduled,False,26,Normal
TRC1831,AST0700,SEC025,Transformer,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-07-29,2025-07-30,2025-09-15,10.5,3,LOW,Scheduled,False,47,Low
TRC1832,AST0698,SEC023,Insulator,Insulator Replacement,Flashover damage,3,MEDIUM,2025-08-22,2025-08-25,2025-09-13,5.4,8,MEDIUM,Scheduled,False,19,Normal
TRC1833,AST0507,SEC057,Catenary,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-09-06,2025-09-09,2025-10-07,7.4,11,MEDIUM,Completed,True,28,Normal
TRC1834,AST0514,SEC064,Insulator,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-05-10,2025-05-13,2025-05-28,10.3,2,MEDIUM,Completed,False,15,Normal
TRC1835,AST0696,SEC021,OHE,OHE Mast Repair,Bracket damage,4,LOW,2025-11-21,2025-11-23,2026-01-22,6.2,14,LOW,Scheduled,True,60,Low
TRC1836,AST0629,SEC029,Feeder,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-04-20,2025-04-22,2025-05-06,3.9,5,MEDIUM,Scheduled,True,14,Normal
TRC1837,AST0615,SEC015,Electrical switchgear,OHE Inspection,Stagger fault,4,LOW,2025-06-01,2025-06-04,2025-07-11,3.5,9,LOW,Pending,False,37,Low
TRC1838,AST0489,SEC039,Pantograph interface,OHE Inspection,Height deviation,3,MEDIUM,2025-11-26,2025-11-28,2025-12-22,5.9,15,MEDIUM,Pending,True,24,Normal
TRC1839,AST0640,SEC040,OHE,Feeder Repair,Joint failure,5,LOW,2025-10-22,2025-10-25,2025-12-31,8.0,5,LOW,Scheduled,True,67,Low
TRC1840,AST0538,SEC013,Insulator,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-03-30,2025-04-01,2025-04-25,10.1,9,MEDIUM,Completed,False,24,Normal
TRC1841,AST0533,SEC008,Feeder,Sectioning Post Maintenance,Isolator defect,5,LOW,2025-06-06,2025-06-06,2025-08-03,9.0,9,LOW,Scheduled,True,58,Low
TRC1842,AST0407,SEC032,Electrical switchgear,Feeder Repair,Insulation breakdown,2,HIGH,2025-09-08,2025-09-08,2025-09-19,5.3,13,HIGH,Completed,False,11,Normal
TRC1843,AST0406,SEC031,Sectioning equipment,Feeder Repair,Overheating,5,LOW,2025-11-22,2025-11-22,2026-01-28,6.7,4,LOW,Scheduled,False,67,Low
TRC1844,AST0450,SEC075,Insulator,OHE Mast Repair,Foundation settlement,4,LOW,2025-03-06,2025-03-08,2025-04-22,9.1,10,LOW,Scheduled,True,45,Low
TRC1845,AST0496,SEC046,OHE,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-07-08,2025-07-10,2025-08-04,2.0,6,MEDIUM,Pending,True,25,Normal
TRC1846,AST0504,SEC054,OHE,Insulator Replacement,Cracked insulator,4,LOW,2025-05-12,2025-05-12,2025-07-11,6.9,14,LOW,Completed,True,60,Low
TRC1847,AST0663,SEC063,Electrical switchgear,Feeder Repair,Cable damage,5,LOW,2025-10-21,2025-10-23,2025-12-22,3.7,7,LOW,Pending,True,60,Low
TRC1848,AST0429,SEC054,Feeder,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-11-18,2025-11-19,2025-12-15,10.5,15,MEDIUM,Pending,False,26,Normal
TRC1849,AST0571,SEC046,Catenary,Insulator Replacement,Mechanical failure,5,LOW,2025-07-25,2025-07-27,2025-10-13,7.7,14,LOW,Scheduled,True,78,Low
TRC1850,AST0418,SEC043,Insulator,Insulator Replacement,Mechanical failure,5,LOW,2025-07-26,2025-07-26,2025-09-17,10.5,9,LOW,In Progress,True,53,Low
TRC1851,AST0667,SEC067,Catenary,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-06-14,2025-06-17,2025-07-17,6.1,10,MEDIUM,Completed,True,30,Normal
TRC1852,AST0422,SEC047,Sectioning equipment,Feeder Repair,Cable damage,4,LOW,2025-01-10,2025-01-10,2025-02-05,9.3,2,LOW,Completed,True,26,Normal
TRC1853,AST0657,SEC057,Pantograph interface,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-04-01,2025-04-03,2025-04-17,4.9,5,HIGH,Completed,False,14,Normal
TRC1854,AST0465,SEC015,Pantograph interface,Feeder Repair,Joint failure,2,HIGH,2025-09-02,2025-09-05,2025-09-15,2.3,9,HIGH,Pending,False,10,Normal
TRC1855,AST0478,SEC028,Sectioning equipment,Feeder Repair,Cable damage,5,LOW,2025-11-14,2025-11-14,2026-01-02,4.6,7,LOW,Scheduled,True,49,Low
TRC1856,AST0415,SEC040,Electrical switchgear,OHE Inspection,Contact wire wear,3,MEDIUM,2025-10-03,2025-10-05,2025-10-25,8.6,14,MEDIUM,Cancelled,True,20,Normal
TRC1857,AST0427,SEC052,Catenary,Transformer Servicing,Bushing defect,3,MEDIUM,2025-06-19,2025-06-20,2025-07-10,7.0,5,MEDIUM,Pending,False,20,Normal
TRC1858,AST0522,SEC072,Insulator,Feeder Repair,Joint failure,3,MEDIUM,2025-09-14,2025-09-17,2025-10-03,7.7,8,MEDIUM,Pending,False,16,Normal
TRC1859,AST0615,SEC015,Electrical switchgear,OHE Inspection,Contact wire wear,3,MEDIUM,2025-10-14,2025-10-17,2025-11-01,8.5,7,MEDIUM,Cancelled,True,15,Normal
TRC1860,AST0585,SEC060,Pantograph interface,Switchgear Maintenance,Arc damage,2,HIGH,2025-07-14,2025-07-17,2025-07-31,8.6,14,HIGH,In Progress,True,14,Normal
TRC1861,AST0671,SEC071,Electrical switchgear,Feeder Repair,Cable damage,4,LOW,2025-06-16,2025-06-17,2025-07-14,8.8,4,LOW,Completed,True,27,Normal
TRC1862,AST0496,SEC046,OHE,OHE Inspection,Stagger fault,4,LOW,2025-05-11,2025-05-14,2025-07-11,1.5,8,LOW,Completed,True,58,Low
TRC1863,AST0655,SEC055,Electrical switchgear,Switchgear Maintenance,Contactor wear,4,LOW,2025-02-09,2025-02-09,2025-04-09,8.7,14,LOW,Completed,False,59,Low
TRC1864,AST0610,SEC010,Insulator,Transformer Servicing,Bushing defect,3,MEDIUM,2025-12-20,2025-12-20,2026-01-18,9.8,6,MEDIUM,In Progress,False,29,Normal
TRC1865,AST0461,SEC011,Feeder,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-05-10,2025-05-12,2025-05-20,3.4,10,HIGH,Scheduled,True,8,Normal
TRC1866,AST0480,SEC030,OHE,Insulator Replacement,Mechanical failure,4,LOW,2025-10-19,2025-10-19,2025-11-15,2.5,14,LOW,Completed,True,27,Normal
TRC1867,AST0468,SEC018,Transformer,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-04-09,2025-04-12,2025-04-28,10.3,11,MEDIUM,Scheduled,True,16,Normal
TRC1868,AST0667,SEC067,Catenary,OHE Mast Repair,Corrosion,5,LOW,2025-01-16,2025-01-16,2025-03-11,4.7,5,LOW,Completed,True,54,Low
TRC1869,AST0452,SEC002,Transformer,Switchgear Maintenance,Arc damage,5,LOW,2025-04-26,2025-04-28,2025-07-25,4.2,4,LOW,Completed,True,88,Low
TRC1870,AST0415,SEC040,Electrical switchgear,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-08-17,2025-08-20,2025-09-07,7.7,4,MEDIUM,Scheduled,False,18,Normal
TRC1871,AST0470,SEC020,Sectioning equipment,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-02-04,2025-02-04,2025-02-18,3.8,15,MEDIUM,Cancelled,True,14,Normal
TRC1872,AST0537,SEC012,Pantograph interface,Catenary Maintenance,Tension deviation,4,LOW,2025-09-13,2025-09-13,2025-10-27,11.3,9,LOW,Pending,False,44,Low
TRC1873,AST0453,SEC003,Feeder,Catenary Maintenance,Registration arm damage,2,HIGH,2025-04-07,2025-04-09,2025-04-18,1.3,2,HIGH,Scheduled,True,9,Normal
TRC1874,AST0417,SEC042,Pantograph interface,OHE Inspection,Stagger fault,3,MEDIUM,2025-12-18,2025-12-20,2026-01-17,6.6,12,MEDIUM,Cancelled,False,28,Normal
TRC1875,AST0475,SEC025,Catenary,Feeder Repair,Joint failure,1,CRITICAL,2025-01-09,2025-01-09,2025-01-15,3.9,10,HIGH,Completed,True,6,Urgent
TRC1876,AST0684,SEC009,Transformer,Insulator Replacement,Flashover damage,3,MEDIUM,2025-11-10,2025-11-11,2025-12-03,8.5,12,MEDIUM,Pending,True,22,Normal
TRC1877,AST0524,SEC074,Transformer,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-04-30,2025-05-01,2025-05-23,8.3,5,MEDIUM,Scheduled,False,22,Normal
TRC1878,AST0626,SEC026,Insulator,Switchgear Maintenance,Contactor wear,5,LOW,2025-05-20,2025-05-23,2025-07-12,11.5,2,LOW,Scheduled,False,50,Low
TRC1879,AST0682,SEC007,Insulator,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-05-13,2025-05-15,2025-05-31,5.4,15,MEDIUM,Completed,False,16,Normal
TRC1880,AST0426,SEC051,Insulator,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-04-05,2025-04-06,2025-05-02,10.3,9,MEDIUM,Completed,True,26,Normal
TRC1881,AST0655,SEC055,Electrical switchgear,OHE Inspection,Stagger fault,4,LOW,2025-07-24,2025-07-26,2025-08-25,10.5,3,LOW,Scheduled,True,30,Normal
TRC1882,AST0695,SEC020,Electrical switchgear,OHE Mast Repair,Bracket damage,5,LOW,2025-03-27,2025-03-29,2025-06-14,7.2,12,LOW,Scheduled,False,77,Low
TRC1883,AST0553,SEC028,Pantograph interface,Feeder Repair,Insulation breakdown,1,CRITICAL,2025-09-16,2025-09-16,2025-09-22,4.1,7,HIGH,Pending,True,6,Urgent
TRC1884,AST0639,SEC039,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-05-07,2025-05-08,2025-05-16,6.9,6,HIGH,Scheduled,True,8,Normal
TRC1885,AST0497,SEC047,Pantograph interface,Transformer Servicing,Winding fault,2,HIGH,2025-05-16,2025-05-17,2025-05-26,4.7,10,HIGH,Completed,True,9,Normal
TRC1886,AST0553,SEC028,Pantograph interface,Insulator Replacement,Mechanical failure,4,LOW,2025-10-15,2025-10-15,2025-11-20,5.5,2,LOW,Scheduled,False,36,Low
TRC1887,AST0471,SEC021,Electrical switchgear,OHE Mast Repair,Bracket damage,2,HIGH,2025-11-05,2025-11-08,2025-11-23,4.7,7,HIGH,Pending,False,15,Normal
TRC1888,AST0536,SEC011,OHE,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-10-22,2025-10-22,2025-11-25,1.6,2,LOW,Completed,False,34,Low
TRC1889,AST0674,SEC074,Insulator,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-09-07,2025-09-09,2025-10-15,4.1,6,LOW,Completed,False,36,Low
TRC1890,AST0484,SEC034,Transformer,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-04-10,2025-04-10,2025-05-31,1.5,14,LOW,In Progress,False,51,Low
TRC1891,AST0469,SEC019,Feeder,OHE Mast Repair,Corrosion,4,LOW,2025-12-08,2025-12-08,2026-01-21,4.0,11,LOW,Scheduled,True,44,Low
TRC1892,AST0566,SEC041,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-06-09,2025-06-09,2025-07-09,2.7,12,MEDIUM,Completed,True,30,Normal
TRC1893,AST0618,SEC018,Insulator,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-11-12,2025-11-13,2025-12-02,10.1,11,MEDIUM,Pending,True,19,Normal
TRC1894,AST0572,SEC047,Transformer,Sectioning Post Maintenance,Isolator defect,1,CRITICAL,2025-11-10,2025-11-10,2025-11-17,3.9,3,HIGH,Scheduled,False,7,Urgent
TRC1895,AST0410,SEC035,Insulator,Catenary Maintenance,Splice joint fault,5,LOW,2025-02-21,2025-02-23,2025-04-07,1.8,8,LOW,Scheduled,False,43,Low
TRC1896,AST0510,SEC060,Sectioning equipment,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-03-10,2025-03-11,2025-04-04,2.1,8,MEDIUM,Completed,True,24,Normal
TRC1897,AST0455,SEC005,Electrical switchgear,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-04-06,2025-04-06,2025-04-19,3.9,9,HIGH,Pending,True,13,Normal
TRC1898,AST0645,SEC045,Feeder,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-09-09,2025-09-12,2025-09-19,5.5,12,HIGH,Scheduled,True,7,Urgent
TRC1899,AST0642,SEC042,Insulator,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-03-19,2025-03-19,2025-04-02,6.1,13,MEDIUM,Completed,False,14,Normal
TRC1900,AST0481,SEC031,Pantograph interface,Insulator Replacement,Pollution deposit,2,HIGH,2025-04-25,2025-04-27,2025-05-04,11.1,2,HIGH,Completed,False,7,Urgent
TRC1901,AST0517,SEC067,Feeder,OHE Mast Repair,Bracket damage,5,LOW,2025-07-02,2025-07-02,2025-09-21,10.7,4,LOW,Pending,True,81,Low
TRC1902,AST0648,SEC048,OHE,Transformer Servicing,Winding fault,4,LOW,2025-04-30,2025-05-03,2025-06-21,2.5,11,LOW,Completed,True,49,Low
TRC1903,AST0592,SEC067,OHE,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-08-29,2025-09-01,2025-09-29,10.3,13,MEDIUM,Completed,True,28,Normal
TRC1904,AST0587,SEC062,Catenary,Switchgear Maintenance,Arc damage,5,LOW,2025-12-12,2025-12-13,2026-02-05,10.3,15,LOW,Completed,True,54,Low
TRC1905,AST0544,SEC019,OHE,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-06-18,2025-06-20,2025-07-31,8.8,15,LOW,Scheduled,True,41,Low
TRC1906,AST0550,SEC025,Sectioning equipment,Insulator Replacement,Flashover damage,3,MEDIUM,2025-12-07,2025-12-09,2026-01-05,10.3,6,MEDIUM,Cancelled,False,27,Normal
TRC1907,AST0612,SEC012,Transformer,Catenary Maintenance,Catenary sag,2,HIGH,2025-08-28,2025-08-31,2025-09-15,9.4,2,HIGH,Completed,False,15,Normal
TRC1908,AST0663,SEC063,Electrical switchgear,Transformer Servicing,Cooling system failure,5,LOW,2025-11-07,2025-11-10,2026-01-20,2.0,3,LOW,Cancelled,True,71,Low
TRC1909,AST0606,SEC006,Sectioning equipment,Insulator Replacement,Flashover damage,4,LOW,2025-02-14,2025-02-16,2025-03-16,4.8,14,LOW,Completed,True,28,Normal
TRC1910,AST0539,SEC014,Catenary,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-09-22,2025-09-23,2025-10-18,2.0,12,MEDIUM,Pending,True,25,Normal
TRC1911,AST0626,SEC026,Insulator,OHE Inspection,Dropper defect,1,CRITICAL,2025-04-15,2025-04-17,2025-04-22,1.2,3,HIGH,Scheduled,True,5,Urgent
TRC1912,AST0512,SEC062,OHE,OHE Inspection,Dropper defect,1,CRITICAL,2025-06-19,2025-06-22,2025-06-26,5.2,3,HIGH,Completed,True,4,Urgent
TRC1913,AST0526,SEC001,Sectioning equipment,OHE Inspection,Dropper defect,4,LOW,2025-08-18,2025-08-21,2025-10-20,4.6,9,LOW,Completed,True,60,Low
TRC1914,AST0411,SEC036,Catenary,OHE Inspection,Height deviation,2,HIGH,2025-10-05,2025-10-06,2025-10-14,3.0,15,HIGH,Cancelled,True,8,Normal
TRC1915,AST0571,SEC046,Catenary,OHE Mast Repair,Foundation settlement,2,HIGH,2025-05-12,2025-05-15,2025-05-23,3.3,12,HIGH,Scheduled,True,8,Normal
TRC1916,AST0515,SEC065,Catenary,OHE Inspection,Contact wire wear,1,CRITICAL,2025-05-20,2025-05-21,2025-05-26,9.7,11,HIGH,Completed,True,5,Urgent
TRC1917,AST0401,SEC026,Pantograph interface,Transformer Servicing,Bushing defect,2,HIGH,2025-10-18,2025-10-18,2025-10-29,6.5,9,HIGH,Completed,False,11,Normal
TRC1918,AST0604,SEC004,Transformer,Catenary Maintenance,Tension deviation,4,LOW,2025-11-21,2025-11-21,2026-01-10,10.3,14,LOW,Completed,True,50,Low
TRC1919,AST0624,SEC024,OHE,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-10-01,2025-10-04,2025-10-18,11.9,15,MEDIUM,Scheduled,True,14,Normal
TRC1920,AST0588,SEC063,Transformer,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-08-18,2025-08-20,2025-09-03,7.3,10,MEDIUM,Completed,True,14,Normal
TRC1921,AST0471,SEC021,Electrical switchgear,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-07-05,2025-07-08,2025-07-25,8.4,6,MEDIUM,Pending,False,17,Normal
TRC1922,AST0429,SEC054,Feeder,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-06-28,2025-06-29,2025-07-15,8.9,14,MEDIUM,Completed,True,16,Normal
TRC1923,AST0500,SEC050,Transformer,Transformer Servicing,Winding fault,5,LOW,2025-04-20,2025-04-20,2025-06-09,5.6,5,LOW,Completed,False,50,Low
TRC1924,AST0563,SEC038,Catenary,Insulator Replacement,Pollution deposit,4,LOW,2025-03-02,2025-03-04,2025-04-01,6.3,11,LOW,Cancelled,True,28,Normal
TRC1925,AST0442,SEC067,Insulator,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-05-09,2025-05-09,2025-06-02,7.2,4,MEDIUM,Completed,False,24,Normal
TRC1926,AST0425,SEC050,Pantograph interface,Insulator Replacement,Mechanical failure,2,HIGH,2025-11-10,2025-11-12,2025-11-22,7.6,14,HIGH,Pending,False,10,Normal
TRC1927,AST0627,SEC027,Catenary,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-09-22,2025-09-25,2025-10-13,6.9,2,MEDIUM,Cancelled,True,18,Normal
TRC1928,AST0569,SEC044,Pantograph interface,Insulator Replacement,Flashover damage,3,MEDIUM,2025-01-12,2025-01-12,2025-02-09,2.2,7,MEDIUM,Pending,False,28,Normal
TRC1929,AST0660,SEC060,Transformer,Catenary Maintenance,Registration arm damage,4,LOW,2025-11-15,2025-11-15,2026-01-13,2.2,4,LOW,Completed,False,59,Low
TRC1930,AST0415,SEC040,Electrical switchgear,OHE Mast Repair,Foundation settlement,1,CRITICAL,2025-01-22,2025-01-24,2025-01-30,8.6,4,HIGH,Cancelled,True,6,Urgent
TRC1931,AST0471,SEC021,Electrical switchgear,Feeder Repair,Cable damage,3,MEDIUM,2025-07-06,2025-07-09,2025-08-08,2.7,4,MEDIUM,Pending,False,30,Normal
TRC1932,AST0509,SEC059,Feeder,Insulator Replacement,Flashover damage,2,HIGH,2025-02-15,2025-02-16,2025-02-27,8.3,4,HIGH,Completed,True,11,Normal
TRC1933,AST0493,SEC043,Feeder,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-06-09,2025-06-10,2025-07-02,2.8,12,MEDIUM,Pending,True,22,Normal
TRC1934,AST0698,SEC023,Insulator,Insulator Replacement,Pollution deposit,1,CRITICAL,2025-12-01,2025-12-01,2025-12-08,5.5,6,HIGH,Scheduled,False,7,Urgent
TRC1935,AST0497,SEC047,Pantograph interface,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-08-28,2025-08-28,2025-09-16,7.9,3,MEDIUM,Completed,False,19,Normal
TRC1936,AST0662,SEC062,Sectioning equipment,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-10-07,2025-10-08,2025-10-28,8.9,3,MEDIUM,Completed,True,20,Normal
TRC1937,AST0452,SEC002,Transformer,OHE Inspection,Stagger fault,1,CRITICAL,2025-07-24,2025-07-27,2025-07-31,2.1,2,HIGH,Completed,False,4,Urgent
