task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required
TRC1508,AST0500,SEC050,Transformer,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-02-06,2025-02-07,2025-02-14,4.6,8,HIGH,Completed,True
TRC1509,AST0591,SEC066,Electrical switchgear,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-11-21,2025-11-21,2025-12-11,5.6,15,MEDIUM,Scheduled,True
TRC1510,AST0568,SEC043,OHE,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-11-25,2025-11-27,2025-12-17,3.4,15,MEDIUM,Completed,True
TRC1511,AST0506,SEC056,Insulator,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-06-09,2025-06-09,2025-07-09,11.5,5,MEDIUM,Completed,False
TRC1512,AST0694,SEC019,Sectioning equipment,Feeder Repair,Overheating,4,LOW,2025-09-30,2025-10-01,2025-11-25,3.8,6,LOW,Pending,True
TRC1513,AST0556,SEC031,Transformer,Feeder Repair,Insulation breakdown,4,LOW,2025-04-05,2025-04-08,2025-05-30,11.0,11,LOW,Scheduled,False
TRC1514,AST0627,SEC027,Catenary,Feeder Repair,Cable damage,3,MEDIUM,2025-09-19,2025-09-20,2025-10-08,6.0,14,MEDIUM,Pending,True
TRC1515,AST0649,SEC049,Pantograph interface,Feeder Repair,Cable damage,5,LOW,2025-05-13,2025-05-13,2025-06-25,11.4,2,LOW,Completed,True
TRC1516,AST0497,SEC047,Pantograph interface,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-02-23,2025-02-23,2025-03-12,5.1,8,MEDIUM,Scheduled,True
TRC1517,AST0483,SEC033,Catenary,Feeder Repair,Joint failure,3,MEDIUM,2025-05-08,2025-05-11,2025-06-05,6.3,13,MEDIUM,Cancelled,True
TRC1518,AST0687,SEC012,Electrical switchgear,Insulator Replacement,Pollution deposit,2,HIGH,2025-10-14,2025-10-17,2025-10-29,4.6,2,HIGH,In Progress,True
TRC1519,AST0581,SEC056,Feeder,OHE Mast Repair,Bracket damage,4,LOW,2025-03-03,2025-03-04,2025-04-25,3.6,6,LOW,Pending,True
TRC1520,AST0470,SEC020,Sectioning equipment,OHE Inspection,Stagger fault,4,LOW,2025-05-12,2025-05-13,2025-06-13,1.7,9,LOW,Scheduled,True
TRC1521,AST0636,SEC036,Transformer,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-07-14,2025-07-16,2025-08-01,11.9,2,MEDIUM,Scheduled,True
TRC1522,AST0448,SEC073,OHE,Transformer Servicing,Winding fault,1,CRITICAL,2025-01-28,2025-01-31,2025-02-04,1.9,11,HIGH,Pending,True
TRC1523,AST0432,SEC057,OHE,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-10-17,2025-10-18,2025-11-12,6.8,9,MEDIUM,Completed,True
TRC1524,AST0473,SEC023,Pantograph interface,OHE Mast Repair,Corrosion,2,HIGH,2025-07-16,2025-07-18,2025-07-29,6.4,4,HIGH,Completed,False
TRC1525,AST0490,SEC040,Insulator,Catenary Maintenance,Catenary sag,2,HIGH,2025-01-09,2025-01-09,2025-01-16,6.2,9,HIGH,Pending,False
TRC1526,AST0673,SEC073,Pantograph interface,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-08-09,2025-08-11,2025-10-02,10.3,13,LOW,In Progress,False
TRC1527,AST0511,SEC061,Electrical switchgear,OHE Inspection,Dropper defect,3,MEDIUM,2025-05-10,2025-05-13,2025-06-03,10.9,11,MEDIUM,Completed,False
TRC1528,AST0673,SEC073,Pantograph interface,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-04-24,2025-04-27,2025-05-23,10.6,15,MEDIUM,Completed,False
TRC1529,AST0437,SEC062,Feeder,OHE Inspection,Contact wire wear,2,HIGH,2025-05-20,2025-05-23,2025-06-06,10.8,3,HIGH,Completed,True
TRC1530,AST0489,SEC039,Pantograph interface,OHE Inspection,Dropper defect,4,LOW,2025-08-04,2025-08-05,2025-09-18,5.7,2,LOW,Scheduled,True
TRC1531,AST0531,SEC006,Catenary,OHE Inspection,Stagger fault,4,LOW,2025-07-21,2025-07-21,2025-08-30,2.9,10,LOW,Cancelled,False
TRC1532,AST0405,SEC030,Feeder,OHE Inspection,Height deviation,1,CRITICAL,2025-05-30,2025-05-31,2025-06-05,2.8,5,HIGH,Completed,True
TRC1533,AST0503,SEC053,Electrical switchgear,Sectioning Post Maintenance,Isolator defect,5,LOW,2025-01-23,2025-01-23,2025-04-21,4.1,10,LOW,Completed,False
TRC1534,AST0529,SEC004,Pantograph interface,Transformer Servicing,Winding fault,4,LOW,2025-05-20,2025-05-22,2025-07-01,10.6,13,LOW,Pending,False
TRC1535,AST0581,SEC056,Feeder,OHE Mast Repair,Bracket damage,1,CRITICAL,2025-08-15,2025-08-15,2025-08-20,9.8,15,HIGH,Completed,True
TRC1536,AST0414,SEC039,Sectioning equipment,OHE Mast Repair,Guy wire slack,4,LOW,2025-10-01,2025-10-03,2025-11-24,10.0,13,LOW,Pending,True
TRC1537,AST0470,SEC020,Sectioning equipment,Switchgear Maintenance,Contactor wear,5,LOW,2025-02-21,2025-02-21,2025-04-05,2.7,11,LOW,Cancelled,False
TRC1538,AST0413,SEC038,Feeder,OHE Inspection,Height deviation,4,LOW,2025-01-22,2025-01-22,2025-03-08,5.9,4,LOW,Completed,True
TRC1539,AST0548,SEC023,Transformer,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-08-29,2025-08-30,2025-09-28,4.3,3,MEDIUM,Completed,True
TRC1540,AST0669,SEC069,Feeder,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-11-04,2025-11-07,2025-12-06,6.4,5,MEDIUM,In Progress,True
TRC1541,AST0433,SEC058,Pantograph interface,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-07-12,2025-07-15,2025-08-14,11.5,13,MEDIUM,Scheduled,True
TRC1542,AST0627,SEC027,Catenary,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-04-10,2025-04-13,2025-06-08,6.0,2,LOW,Cancelled,True
TRC1543,AST0700,SEC025,Transformer,Insulator Replacement,Mechanical failure,2,HIGH,2025-10-06,2025-10-06,2025-10-17,2.2,5,HIGH,Completed,False
TRC1544,AST0483,SEC033,Catenary,OHE Inspection,Stagger fault,4,LOW,2024-12-31,2025-01-03,2025-02-25,1.0,6,LOW,Completed,True
TRC1545,AST0476,SEC026,Transformer,Feeder Repair,Joint failure,4,LOW,2025-12-17,2025-12-20,2026-01-28,3.8,8,LOW,Pending,False
TRC1546,AST0661,SEC061,Feeder,OHE Mast Repair,Corrosion,4,LOW,2025-12-15,2025-12-17,2026-01-13,9.0,4,LOW,Pending,True
TRC1547,AST0643,SEC043,Catenary,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-10-28,2025-10-31,2025-11-14,7.6,14,MEDIUM,Pending,True
TRC1548,AST0565,SEC040,Feeder,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-04-24,2025-04-27,2025-05-16,9.4,12,MEDIUM,Scheduled,True
TRC1549,AST0562,SEC037,Insulator,Insulator Replacement,Flashover damage,3,MEDIUM,2025-08-13,2025-08-16,2025-09-12,6.9,2,MEDIUM,Pending,False
TRC1550,AST0580,SEC055,Transformer,Insulator Replacement,Cracked insulator,1,CRITICAL,2025-12-08,2025-12-08,2025-12-14,10.7,2,HIGH,Completed,False
TRC1551,AST0465,SEC015,Pantograph interface,Switchgear Maintenance,Contactor wear,4,LOW,2025-02-01,2025-02-01,2025-03-28,1.5,11,LOW,Pending,True
TRC1552,AST0493,SEC043,Feeder,OHE Inspection,Height deviation,3,MEDIUM,2025-12-07,2025-12-08,2025-12-24,4.5,2,MEDIUM,Scheduled,True
TRC1553,AST0665,SEC065,Pantograph interface,Feeder Repair,Joint failure,3,MEDIUM,2025-07-08,2025-07-09,2025-08-02,7.5,6,MEDIUM,Scheduled,True
TRC1554,AST0497,SEC047,Pantograph interface,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-07-20,2025-07-22,2025-07-30,9.7,10,HIGH,In Progress,True
TRC1555,AST0469,SEC019,Feeder,Feeder Repair,Joint failure,3,MEDIUM,2024-12-31,2025-01-02,2025-01-29,5.2,8,MEDIUM,Completed,True
TRC1556,AST0536,SEC011,OHE,Insulator Replacement,Flashover damage,4,LOW,2025-11-27,2025-11-28,2026-01-05,10.1,2,LOW,Pending,True
TRC1557,AST0462,SEC012,Sectioning equipment,Feeder Repair,Joint failure,3,MEDIUM,2025-06-29,2025-06-30,2025-07-25,10.9,14,MEDIUM,Scheduled,True
TRC1558,AST0538,SEC013,Insulator,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-04-30,2025-05-03,2025-05-31,8.6,6,LOW,Cancelled,True
TRC1559,AST0631,SEC031,Electrical switchgear,OHE Inspection,Height deviation,3,MEDIUM,2025-12-05,2025-12-08,2025-12-28,1.4,14,MEDIUM,Completed,True
TRC1560,AST0530,SEC005,Insulator,Insulator Replacement,Pollution deposit,2,HIGH,2025-12-14,2025-12-17,2026-01-01,9.7,9,HIGH,Completed,True
TRC1561,AST0657,SEC057,Pantograph interface,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-06-28,2025-06-29,2025-07-27,5.1,2,MEDIUM,Scheduled,False
TRC1562,AST0422,SEC047,Sectioning equipment,Sectioning Post Maintenance,Interrupter fault,5,LOW,2025-01-22,2025-01-24,2025-04-21,9.0,12,LOW,Pending,True
TRC1563,AST0530,SEC005,Insulator,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-11-07,2025-11-10,2025-11-27,10.5,2,MEDIUM,Completed,True
TRC1564,AST0551,SEC026,Electrical switchgear,Insulator Replacement,Cracked insulator,1,CRITICAL,2025-08-05,2025-08-05,2025-08-12,2.8,7,HIGH,Completed,False
TRC1565,AST0556,SEC031,Transformer,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-03-27,2025-03-27,2025-04-16,4.0,6,MEDIUM,Cancelled,False
TRC1566,AST0537,SEC012,Pantograph interface,Feeder Repair,Insulation breakdown,4,LOW,2025-08-03,2025-08-06,2025-09-01,6.5,4,LOW,Completed,True
TRC1567,AST0606,SEC006,Sectioning equipment,Feeder Repair,Joint failure,1,CRITICAL,2025-08-24,2025-08-26,2025-09-02,6.5,3,HIGH,In Progress,True
TRC1568,AST0673,SEC073,Pantograph interface,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-07-15,2025-07-16,2025-08-11,6.2,9,MEDIUM,Cancelled,True
TRC1569,AST0556,SEC031,Transformer,Insulator Replacement,Cracked insulator,1,CRITICAL,2025-10-27,2025-10-27,2025-11-01,4.4,2,HIGH,Pending,False
TRC1570,AST0415,SEC040,Electrical switchgear,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-08-21,2025-08-23,2025-09-06,9.8,6,MEDIUM,Pending,False
TRC1571,AST0645,SEC045,Feeder,OHE Inspection,Height deviation,1,CRITICAL,2025-07-16,2025-07-16,2025-07-19,10.2,15,HIGH,Pending,True
TRC1572,AST0497,SEC047,Pantograph interface,Catenary Maintenance,Splice joint fault,4,LOW,2025-12-16,2025-12-19,2026-02-07,6.1,10,LOW,In Progress,True
TRC1573,AST0545,SEC020,Pantograph interface,Feeder Repair,Cable damage,3,MEDIUM,2025-01-05,2025-01-07,2025-01-24,6.8,3,MEDIUM,In Progress,False
TRC1574,AST0638,SEC038,Sectioning equipment,OHE Inspection,Height deviation,3,MEDIUM,2025-06-03,2025-06-06,2025-06-27,5.5,5,MEDIUM,Cancelled,True
TRC1575,AST0628,SEC028,Transformer,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-02-24,2025-02-25,2025-03-20,2.6,2,MEDIUM,In Progress,False
TRC1576,AST0504,SEC054,OHE,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-04-17,2025-04-18,2025-05-10,10.2,2,MEDIUM,Completed,True
TRC1577,AST0657,SEC057,Pantograph interface,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-02-26,2025-02-26,2025-03-12,9.5,6,MEDIUM,In Progress,True
TRC1578,AST0427,SEC052,Catenary,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,2025-07-07,2025-07-07,2025-07-12,7.6,10,HIGH,Cancelled,True
TRC1579,AST0434,SEC059,Insulator,Catenary Maintenance,Catenary sag,5,LOW,2025-08-21,2025-08-23,2025-11-10,11.0,7,LOW,Completed,False
TRC1580,AST0447,SEC072,Electrical switchgear,OHE Mast Repair,Corrosion,5,LOW,2025-07-03,2025-07-03,2025-09-07,5.6,6,LOW,Completed,True
TRC1581,AST0649,SEC049,Pantograph interface,OHE Inspection,Contact wire wear,2,HIGH,2025-09-28,2025-09-29,2025-10-12,3.7,10,HIGH,Cancelled,False
TRC1582,AST0504,SEC054,OHE,Transformer Servicing,Winding fault,1,CRITICAL,2025-04-16,2025-04-19,2025-04-25,3.2,11,HIGH,Completed,True
TRC1583,AST0600,SEC075,OHE,Insulator Replacement,Flashover damage,4,LOW,2025-06-20,2025-06-21,2025-08-17,8.2,4,LOW,Pending,True
TRC1584,AST0553,SEC028,Pantograph interface,Insulator Replacement,Cracked insulator,3,MEDIUM,2025-03-19,2025-03-22,2025-04-10,8.2,11,MEDIUM,Scheduled,False
TRC1585,AST0616,SEC016,OHE,OHE Inspection,Dropper defect,3,MEDIUM,2025-01-04,2025-01-05,2025-01-27,10.3,4,MEDIUM,Completed,False
TRC1586,AST0419,SEC044,Catenary,OHE Inspection,Contact wire wear,2,HIGH,2025-11-12,2025-11-14,2025-11-29,6.0,12,HIGH,Pending,True
TRC1587,AST0446,SEC071,Sectioning equipment,Feeder Repair,Insulation breakdown,4,LOW,2025-05-07,2025-05-07,2025-06-01,10.2,12,LOW,Pending,True
TRC1588,AST0520,SEC070,OHE,OHE Mast Repair,Corrosion,4,LOW,2025-04-09,2025-04-09,2025-05-25,3.0,11,LOW,Completed,True
TRC1589,AST0620,SEC020,Transformer,OHE Inspection,Stagger fault,3,MEDIUM,2025-02-03,2025-02-05,2025-02-28,5.4,4,MEDIUM,Scheduled,True
TRC1590,AST0526,SEC001,Sectioning equipment,Feeder Repair,Insulation breakdown,4,LOW,2025-09-20,2025-09-20,2025-10-17,2.8,9,LOW,Pending,True
TRC1591,AST0487,SEC037,Electrical switchgear,Feeder Repair,Joint failure,3,MEDIUM,2025-02-28,2025-03-03,2025-03-30,3.1,5,MEDIUM,Completed,True
TRC1592,AST0597,SEC072,Feeder,Transformer Servicing,Winding fault,2,HIGH,2025-02-05,2025-02-05,2025-02-18,1.6,6,HIGH,Scheduled,True
TRC1593,AST0661,SEC061,Feeder,Catenary Maintenance,Splice joint fault,4,LOW,2025-11-03,2025-11-05,2025-12-25,3.8,2,LOW,Scheduled,True
TRC1594,AST0662,SEC062,Sectioning equipment,Feeder Repair,Cable damage,1,CRITICAL,2025-12-17,2025-12-19,2025-12-22,5.5,5,HIGH,Pending,True
TRC1595,AST0452,SEC002,Transformer,OHE Inspection,Contact wire wear,4,LOW,2025-06-09,2025-06-09,2025-07-19,2.7,15,LOW,Cancelled,True
TRC1596,AST0639,SEC039,Electrical switchgear,Catenary Maintenance,Splice joint fault,2,HIGH,2025-03-10,2025-03-13,2025-03-25,1.6,2,HIGH,Completed,True
TRC1597,AST0597,SEC072,Feeder,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-01-26,2025-01-29,2025-02-22,7.3,3,MEDIUM,Pending,True
TRC1598,AST0511,SEC061,Electrical switchgear,Feeder Repair,Cable damage,1,CRITICAL,2025-07-08,2025-07-10,2025-07-15,3.4,14,HIGH,Completed,False
TRC1599,AST0634,SEC034,Insulator,OHE Inspection,Contact wire wear,3,MEDIUM,2025-08-16,2025-08-16,2025-09-06,9.5,10,MEDIUM,Pending,False
TRC1600,AST0529,SEC004,Pantograph interface,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-01-14,2025-01-15,2025-02-08,11.8,10,MEDIUM,Completed,True
TRC1601,AST0496,SEC046,OHE,OHE Mast Repair,Bracket damage,4,LOW,2025-05-06,2025-05-09,2025-07-01,3.9,13,LOW,Completed,True
TRC1602,AST0547,SEC022,Catenary,OHE Inspection,Dropper defect,4,LOW,2025-01-20,2025-01-22,2025-02-23,5.7,14,LOW,Pending,True
TRC1603,AST0642,SEC042,Insulator,Feeder Repair,Overheating,4,LOW,2025-12-11,2025-12-12,2026-01-14,8.9,12,LOW,Pending,False
TRC1604,AST0652,SEC052,Transformer,Insulator Replacement,Mechanical failure,4,LOW,2025-09-22,2025-09-24,2025-10-29,8.7,6,LOW,Cancelled,True
TRC1605,AST0427,SEC052,Catenary,Transformer Servicing,Winding fault,3,MEDIUM,2025-07-10,2025-07-12,2025-07-28,10.2,7,MEDIUM,Pending,True
TRC1606,AST0622,SEC022,Sectioning equipment,OHE Inspection,Stagger fault,2,HIGH,2025-01-02,2025-01-03,2025-01-18,11.8,7,HIGH,Pending,False
TRC1607,AST0538,SEC013,Insulator,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-12-14,2025-12-17,2026-01-14,4.6,9,MEDIUM,Completed,False
TRC1608,AST0412,SEC037,Transformer,OHE Mast Repair,Foundation settlement,1,CRITICAL,2025-05-28,2025-05-31,2025-06-05,2.4,14,HIGH,Pending,True
TRC1609,AST0552,SEC027,OHE,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-01-15,2025-01-16,2025-03-16,9.0,14,LOW,Cancelled,True
TRC1610,AST0646,SEC046,Sectioning equipment,Transformer Servicing,Winding fault,1,CRITICAL,2025-11-16,2025-11-17,2025-11-22,3.7,11,HIGH,Pending,True
TRC1611,AST0432,SEC057,OHE,OHE Inspection,Height deviation,4,LOW,2025-06-15,2025-06-16,2025-08-09,3.3,4,LOW,Pending,True
TRC1612,AST0469,SEC019,Feeder,Sectioning Post Maintenance,Isolator defect,2,HIGH,2025-10-20,2025-10-20,2025-11-04,6.9,6,HIGH,In Progress,True
TRC1613,AST0682,SEC007,Insulator,OHE Mast Repair,Corrosion,3,MEDIUM,2025-10-22,2025-10-22,2025-11-13,6.6,7,MEDIUM,Pending,True
TRC1614,AST0489,SEC039,Pantograph interface,Feeder Repair,Insulation breakdown,1,CRITICAL,2025-05-21,2025-05-21,2025-05-28,8.9,7,HIGH,Completed,False
TRC1615,AST0555,SEC030,Catenary,OHE Mast Repair,Guy wire slack,4,LOW,2025-10-02,2025-10-03,2025-11-16,4.1,10,LOW,Scheduled,True
TRC1616,AST0535,SEC010,Electrical switchgear,Feeder Repair,Overheating,2,HIGH,2025-05-27,2025-05-27,2025-06-10,11.0,11,HIGH,Scheduled,False
TRC1617,AST0615,SEC015,Electrical switchgear,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-10-01,2025-10-01,2025-10-26,3.6,12,MEDIUM,Completed,False
TRC1618,AST0413,SEC038,Feeder,Feeder Repair,Insulation breakdown,2,HIGH,2025-04-04,2025-04-05,2025-04-16,8.3,3,HIGH,Completed,True
TRC1619,AST0407,SEC032,Electrical switchgear,Insulator Replacement,Mechanical failure,4,LOW,2025-12-17,2025-12-18,2026-01-18,10.0,2,LOW,Pending,True
TRC1620,AST0677,SEC002,Feeder,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-09-04,2025-09-07,2025-09-15,5.8,6,HIGH,Pending,True
TRC1621,AST0439,SEC064,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-07-30,2025-08-02,2025-08-27,10.0,11,MEDIUM,In Progress,True
TRC1622,AST0655,SEC055,Electrical switchgear,OHE Inspection,Contact wire wear,5,LOW,2025-06-02,2025-06-03,2025-08-17,1.1,7,LOW,Scheduled,False
TRC1623,AST0452,SEC002,Transformer,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-12-10,2025-12-11,2025-12-24,10.7,7,HIGH,Pending,True
TRC1624,AST0592,SEC067,OHE,OHE Mast Repair,Foundation settlement,1,CRITICAL,2025-09-15,2025-09-16,2025-09-20,2.9,15,HIGH,Completed,True
TRC1625,AST0562,SEC037,Insulator,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-11-01,2025-11-03,2025-12-26,9.7,5,LOW,In Progress,False
TRC1626,AST0428,SEC053,Transformer,Catenary Maintenance,Registration arm damage,5,LOW,2025-10-23,2025-10-24,2025-12-25,11.5,9,LOW,Pending,False
TRC1627,AST0588,SEC063,Transformer,OHE Inspection,Contact wire wear,4,LOW,2025-09-29,2025-09-29,2025-11-19,2.1,12,LOW,Completed,True
TRC1628,AST0433,SEC058,Pantograph interface,Feeder Repair,Joint failure,3,MEDIUM,2025-04-18,2025-04-18,2025-05-17,3.0,12,MEDIUM,Scheduled,True
TRC1629,AST0669,SEC069,Feeder,OHE Mast Repair,Foundation settlement,5,LOW,2025-12-08,2025-12-08,2026-03-01,5.9,4,LOW,Completed,True
TRC1630,AST0477,SEC027,Feeder,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-05-25,2025-05-28,2025-06-21,1.4,8,MEDIUM,Pending,True
TRC1631,AST0699,SEC024,Catenary,Catenary Maintenance,Registration arm damage,5,LOW,2025-01-13,2025-01-15,2025-03-03,1.3,12,LOW,Pending,True
TRC1632,AST0655,SEC055,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,1,CRITICAL,2025-01-09,2025-01-12,2025-01-15,11.0,6,HIGH,Pending,False
TRC1633,AST0487,SEC037,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-08-01,2025-08-03,2025-09-18,9.9,2,LOW,In Progress,True
TRC1634,AST0414,SEC039,Sectioning equipment,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-02-18,2025-02-19,2025-03-05,8.1,2,MEDIUM,Scheduled,True
TRC1635,AST0695,SEC020,Electrical switchgear,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-01-27,2025-01-29,2025-02-20,10.5,2,MEDIUM,Scheduled,True
TRC1636,AST0443,SEC068,Catenary,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-07-12,2025-07-15,2025-08-14,5.5,2,MEDIUM,Completed,True
TRC1637,AST0491,SEC041,Catenary,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-06-21,2025-06-22,2025-07-18,1.3,13,LOW,Scheduled,True
TRC1638,AST0668,SEC068,Transformer,Transformer Servicing,Winding fault,3,MEDIUM,2025-09-18,2025-09-19,2025-10-08,10.5,14,MEDIUM,Completed,False
TRC1639,AST0617,SEC017,Pantograph interface,OHE Mast Repair,Bracket damage,5,LOW,2025-03-11,2025-03-13,2025-06-06,11.7,4,LOW,In Progress,True
TRC1640,AST0436,SEC061,Transformer,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-08-26,2025-08-27,2025-09-11,6.7,9,MEDIUM,Completed,True
TRC1641,AST0578,SEC053,Insulator,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-02-16,2025-02-17,2025-03-03,6.7,5,MEDIUM,Completed,True
TRC1642,AST0700,SEC025,Transformer,OHE Mast Repair,Corrosion,5,LOW,2025-04-16,2025-04-17,2025-06-13,5.3,2,LOW,Scheduled,False
TRC1643,AST0557,SEC032,Feeder,Switchgear Maintenance,Arc damage,2,HIGH,2025-01-13,2025-01-14,2025-01-22,5.9,4,HIGH,In Progress,True
TRC1644,AST0457,SEC007,Pantograph interface,Switchgear Maintenance,Arc damage,4,LOW,2025-06-19,2025-06-22,2025-08-07,4.4,9,LOW,Pending,True
TRC1645,AST0430,SEC055,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,5,LOW,2025-12-11,2025-12-11,2026-02-12,6.0,4,LOW,Scheduled,True
TRC1646,AST0555,SEC030,Catenary,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-10-16,2025-10-19,2025-11-17,6.3,7,MEDIUM,Pending,True
TRC1647,AST0661,SEC061,Feeder,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-03-22,2025-03-22,2025-04-11,6.9,10,MEDIUM,Scheduled,True
TRC1648,AST0481,SEC031,Pantograph interface,OHE Mast Repair,Guy wire slack,4,LOW,2025-01-03,2025-01-06,2025-02-11,7.8,13,LOW,Pending,False
TRC1649,AST0566,SEC041,Sectioning equipment,Catenary Maintenance,Splice joint fault,4,LOW,2025-11-09,2025-11-09,2025-12-31,2.6,10,LOW,Scheduled,True
TRC1650,AST0432,SEC057,OHE,Feeder Repair,Insulation breakdown,2,HIGH,2025-02-25,2025-02-25,2025-03-11,2.4,3,HIGH,Completed,True
TRC1651,AST0417,SEC042,Pantograph interface,Insulator Replacement,Mechanical failure,1,CRITICAL,2025-01-04,2025-01-05,2025-01-10,4.9,2,HIGH,Cancelled,True
TRC1652,AST0670,SEC070,Sectioning equipment,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-07-12,2025-07-15,2025-08-07,4.7,4,MEDIUM,Scheduled,True
TRC1653,AST0581,SEC056,Feeder,Transformer Servicing,Oil leak,1,CRITICAL,2025-01-01,2025-01-03,2025-01-08,7.5,10,HIGH,Completed,False
TRC1654,AST0676,SEC001,Transformer,Insulator Replacement,Flashover damage,2,HIGH,2025-06-29,2025-07-02,2025-07-15,2.7,6,HIGH,Cancelled,True
TRC1655,AST0644,SEC044,Transformer,Insulator Replacement,Mechanical failure,4,LOW,2025-02-18,2025-02-20,2025-03-25,7.0,6,LOW,Completed,False
TRC1656,AST0582,SEC057,Sectioning equipment,Transformer Servicing,Winding fault,3,MEDIUM,2025-11-18,2025-11-19,2025-12-10,1.9,6,MEDIUM,Cancelled,True
TRC1657,AST0583,SEC058,Electrical switchgear,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-09-04,2025-09-04,2025-09-29,11.5,6,MEDIUM,Cancelled,True
TRC1658,AST0594,SEC069,Insulator,Catenary Maintenance,Registration arm damage,1,CRITICAL,2025-07-24,2025-07-25,2025-07-29,10.2,10,HIGH,Completed,False
TRC1659,AST0566,SEC041,Sectioning equipment,Transformer Servicing,Bushing defect,2,HIGH,2025-01-16,2025-01-16,2025-01-28,6.9,12,HIGH,Pending,True
TRC1660,AST0404,SEC029,Transformer,OHE Mast Repair,Bracket damage,4,LOW,2025-10-11,2025-10-13,2025-11-15,3.2,2,LOW,In Progress,False
TRC1661,AST0530,SEC005,Insulator,Sectioning Post Maintenance,Interrupter fault,1,CRITICAL,2025-12-14,2025-12-16,2025-12-23,7.3,8,HIGH,In Progress,True
TRC1662,AST0401,SEC026,Pantograph interface,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-02-24,2025-02-25,2025-03-14,5.8,14,MEDIUM,Cancelled,False
TRC1663,AST0484,SEC034,Transformer,Feeder Repair,Insulation breakdown,4,LOW,2025-06-09,2025-06-09,2025-08-06,2.1,10,LOW,Cancelled,True
TRC1664,AST0478,SEC028,Sectioning equipment,OHE Inspection,Stagger fault,1,CRITICAL,2025-03-24,2025-03-27,2025-04-02,2.7,12,HIGH,Completed,True
TRC1665,AST0642,SEC042,Insulator,OHE Inspection,Stagger fault,2,HIGH,2025-01-31,2025-02-02,2025-02-10,2.8,14,HIGH,Cancelled,False
TRC1666,AST0514,SEC064,Insulator,Sectioning Post Maintenance,Isolator defect,5,LOW,2025-11-12,2025-11-13,2026-02-03,10.0,15,LOW,Completed,True
TRC1667,AST0547,SEC022,Catenary,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-11-25,2025-11-28,2025-12-27,5.0,11,MEDIUM,Completed,False
TRC1668,AST0424,SEC049,OHE,Transformer Servicing,Bushing defect,3,MEDIUM,2025-08-14,2025-08-14,2025-09-13,8.6,10,MEDIUM,Completed,True
