forecast_date,section_id,time_window_start,time_window_end,expected_goods_trains,expected_traffic_load,traffic_density,forecast_confidence
2025-06-15,SEC069,02:00,04:00,1,17.58,LOW,0.91
2025-06-15,SEC069,04:00,06:00,2,2.49,LOW,0.61
2025-06-15,SEC069,06:00,08:00,3,1.55,LOW,0.89
2025-06-15,SEC069,08:00,10:00,1,15.74,LOW,0.69
2025-06-15,SEC069,10:00,12:00,1,0.58,LOW,0.87
2025-06-15,SEC069,12:00,14:00,0,1.69,LOW,0.69
2025-06-15,SEC069,14:00,16:00,1,1.49,LOW,0.89
2025-06-15,SEC069,16:00,18:00,0,12.96,LOW,0.98
2025-06-15,SEC069,18:00,20:00,0,0.0,LOW,0.91
2025-06-15,SEC069,20:00,22:00,0,6.54,LOW,0.74
2025-06-15,SEC069,22:00,00:00,0,18.04,LOW,0.61
2025-06-15,SEC070,00:00,02:00,0,7.77,LOW,0.7
2025-06-15,SEC070,02:00,04:00,1,16.57,LOW,0.62
2025-06-15,SEC070,04:00,06:00,2,8.6,LOW,0.65
2025-06-15,SEC070,06:00,08:00,0,18.81,LOW,0.77
2025-06-15,SEC070,08:00,10:00,1,7.72,LOW,0.64
2025-06-15,SEC070,10:00,12:00,1,4.7,LOW,0.91
2025-06-15,SEC070,12:00,14:00,0,4.25,LOW,0.77
2025-06-15,SEC070,14:00,16:00,0,4.22,LOW,0.92
2025-06-15,SEC070,16:00,18:00,0,12.7,LOW,0.65
2025-06-15,SEC070,18:00,20:00,0,8.94,LOW,0.96
2025-06-15,SEC070,20:00,22:00,0,17.78,LOW,0.94
2025-06-15,SEC070,22:00,00:00,1,6.02,LOW,0.91
2025-06-15,SEC071,00:00,02:00,2,13.77,LOW,0.74
2025-06-15,SEC071,02:00,04:00,0,15.9,LOW,0.67
2025-06-15,SEC071,04:00,06:00,0,3.83,LOW,0.89
2025-06-15,SEC071,06:00,08:00,0,6.48,LOW,0.7
2025-06-15,SEC071,08:00,10:00,2,4.33,LOW,0.81
2025-06-15,SEC071,10:00,12:00,0,11.29,LOW,0.98
2025-06-15,SEC071,12:00,14:00,0,0.0,LOW,0.93
2025-06-15,SEC071,14:00,16:00,1,8.81,LOW,0.92
2025-06-15,SEC071,16:00,18:00,3,9.7,LOW,0.88
2025-06-15,SEC071,18:00,20:00,0,5.85,LOW,0.87
2025-06-15,SEC071,20:00,22:00,0,10.15,LOW,0.85
2025-06-15,SEC071,22:00,00:00,1,14.14,LOW,0.67
2025-06-15,SEC072,00:00,02:00,4,23.03,LOW,0.7
2025-06-15,SEC072,02:00,04:00,0,24.16,LOW,0.76
2025-06-15,SEC072,04:00,06:00,3,17.53,LOW,0.9
2025-06-15,SEC072,06:00,08:00,0,22.87,LOW,0.95
2025-06-15,SEC072,08:00,10:00,1,16.56,LOW,0.86
2025-06-15,SEC072,10:00,12:00,0,11.24,LOW,0.95
2025-06-15,SEC072,12:00,14:00,0,1.06,LOW,0.8
2025-06-15,SEC072,14:00,16:00,3,18.44,LOW,0.85
2025-06-15,SEC072,16:00,18:00,0,14.35,LOW,0.67
2025-06-15,SEC072,18:00,20:00,1,20.75,LOW,0.95
2025-06-15,SEC072,20:00,22:00,0,12.38,LOW,0.85
2025-06-15,SEC072,22:00,00:00,0,14.07,LOW,0.99
2025-06-15,SEC073,00:00,02:00,1,6.91,LOW,0.63
2025-06-15,SEC073,02:00,04:00,3,19.76,LOW,0.64
2025-06-15,SEC073,04:00,06:00,2,19.45,LOW,0.91
2025-06-15,SEC073,06:00,08:00,0,18.53,LOW,0.98
2025-06-15,SEC073,08:00,10:00,1,13.25,LOW,0.68
2025-06-15,SEC073,10:00,12:00,0,16.39,LOW,0.99
2025-06-15,SEC073,12:00,14:00,0,0.0,LOW,0.85
2025-06-15,SEC073,14:00,16:00,0,4.8,LOW,0.65
2025-06-15,SEC073,16:00,18:00,1,19.05,LOW,0.66
2025-06-15,SEC073,18:00,20:00,0,2.6,LOW,0.98
2025-06-15,SEC073,20:00,22:00,2,5.79,LOW,0.82
2025-06-15,SEC073,22:00,00:00,1,11.78,LOW,0.62
2025-06-15,SEC074,00:00,02:00,2,13.6,LOW,0.72
2025-06-15,SEC074,02:00,04:00,2,26.1,MEDIUM,0.78
2025-06-15,SEC074,04:00,06:00,0,22.74,LOW,0.83
2025-06-15,SEC074,06:00,08:00,0,20.65,LOW,0.93
2025-06-15,SEC074,08:00,10:00,0,11.29,LOW,0.98
2025-06-15,SEC074,10:00,12:00,0,13.36,LOW,0.73
2025-06-15,SEC074,12:00,14:00,0,0.31,LOW,0.61
2025-06-15,SEC074,14:00,16:00,0,10.75,LOW,0.72
2025-06-15,SEC074,16:00,18:00,0,4.57,LOW,0.92
2025-06-15,SEC074,18:00,20:00,3,11.29,LOW,0.72
2025-06-15,SEC074,20:00,22:00,5,20.47,LOW,0.89
2025-06-15,SEC074,22:00,00:00,0,15.81,LOW,0.95
2025-06-15,SEC075,00:00,02:00,1,12.08,LOW,0.78
2025-06-15,SEC075,02:00,04:00,1,9.73,LOW,0.92
2025-06-15,SEC075,04:00,06:00,2,14.75,LOW,0.78
2025-06-15,SEC075,06:00,08:00,0,0.0,LOW,0.65
2025-06-15,SEC075,08:00,10:00,0,16.9,LOW,0.72
2025-06-15,SEC075,10:00,12:00,1,4.33,LOW,0.76
2025-06-15,SEC075,12:00,14:00,1,0.0,LOW,0.65
2025-06-15,SEC075,14:00,16:00,0,3.53,LOW,0.92
2025-06-15,SEC075,16:00,18:00,0,17.52,LOW,0.87
2025-06-15,SEC075,18:00,20:00,0,10.55,LOW,0.86
2025-06-15,SEC075,20:00,22:00,1,0.57,LOW,0.85
2025-06-15,SEC075,22:00,00:00,1,5.05,LOW,0.65
2025-07-01,SEC001,00:00,02:00,5,54.62,HIGH,0.62
2025-07-01,SEC001,02:00,04:00,8,50.84,HIGH,0.81
2025-07-01,SEC001,04:00,06:00,6,56.96,HIGH,0.78
2025-07-01,SEC001,06:00,08:00,1,43.59,MEDIUM,0.74
2025-07-01,SEC001,08:00,10:00,3,30.93,MEDIUM,0.61
2025-07-01,SEC001,10:00,12:00,1,31.86,MEDIUM,0.63
2025-07-01,SEC001,12:00,14:00,1,26.18,MEDIUM,0.62
2025-07-01,SEC001,14:00,16:00,1,19.96,LOW,0.74
2025-07-01,SEC001,16:00,18:00,2,35.64,MEDIUM,0.77
2025-07-01,SEC001,18:00,20:00,6,38.34,MEDIUM,0.65
2025-07-01,SEC001,20:00,22:00,4,41.03,MEDIUM,0.68
2025-07-01,SEC001,22:00,00:00,3,55.22,HIGH,0.63
2025-07-01,SEC002,00:00,02:00,2,42.64,MEDIUM,0.99
2025-07-01,SEC002,02:00,04:00,1,36.84,MEDIUM,0.96
2025-07-01,SEC002,04:00,06:00,1,40.59,MEDIUM,0.84
2025-07-01,SEC002,06:00,08:00,4,21.79,LOW,0.72
2025-07-01,SEC002,08:00,10:00,4,38.18,MEDIUM,0.81
2025-07-01,SEC002,10:00,12:00,2,28.74,MEDIUM,0.65
2025-07-01,SEC002,12:00,14:00,0,19.37,LOW,0.72
2025-07-01,SEC002,14:00,16:00,2,25.72,MEDIUM,0.65
2025-07-01,SEC002,16:00,18:00,0,30.22,MEDIUM,0.79
2025-07-01,SEC002,18:00,20:00,2,30.03,MEDIUM,0.69
2025-07-01,SEC002,20:00,22:00,3,39.14,MEDIUM,0.82
2025-07-01,SEC002,22:00,00:00,2,48.98,MEDIUM,0.79
2025-07-01,SEC003,00:00,02:00,4,53.96,HIGH,0.63
2025-07-01,SEC003,02:00,04:00,3,56.02,HIGH,0.81
2025-07-01,SEC003,04:00,06:00,4,65.49,HIGH,0.82
2025-07-01,SEC003,06:00,08:00,1,37.73,MEDIUM,0.75
2025-07-01,SEC003,08:00,10:00,4,54.46,HIGH,0.81
2025-07-01,SEC003,10:00,12:00,5,24.99,LOW,0.61
2025-07-01,SEC003,12:00,14:00,3,41.7,MEDIUM,0.64
2025-07-01,SEC003,14:00,16:00,3,28.71,MEDIUM,0.96
2025-07-01,SEC003,16:00,18:00,4,50.01,HIGH,0.94
2025-07-01,SEC003,18:00,20:00,1,45.14,MEDIUM,0.77
2025-07-01,SEC003,20:00,22:00,4,41.53,MEDIUM,0.85
2025-07-01,SEC003,22:00,00:00,4,61.55,HIGH,0.72
2025-07-01,SEC004,00:00,02:00,4,52.18,HIGH,0.76
2025-07-01,SEC004,02:00,04:00,3,51.7,HIGH,0.76
2025-07-01,SEC004,04:00,06:00,6,51.51,HIGH,0.84
2025-07-01,SEC004,06:00,08:00,2,42.56,MEDIUM,0.61
2025-07-01,SEC004,08:00,10:00,2,39.49,MEDIUM,0.95
2025-07-01,SEC004,10:00,12:00,1,23.37,LOW,0.64
2025-07-01,SEC004,12:00,14:00,1,23.92,LOW,0.94
2025-07-01,SEC004,14:00,16:00,2,20.79,LOW,0.81
2025-07-01,SEC004,16:00,18:00,2,31.21,MEDIUM,0.87
2025-07-01,SEC004,18:00,20:00,6,35.55,MEDIUM,0.61
2025-07-01,SEC004,20:00,22:00,1,31.02,MEDIUM,0.63
2025-07-01,SEC004,22:00,00:00,8,52.25,HIGH,0.83
2025-07-01,SEC005,00:00,02:00,8,74.45,HIGH,0.63
2025-07-01,SEC005,02:00,04:00,4,59.96,HIGH,0.79
2025-07-01,SEC005,04:00,06:00,5,63.58,HIGH,0.84
2025-07-01,SEC005,06:00,08:00,4,52.19,HIGH,0.79
2025-07-01,SEC005,08:00,10:00,4,52.62,HIGH,0.85
2025-07-01,SEC005,10:00,12:00,3,27.21,MEDIUM,0.98
2025-07-01,SEC005,12:00,14:00,6,27.12,MEDIUM,0.75
2025-07-01,SEC005,14:00,16:00,3,41.42,MEDIUM,0.86
2025-07-01,SEC005,16:00,18:00,4,44.85,MEDIUM,0.82
2025-07-01,SEC005,18:00,20:00,2,50.35,HIGH,0.62
2025-07-01,SEC005,20:00,22:00,2,54.71,HIGH,0.68
2025-07-01,SEC005,22:00,00:00,7,54.81,HIGH,0.75
2025-07-01,SEC006,00:00,02:00,6,65.52,HIGH,0.98
2025-07-01,SEC006,02:00,04:00,4,69.62,HIGH,0.73
2025-07-01,SEC006,04:00,06:00,4,58.45,HIGH,0.86
2025-07-01,SEC006,06:00,08:00,3,50.36,HIGH,0.72
2025-07-01,SEC006,08:00,10:00,2,55.95,HIGH,0.75
2025-07-01,SEC006,10:00,12:00,3,28.56,MEDIUM,0.85
2025-07-01,SEC006,12:00,14:00,2,35.67,MEDIUM,0.73
2025-07-01,SEC006,14:00,16:00,2,23.5,LOW,0.65
2025-07-01,SEC006,16:00,18:00,4,55.82,HIGH,0.75
2025-07-01,SEC006,18:00,20:00,4,39.01,MEDIUM,0.68
2025-07-01,SEC006,20:00,22:00,5,38.69,MEDIUM,0.78
2025-07-01,SEC006,22:00,00:00,4,70.03,HIGH,0.78
2025-07-01,SEC007,00:00,02:00,8,62.33,HIGH,0.64
2025-07-01,SEC007,02:00,04:00,4,47.73,MEDIUM,0.76
2025-07-01,SEC007,04:00,06:00,6,55.28,HIGH,0.72
2025-07-01,SEC007,06:00,08:00,5,37.75,MEDIUM,0.79
2025-07-01,SEC007,08:00,10:00,4,53.29,HIGH,0.92
2025-07-01,SEC007,10:00,12:00,2,32.56,MEDIUM,0.79
2025-07-01,SEC007,12:00,14:00,4,33.08,MEDIUM,0.86
2025-07-01,SEC007,14:00,16:00,0,31.05,MEDIUM,0.65
2025-07-01,SEC007,16:00,18:00,8,47.08,MEDIUM,0.94
2025-07-01,SEC007,18:00,20:00,3,47.16,MEDIUM,0.65
2025-07-01,SEC007,20:00,22:00,5,38.82,MEDIUM,0.85
2025-07-01,SEC007,22:00,00:00,2,53.66,HIGH,0.99
2025-07-01,SEC008,00:00,02:00,8,64.11,HIGH,0.73
2025-07-01,SEC008,02:00,04:00,7,63.12,HIGH,0.95
2025-07-01,SEC008,04:00,06:00,3,62.77,HIGH,0.85
2025-07-01,SEC008,06:00,08:00,3,48.43,MEDIUM,0.75
2025-07-01,SEC008,08:00,10:00,2,41.02,MEDIUM,0.84
2025-07-01,SEC008,10:00,12:00,4,28.75,MEDIUM,0.69
2025-07-01,SEC008,12:00,14:00,2,25.89,MEDIUM,0.67
2025-07-01,SEC008,14:00,16:00,1,31.72,MEDIUM,0.7
2025-07-01,SEC008,16:00,18:00,0,40.81,MEDIUM,0.64
2025-07-01,SEC008,18:00,20:00,0,33.4,MEDIUM,0.63
2025-07-01,SEC008,20:00,22:00,2,32.66,MEDIUM,0.74
2025-07-01,SEC008,22:00,00:00,3,54.01,HIGH,0.72
2025-07-01,SEC009,00:00,02:00,4,57.27,HIGH,0.81
2025-07-01,SEC009,02:00,04:00,4,49.85,MEDIUM,0.97
2025-07-01,SEC009,04:00,06:00,4,40.12,MEDIUM,0.94
2025-07-01,SEC009,06:00,08:00,4,31.15,MEDIUM,0.96
2025-07-01,SEC009,08:00,10:00,4,46.43,MEDIUM,0.88
2025-07-01,SEC009,10:00,12:00,1,17.61,LOW,0.76
2025-07-01,SEC009,12:00,14:00,3,34.7,MEDIUM,0.69
2025-07-01,SEC009,14:00,16:00,4,32.83,MEDIUM,0.62
2025-07-01,SEC009,16:00,18:00,2,29.54,MEDIUM,0.75
2025-07-01,SEC009,18:00,20:00,5,31.08,MEDIUM,0.93
2025-07-01,SEC009,20:00,22:00,1,29.47,MEDIUM,0.63
2025-07-01,SEC009,22:00,00:00,5,48.02,MEDIUM,0.98
2025-07-01,SEC010,00:00,02:00,2,52.73,HIGH,0.62
2025-07-01,SEC010,02:00,04:00,3,57.27,HIGH,0.8
2025-07-01,SEC010,04:00,06:00,8,52.49,HIGH,0.88
2025-07-01,SEC010,06:00,08:00,2,45.79,MEDIUM,0.87
2025-07-01,SEC010,08:00,10:00,4,43.92,MEDIUM,0.79
2025-07-01,SEC010,10:00,12:00,4,38.3,MEDIUM,0.81
2025-07-01,SEC010,12:00,14:00,2,36.58,MEDIUM,0.78
2025-07-01,SEC010,14:00,16:00,0,34.4,MEDIUM,0.87
2025-07-01,SEC010,16:00,18:00,3,38.44,MEDIUM,0.99
2025-07-01,SEC010,18:00,20:00,6,51.23,HIGH,0.86
2025-07-01,SEC010,20:00,22:00,5,39.19,MEDIUM,0.77
2025-07-01,SEC010,22:00,00:00,5,60.57,HIGH,0.95
2025-07-01,SEC011,00:00,02:00,2,52.43,HIGH,0.73
2025-07-01,SEC011,02:00,04:00,3,59.18,HIGH,0.93
2025-07-01,SEC011,04:00,06:00,5,47.31,MEDIUM,0.62
2025-07-01,SEC011,06:00,08:00,1,44.58,MEDIUM,0.92
2025-07-01,SEC011,08:00,10:00,6,36.38,MEDIUM,0.84
2025-07-01,SEC011,10:00,12:00,2,29.7,MEDIUM,0.88
2025-07-01,SEC011,12:00,14:00,1,29.93,MEDIUM,0.83
2025-07-01,SEC011,14:00,16:00,1,33.35,MEDIUM,0.84
2025-07-01,SEC011,16:00,18:00,4,48.25,MEDIUM,0.79
2025-07-01,SEC011,18:00,20:00,3,37.8,MEDIUM,0.73
2025-07-01,SEC011,20:00,22:00,1,36.09,MEDIUM,0.8
2025-07-01,SEC011,22:00,00:00,5,65.47,HIGH,0.86
2025-07-01,SEC012,00:00,02:00,2,40.77,MEDIUM,0.92
2025-07-01,SEC012,02:00,04:00,4,53.93,HIGH,0.8
2025-07-01,SEC012,04:00,06:00,7,50.13,HIGH,0.65
2025-07-01,SEC012,06:00,08:00,5,34.27,MEDIUM,0.9
2025-07-01,SEC012,08:00,10:00,3,27.32,MEDIUM,0.65
2025-07-01,SEC012,10:00,12:00,2,28.01,MEDIUM,0.71
2025-07-01,SEC012,12:00,14:00,0,18.15,LOW,0.67
2025-07-01,SEC012,14:00,16:00,2,22.73,LOW,0.6
2025-07-01,SEC012,16:00,18:00,3,43.59,MEDIUM,0.71
2025-07-01,SEC012,18:00,20:00,1,29.44,MEDIUM,0.93
2025-07-01,SEC012,20:00,22:00,3,26.62,MEDIUM,0.67
2025-07-01,SEC012,22:00,00:00,2,47.41,MEDIUM,0.69
2025-07-01,SEC013,00:00,02:00,6,65.54,HIGH,0.84
2025-07-01,SEC013,02:00,04:00,5,57.32,HIGH,0.71
2025-07-01,SEC013,04:00,06:00,3,51.61,HIGH,0.95
2025-07-01,SEC013,06:00,08:00,4,47.66,MEDIUM,0.87
2025-07-01,SEC013,08:00,10:00,6,50.12,HIGH,0.62
2025-07-01,SEC013,10:00,12:00,1,34.03,MEDIUM,0.67
2025-07-01,SEC013,12:00,14:00,1,30.33,MEDIUM,0.82
2025-07-01,SEC013,14:00,16:00,1,34.13,MEDIUM,0.94
2025-07-01,SEC013,16:00,18:00,2,49.32,MEDIUM,0.99
2025-07-01,SEC013,18:00,20:00,2,52.98,HIGH,0.87
2025-07-01,SEC013,20:00,22:00,6,36.05,MEDIUM,0.76
2025-07-01,SEC013,22:00,00:00,4,59.75,HIGH,0.96
2025-07-01,SEC014,00:00,02:00,6,63.12,HIGH,0.87
2025-07-01,SEC014,02:00,04:00,6,63.03,HIGH,0.7
2025-07-01,SEC014,04:00,06:00,3,50.96,HIGH,0.8
2025-07-01,SEC014,06:00,08:00,7,39.79,MEDIUM,0.7
2025-07-01,SEC014,08:00,10:00,3,32.63,MEDIUM,0.64
2025-07-01,SEC014,10:00,12:00,3,24.32,LOW,0.82
2025-07-01,SEC014,12:00,14:00,1,25.7,MEDIUM,0.87
2025-07-01,SEC014,14:00,16:00,1,23.44,LOW,0.91
2025-07-01,SEC014,16:00,18:00,4,41.12,MEDIUM,0.62
2025-07-01,SEC014,18:00,20:00,2,41.17,MEDIUM,0.72
2025-07-01,SEC014,20:00,22:00,1,50.0,HIGH,0.68
2025-07-01,SEC014,22:00,00:00,4,58.02,HIGH,0.87
2025-07-01,SEC015,00:00,02:00,7,50.63,HIGH,0.9
2025-07-01,SEC015,02:00,04:00,5,45.89,MEDIUM,0.69
2025-07-01,SEC015,04:00,06:00,2,52.2,HIGH,0.7
2025-07-01,SEC015,06:00,08:00,4,40.56,MEDIUM,0.76
2025-07-01,SEC015,08:00,10:00,3,46.24,MEDIUM,0.86
2025-07-01,SEC015,10:00,12:00,4,31.05,MEDIUM,0.61
2025-07-01,SEC015,12:00,14:00,0,34.21,MEDIUM,0.86
2025-07-01,SEC015,14:00,16:00,3,37.98,MEDIUM,0.69
2025-07-01,SEC015,16:00,18:00,3,50.24,HIGH,0.87
2025-07-01,SEC015,18:00,20:00,4,33.3,MEDIUM,0.92
2025-07-01,SEC015,20:00,22:00,3,34.07,MEDIUM,0.74
2025-07-01,SEC015,22:00,00:00,5,61.65,HIGH,0.71
2025-07-01,SEC016,00:00,02:00,4,48.55,MEDIUM,0.85
2025-07-01,SEC016,02:00,04:00,4,47.86,MEDIUM,0.73
2025-07-01,SEC016,04:00,06:00,2,59.05,HIGH,0.78
2025-07-01,SEC016,06:00,08:00,4,39.25,MEDIUM,0.86
2025-07-01,SEC016,08:00,10:00,2,46.66,MEDIUM,0.81
2025-07-01,SEC016,10:00,12:00,3,23.45,LOW,0.89
2025-07-01,SEC016,12:00,14:00,3,27.06,MEDIUM,0.86
2025-07-01,SEC016,14:00,16:00,1,18.83,LOW,0.78
2025-07-01,SEC016,16:00,18:00,3,34.38,MEDIUM,0.95
2025-07-01,SEC016,18:00,20:00,2,42.17,MEDIUM,0.77
2025-07-01,SEC016,20:00,22:00,3,47.74,MEDIUM,0.7
2025-07-01,SEC016,22:00,00:00,5,55.35,HIGH,0.93
2025-07-01,SEC017,00:00,02:00,3,46.88,MEDIUM,0.71
2025-07-01,SEC017,02:00,04:00,5,49.51,MEDIUM,0.86
2025-07-01,SEC017,04:00,06:00,1,33.92,MEDIUM,0.78
2025-07-01,SEC017,06:00,08:00,2,28.62,MEDIUM,0.96
2025-07-01,SEC017,08:00,10:00,5,29.66,MEDIUM,0.91
2025-07-01,SEC017,10:00,12:00,1,16.41,LOW,0.67
2025-07-01,SEC017,12:00,14:00,0,28.02,MEDIUM,0.96
2025-07-01,SEC017,14:00,16:00,2,26.33,MEDIUM,0.91
2025-07-01,SEC017,16:00,18:00,4,30.58,MEDIUM,0.66
2025-07-01,SEC017,18:00,20:00,6,34.7,MEDIUM,0.86
2025-07-01,SEC017,20:00,22:00,4,41.5,MEDIUM,0.74
2025-07-01,SEC017,22:00,00:00,4,47.5,MEDIUM,0.77
2025-07-01,SEC018,00:00,02:00,2,48.38,MEDIUM,0.94
2025-07-01,SEC018,02:00,04:00,3,42.78,MEDIUM,0.88
2025-07-01,SEC018,04:00,06:00,4,44.51,MEDIUM,0.77
2025-07-01,SEC018,06:00,08:00,3,28.36,MEDIUM,0.89
2025-07-01,SEC018,08:00,10:00,4,44.89,MEDIUM,0.82
2025-07-01,SEC018,10:00,12:00,3,19.01,LOW,0.67
2025-07-01,SEC018,12:00,14:00,3,17.2,LOW,0.88
2025-07-01,SEC018,14:00,16:00,2,26.87,MEDIUM,0.73
2025-07-01,SEC018,16:00,18:00,2,29.95,MEDIUM,0.96
2025-07-01,SEC018,18:00,20:00,3,31.94,MEDIUM,0.65
2025-07-01,SEC018,20:00,22:00,8,47.02,MEDIUM,0.66
2025-07-01,SEC018,22:00,00:00,4,52.68,HIGH,0.87
2025-07-01,SEC019,00:00,02:00,2,58.86,HIGH,0.94
2025-07-01,SEC019,02:00,04:00,6,52.87,HIGH,0.64
2025-07-01,SEC019,04:00,06:00,5,56.74,HIGH,0.97
2025-07-01,SEC019,06:00,08:00,4,46.72,MEDIUM,0.77
2025-07-01,SEC019,08:00,10:00,3,50.46,HIGH,0.73
2025-07-01,SEC019,10:00,12:00,2,30.48,MEDIUM,0.84
2025-07-01,SEC019,12:00,14:00,3,31.04,MEDIUM,0.87
2025-07-01,SEC019,14:00,16:00,4,23.73,LOW,0.8
2025-07-01,SEC019,16:00,18:00,2,35.14,MEDIUM,0.72
2025-07-01,SEC019,18:00,20:00,4,48.69,MEDIUM,0.81
2025-07-01,SEC019,20:00,22:00,3,51.08,HIGH,0.85
2025-07-01,SEC019,22:00,00:00,6,48.72,MEDIUM,0.6
2025-07-01,SEC020,00:00,02:00,2,46.38,MEDIUM,0.79
2025-07-01,SEC020,02:00,04:00,2,37.52,MEDIUM,0.7
2025-07-01,SEC020,04:00,06:00,4,52.97,HIGH,0.89
2025-07-01,SEC020,06:00,08:00,4,35.74,MEDIUM,0.75
2025-07-01,SEC020,08:00,10:00,2,32.6,MEDIUM,0.64
2025-07-01,SEC020,10:00,12:00,3,28.72,MEDIUM,0.77
2025-07-01,SEC020,12:00,14:00,0,26.43,MEDIUM,0.88
2025-07-01,SEC020,14:00,16:00,4,30.2,MEDIUM,0.9
2025-07-01,SEC020,16:00,18:00,1,39.97,MEDIUM,0.96
2025-07-01,SEC020,18:00,20:00,6,36.64,MEDIUM,0.9
2025-07-01,SEC020,20:00,22:00,5,36.86,MEDIUM,0.75
2025-07-01,SEC020,22:00,00:00,3,47.97,MEDIUM,0.81
2025-07-01,SEC021,00:00,02:00,3,58.93,HIGH,0.78
2025-07-01,SEC021,02:00,04:00,4,51.81,HIGH,0.63
2025-07-01,SEC021,04:00,06:00,7,55.9,HIGH,0.8
2025-07-01,SEC021,06:00,08:00,2,44.45,MEDIUM,0.8
2025-07-01,SEC021,08:00,10:00,2,41.19,MEDIUM,0.81
2025-07-01,SEC021,10:00,12:00,1,36.75,MEDIUM,0.91
2025-07-01,SEC021,12:00,14:00,3,21.72,LOW,0.64
2025-07-01,SEC021,14:00,16:00,3,33.08,MEDIUM,0.94
2025-07-01,SEC021,16:00,18:00,2,43.88,MEDIUM,0.78
2025-07-01,SEC021,18:00,20:00,6,35.18,MEDIUM,0.7
2025-07-01,SEC021,20:00,22:00,5,31.04,MEDIUM,0.76
2025-07-01,SEC021,22:00,00:00,5,61.28,HIGH,0.61
2025-07-01,SEC022,00:00,02:00,2,45.92,MEDIUM,0.79
2025-07-01,SEC022,02:00,04:00,5,46.43,MEDIUM,0.89
2025-07-01,SEC022,04:00,06:00,1,42.65,MEDIUM,0.65
2025-07-01,SEC022,06:00,08:00,4,35.19,MEDIUM,0.79
2025-07-01,SEC022,08:00,10:00,4,38.85,MEDIUM,0.68
2025-07-01,SEC022,10:00,12:00,4,25.56,MEDIUM,0.69
2025-07-01,SEC022,12:00,14:00,4,26.45,MEDIUM,0.7
2025-07-01,SEC022,14:00,16:00,1,24.02,LOW,0.7
2025-07-01,SEC022,16:00,18:00,2,30.8,MEDIUM,0.78
2025-07-01,SEC022,18:00,20:00,1,30.18,MEDIUM,0.93
2025-07-01,SEC022,20:00,22:00,2,35.29,MEDIUM,0.97
2025-07-01,SEC022,22:00,00:00,5,45.83,MEDIUM,0.84
2025-07-01,SEC023,00:00,02:00,4,47.69,MEDIUM,0.73
2025-07-01,SEC023,02:00,04:00,5,49.62,MEDIUM,0.61
2025-07-01,SEC023,04:00,06:00,5,59.2,HIGH,0.69
2025-07-01,SEC023,06:00,08:00,4,39.02,MEDIUM,0.99
2025-07-01,SEC023,08:00,10:00,6,33.8,MEDIUM,0.9
2025-07-01,SEC023,10:00,12:00,2,30.49,MEDIUM,0.88
2025-07-01,SEC023,12:00,14:00,4,33.81,MEDIUM,0.89
2025-07-01,SEC023,14:00,16:00,2,27.74,MEDIUM,0.86
2025-07-01,SEC023,16:00,18:00,4,32.43,MEDIUM,0.97
2025-07-01,SEC023,18:00,20:00,1,48.65,MEDIUM,0.82
2025-07-01,SEC023,20:00,22:00,2,36.77,MEDIUM,0.88
2025-07-01,SEC023,22:00,00:00,6,61.71,HIGH,0.87
2025-07-01,SEC024,00:00,02:00,1,38.18,MEDIUM,0.69
2025-07-01,SEC024,02:00,04:00,3,41.14,MEDIUM,0.76
2025-07-01,SEC024,04:00,06:00,3,37.93,MEDIUM,0.83
2025-07-01,SEC024,06:00,08:00,5,41.54,MEDIUM,0.75
2025-07-01,SEC024,08:00,10:00,4,35.46,MEDIUM,0.87
2025-07-01,SEC024,10:00,12:00,2,19.9,LOW,0.6
2025-07-01,SEC024,12:00,14:00,1,24.37,LOW,0.61
2025-07-01,SEC024,14:00,16:00,5,23.2,LOW,0.92
2025-07-01,SEC024,16:00,18:00,3,44.68,MEDIUM,0.65
2025-07-01,SEC024,18:00,20:00,4,36.01,MEDIUM,0.84
2025-07-01,SEC024,20:00,22:00,2,29.22,MEDIUM,0.91
2025-07-01,SEC024,22:00,00:00,4,50.43,HIGH,0.73
2025-07-01,SEC025,00:00,02:00,4,48.65,MEDIUM,0.8
2025-07-01,SEC025,02:00,04:00,5,52.29,HIGH,0.64
2025-07-01,SEC025,04:00,06:00,4,60.38,HIGH,0.91
2025-07-01,SEC025,06:00,08:00,5,40.74,MEDIUM,0.66
2025-07-01,SEC025,08:00,10:00,7,48.93,MEDIUM,0.97
2025-07-01,SEC025,10:00,12:00,2,34.76,MEDIUM,0.88
2025-07-01,SEC025,12:00,14:00,1,26.03,MEDIUM,0.82
2025-07-01,SEC025,14:00,16:00,1,35.1,MEDIUM,0.63
2025-07-01,SEC025,16:00,18:00,3,48.37,MEDIUM,0.6
2025-07-01,SEC025,18:00,20:00,4,35.64,MEDIUM,0.91
2025-07-01,SEC025,20:00,22:00,1,37.36,MEDIUM,0.71
2025-07-01,SEC025,22:00,00:00,5,54.37,HIGH,0.69
2025-07-01,SEC026,00:00,02:00,5,53.31,HIGH,0.61
2025-07-01,SEC026,02:00,04:00,1,53.24,HIGH,0.91
2025-07-01,SEC026,04:00,06:00,7,66.54,HIGH,0.9
2025-07-01,SEC026,06:00,08:00,3,55.01,HIGH,0.82
2025-07-01,SEC026,08:00,10:00,6,40.83,MEDIUM,0.92
2025-07-01,SEC026,10:00,12:00,3,28.4,MEDIUM,0.75
2025-07-01,SEC026,12:00,14:00,0,40.9,MEDIUM,0.93
